,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
10,2024-06-11,745170,Groundout,field_out,True,571448,694973,Nolan Arenado,Paul Skenes,0,18a7dd83-c0dc-4e57-b93d-c258a09cfde0,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
11,2024-06-11,745170,Pop Out,field_out,True,680977,694973,Brendan Donovan,Paul Skenes,0,a4daad01-7d04-443b-9266-3bdb5672be23,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
12,2024-06-11,745170,Groundout,field_out,True,642133,571945,Rowdy Tellez,Miles Mikolas,0,54a4fe0d-d7fe-4aa5-ae43-db5245313a81,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
13,2024-06-11,745170,Strikeout,strikeout,True,518735,571945,Yasmani Grandal,Miles Mikolas,0,a5d5bed3-364b-4d33-a3d2-5423c8dae531,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
14,2024-06-11,745170,Strikeout,strikeout,True,669261,571945,Jack Suwinski,Miles Mikolas,0,10bce283-178b-4965-a7d2-bce526774d17,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
15,2024-06-11,745170,Strikeout,strikeout,True,572761,694973,Matt Carpenter,Paul Skenes,0,dcfae389-9762-4db9-83cb-72ffef97362f,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
16,2024-06-11,745170,Groundout,field_out,True,686780,694973,Pedro Pagés,Paul Skenes,0,c7317071-e8f3-4297-973a-eea13e1922e3,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
17,2024-06-11,745170,Groundout,field_out,True,672279,694973,Michael Siani,Paul Skenes,0,e72c98f3-cff0-4c8d-803f-fed011f9ceb8,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
18,2024-06-11,745170,Flyout,field_out,True,457705,571945,Andrew McCutchen,Miles Mikolas,0,25200305-1904-4189-adab-59b39ddd752a,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
19,2024-06-11,745170,Groundout,field_out,True,668804,571945,Bryan Reynolds,Miles Mikolas,0,c4032f28-808b-4554-9110-b22af4955fab,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
20,2024-06-11,745170,Groundout,field_out,True,656582,571945,Connor Joe,Miles Mikolas,0,02fc0757-6715-41a9-bb89-c93eeb4ae619,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
21,2024-06-11,745170,Strikeout,strikeout,True,691026,694973,Masyn Winn,Paul Skenes,0,5be5febf-8308-4944-bc3b-3cb409b9822c,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
22,2024-06-11,745170,Single,single,False,676475,694973,Alec Burleson,Paul Skenes,0,3d094fbf-443c-4e68-8907-d5d639b7d529,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
23,2024-06-11,745170,Strikeout,strikeout,True,502671,694973,Paul Goldschmidt,Paul Skenes,0,0da44729-52e1-4fad-a172-983e89886e36,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
24,2024-06-11,745170,Groundout,field_out,True,669357,694973,Nolan Gorman,Paul Skenes,0,42dcb61f-914b-447d-9894-5e7e121574dc,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
25,2024-06-11,745170,Strikeout,strikeout,True,665833,571945,Oneil Cruz,Miles Mikolas,0,1638d742-45b6-4646-ba3a-2737eca0443b,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
26,2024-06-11,745170,Groundout,field_out,True,663647,571945,Ke'Bryan Hayes,Miles Mikolas,0,c13de370-e93a-4bc6-81a8-6e1f5e79a4d7,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
27,2024-06-11,745170,Pop Out,field_out,True,693304,571945,Nick Gonzales,Miles Mikolas,0,050b4aab-3ba1-4d0d-b680-cc46b5314ce1,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.002,0.098,-0.41,3.63,-2.01,-2.69,1.43,-1.48,93.0,85.6,92.3,85.3,76.3,68.8,0.19,0.281,0.101,0.217,0.391,0.27,0.287,0.511,0.169,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,
28,2024-06-11,745170,Single,single,False,571448,694973,Nolan Arenado,Paul Skenes,0,b54326f6-5ea6-4d19-9ab5-9bb4e3bfc3a1,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
29,2024-06-11,745170,Single,single,False,680977,694973,Brendan Donovan,Paul Skenes,1,e24d5d9a-1712-4bff-b495-c980a64720a9,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
30,2024-06-11,745170,Strikeout,strikeout,True,572761,694973,Matt Carpenter,Paul Skenes,0,31e1ac7f-0faa-4388-ab81-3d9218834629,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
31,2024-06-11,745170,Strikeout,strikeout,True,686780,694973,Pedro Pagés,Paul Skenes,1,ce84e7ff-6648-4c73-8c30-ff32ace51bff,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
32,2024-06-11,745170,Groundout,field_out,True,672279,694973,Michael Siani,Paul Skenes,0,dd0d74a1-7b9a-4552-84c1-eeae1e9e18f5,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,0.313,0.379,0.164,0.109,,0.035,0.0,4.1,0.33,0.6,,-2.49,99.1,87.6,94.1,85.1,82.4,,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,
