,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-17,746841,Field Error,field_error,False,543807,657006,George Springer,Justin Steele,0,cda2295f-f099-4960-b988-dd52a528ac53,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,62.0,104.0,96.0,131.0,105.0,110.0,0.053,0.596,0.297,0.022,0.032,0.35,2.29,1.79,2.93,0.23,91.6,86.4,91.7,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-17,746841,Strikeout,strikeout,True,662139,657006,Daulton Varsho,Justin Steele,0,fb7a2524-1b91-479d-8380-e29411e7ce1c,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,62.0,104.0,96.0,131.0,105.0,110.0,0.053,0.596,0.297,0.022,0.032,0.35,2.29,1.79,2.93,0.23,91.6,86.4,91.7,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-17,746841,Walk,walk,False,665489,657006,Vladimir Guerrero Jr.,Justin Steele,1,face13d5-d7e0-402e-8a28-68484c941e27,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,62.0,104.0,96.0,131.0,105.0,110.0,0.053,0.596,0.297,0.022,0.032,0.35,2.29,1.79,2.93,0.23,91.6,86.4,91.7,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-17,746841,Forceout,force_out,True,672386,657006,Alejandro Kirk,Justin Steele,1,9fe2df36-c787-4751-9446-85d2c72da22c,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,62.0,104.0,96.0,131.0,105.0,110.0,0.053,0.596,0.297,0.022,0.032,0.35,2.29,1.79,2.93,0.23,91.6,86.4,91.7,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-17,746841,Strikeout,strikeout,True,676391,657006,Ernie Clement,Justin Steele,0,cf13874d-ac46-403c-acf8-4631bc50726b,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,62.0,104.0,96.0,131.0,105.0,110.0,0.053,0.596,0.297,0.022,0.032,0.35,2.29,1.79,2.93,0.23,91.6,86.4,91.7,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-17,746841,Home Run,home_run,False,664023,605135,Ian Happ,Chris Bassitt,0,310f7d96-172f-4c81-90b4-073384a12862,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
6,2024-08-17,746841,Lineout,field_out,True,683737,605135,Michael Busch,Chris Bassitt,0,5f3820c7-104f-441b-9c8d-5eb193d27221,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
7,2024-08-17,746841,Walk,walk,False,673548,605135,Seiya Suzuki,Chris Bassitt,0,5e85670e-f0ec-4246-96e5-09b71f65d025,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
8,2024-08-17,746841,Walk,walk,False,641355,605135,Cody Bellinger,Chris Bassitt,1,784d3014-27d7-49d3-9455-8e915188d82f,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
9,2024-08-17,746841,Groundout,field_out,True,670623,605135,Isaac Paredes,Chris Bassitt,1,d0dda14f-4ed9-4f1c-abb1-6900c3851e4c,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
10,2024-08-17,746841,Groundout,field_out,True,695238,657006,Will Wagner,Justin Steele,0,9b54ebcd-997e-4738-a96f-e5b7cd1aa083,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,62.0,104.0,96.0,131.0,105.0,110.0,0.053,0.596,0.297,0.022,0.032,0.35,2.29,1.79,2.93,0.23,91.6,86.4,91.7,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-17,746841,Flyout,field_out,True,676914,657006,Davis Schneider,Justin Steele,0,fc7aff93-2d43-4ca1-8dc5-2d45b0bfa6da,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,62.0,104.0,96.0,131.0,105.0,110.0,0.053,0.596,0.297,0.022,0.032,0.35,2.29,1.79,2.93,0.23,91.6,86.4,91.7,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-17,746841,Strikeout,strikeout,True,672642,657006,Steward Berroa,Justin Steele,0,503ce00e-12c5-4121-a5ab-ddc0d44fa9ce,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,62.0,104.0,96.0,131.0,105.0,110.0,0.053,0.596,0.297,0.022,0.032,0.35,2.29,1.79,2.93,0.23,91.6,86.4,91.7,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.227,0.273,0.176,0.235,0.235,0.154,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-08-17,746841,Groundout,field_out,True,663538,605135,Nico Hoerner,Chris Bassitt,0,89438b04-e27c-42ec-8e78-7242727a4258,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
14,2024-08-17,746841,Double,double,False,621020,605135,Dansby Swanson,Chris Bassitt,0,ea55aed4-6f58-4279-9d96-905bd87246da,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
15,2024-08-17,746841,Pop Out,field_out,True,691718,605135,Pete Crow-Armstrong,Chris Bassitt,0,2225729e-3e74-41a3-b3dd-0a9b3505c324,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
16,2024-08-17,746841,Groundout,field_out,True,665804,605135,Miguel Amaya,Chris Bassitt,0,3f57b871-0cbe-43ef-9c1b-57728f7b8255,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.27,4.29,151.2,99.0,94.0,97.0,0.807,8.84,3.38,9.2,0.95,1.08,0.273,0.352,0.173,0.343,0.44,78.0,90.0,86.0,105.0,90.0,101.0,61.0,107.0,97.0,95.0,102.0,98.0,123.0,97.0,107.0,0.407,0.039,0.118,0.142,0.054,-2.74,0.09,-0.18,0.3,-2.04,92.6,84.6,92.5,77.5,70.9,0.286,0.476,0.256,0.333,0.633,0.102,0.332,0.429,0.123,0.292,0.583,0.154,0.2,0.286,0.29,78.0,102.0,93.0,93.0,90.0,86.0,0.196,0.044,0.76,-1.95,89.7,84.1,0.165,0.303,0.272,0.182,0.273,0.459,0.276,0.31,0.167,,,,,,
17,2024-08-17,746841,Flyout,field_out,True,680718,663878,Addison Barger,Nate Pearson,0,2dd61525-8446-456d-8f44-0efc9fc39dbd,663878.0,natepearson,Pearson,Right,Nate Pearson,- - -,4.89,4.47,53.1,97.0,126.0,104.0,0.749,10.8,3.21,8.94,1.86,0.81,0.199,0.411,0.13,0.384,0.447,,,,128.0,94.0,104.0,123.0,94.0,98.0,99.0,101.0,96.0,130.0,101.0,111.0,0.014,0.465,0.407,0.113,,-1.71,-20.24,1.35,-0.37,,97.5,,97.2,87.8,80.7,0.311,0.528,0.176,0.188,0.362,0.406,0.5,2.0,0.125,,,,0.2,0.32,0.37,,,,76.0,153.0,162.0,,0.001,,16.54,,88.3,,,,,,,,,,,,,,,
