,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-05-28,747033,Strikeout,strikeout,True,680776,680570,Jarren Duran,Grayson Rodriguez,0,846e9239-40a9-41ce-9969-2cf492c97037,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.278,0.373,0.258,0.163,0.327,0.379,0.275,0.623,0.346,0.25,0.386,0.272,0.25,0.375,0.278,,,,,,,,,
1,2024-05-28,747033,Home Run,home_run,False,677800,680570,Wilyer Abreu,Grayson Rodriguez,0,3d3f416c-afad-43c3-9421-2fac10111c94,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.278,0.373,0.258,0.163,0.327,0.379,0.275,0.623,0.346,0.25,0.386,0.272,0.25,0.375,0.278,,,,,,,,,
2,2024-05-28,747033,Double,double,False,608701,680570,Rob Refsnyder,Grayson Rodriguez,0,e45dad24-293a-413f-94e8-ccf00246bd32,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.278,0.373,0.258,0.163,0.327,0.379,0.275,0.623,0.346,0.25,0.386,0.272,0.25,0.375,0.278,,,,,,,,,
3,2024-05-28,747033,Single,single,False,646240,680570,Rafael Devers,Grayson Rodriguez,1,6d8cd007-b2b6-448b-9dd6-3219b0ecfa8b,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.278,0.373,0.258,0.163,0.327,0.379,0.275,0.623,0.346,0.25,0.386,0.272,0.25,0.375,0.278,,,,,,,,,
4,2024-05-28,747033,Strikeout,strikeout,True,657136,680570,Connor Wong,Grayson Rodriguez,0,955e085b-9ffc-4cf5-8e6d-d517c87f2bbd,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.278,0.373,0.258,0.163,0.327,0.379,0.275,0.623,0.346,0.25,0.386,0.272,0.25,0.375,0.278,,,,,,,,,
5,2024-05-28,747033,Walk,walk,False,642086,680570,Dominic Smith,Grayson Rodriguez,1,32c71ff0-9c93-44d3-b280-97a698383b07,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.278,0.373,0.258,0.163,0.327,0.379,0.275,0.623,0.346,0.25,0.386,0.272,0.25,0.375,0.278,,,,,,,,,
6,2024-05-28,747033,Lineout,field_out,True,687093,680570,Vaughn Grissom,Grayson Rodriguez,0,e018bf1e-a7e2-4417-a94e-45aabe8b19f6,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,0.015,0.456,0.159,0.158,0.211,-0.19,3.9,-1.35,0.36,1.25,96.1,83.1,96.4,86.6,81.2,0.278,0.373,0.258,0.163,0.327,0.379,0.275,0.623,0.346,0.25,0.386,0.272,0.25,0.375,0.278,,,,,,,,,
7,2024-05-28,747033,Double,double,False,683002,678394,Gunnar Henderson,Brayan Bello,0,519fd7c8-f1a4-4978-ac18-61356d2b708b,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.168,0.345,0.363,0.291,0.465,0.352,,,,0.364,0.536,0.12,,,,,,,,,
8,2024-05-28,747033,Walk,walk,False,668939,678394,Adley Rutschman,Brayan Bello,0,e6ad9d08-f488-45d1-b1a2-167cca08f259,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.168,0.345,0.363,0.291,0.465,0.352,,,,0.364,0.536,0.12,,,,,,,,,
9,2024-05-28,747033,Forceout,force_out,True,656811,678394,Ryan O'Hearn,Brayan Bello,1,3e472a88-6a73-478f-8ed1-7e33749e0eff,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.32,4.64,89.2,100.0,103.0,104.0,0.754,8.53,3.31,9.94,1.41,2.03,0.216,0.363,0.165,0.275,0.404,90.0,101.0,100.0,,,,73.0,108.0,97.0,104.0,102.0,104.0,117.0,98.0,111.0,0.402,0.023,0.285,,0.29,6.0,-1.35,-1.46,,0.33,96.3,87.3,95.8,86.9,,0.0,0.0,0.15,0.168,0.345,0.363,0.291,0.465,0.352,,,,0.364,0.536,0.12,,,,,,,,,
