,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-08-09,744818,Lineout,field_out,True,694384,680730,Nolan Schanuel,Mitchell Parker,0,694d53af-f539-49da-8863-556009ae54e2,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-09,744818,Strikeout,strikeout,True,687263,680730,Zach Neto,Mitchell Parker,0,5f230a72-36f2-45ce-ab5a-1d5648554fd3,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-09,744818,Groundout,field_out,True,681351,680730,Logan O'Hoppe,Mitchell Parker,0,7ebc12f2-7293-4264-89ee-f1431a162cea,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-09,744818,Single,single,False,669743,667755,Alex Call,José Soriano,0,f26188ec-2bcc-44b2-b435-d205c197fca1,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,,,,96.0,92.0,86.0,118.0,92.0,99.0,121.0,100.0,112.0,0.146,0.081,0.055,,-2.02,0.82,0.03,,98.8,92.7,91.5,,0.356,0.622,0.103,0.226,0.376,0.396,0.15,0.3,0.329,0.143,0.214,0.463,95.0,95.0,96.0,98.0,96.0,108.0,0.464,0.254,2.27,-0.41,97.7,86.4,0.214,0.26,0.164,,,,,,,,,,,,,,,,,,
4,2024-08-09,744818,Walk,walk,False,671277,667755,Luis García Jr.,José Soriano,1,ef0b391e-54e0-48bb-af89-2467b75e067c,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,,,,96.0,92.0,86.0,118.0,92.0,99.0,121.0,100.0,112.0,0.146,0.081,0.055,,-2.02,0.82,0.03,,98.8,92.7,91.5,,0.356,0.622,0.103,0.226,0.376,0.396,0.15,0.3,0.329,0.143,0.214,0.463,95.0,95.0,96.0,98.0,96.0,108.0,0.464,0.254,2.27,-0.41,97.7,86.4,0.214,0.26,0.164,,,,,,,,,,,,,,,,,,
5,2024-08-09,744818,Single,single,False,660766,667755,Juan Yepez,José Soriano,1,b44197c1-2620-4427-89d2-8aa1aa302189,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,,,,96.0,92.0,86.0,118.0,92.0,99.0,121.0,100.0,112.0,0.146,0.081,0.055,,-2.02,0.82,0.03,,98.8,92.7,91.5,,0.356,0.622,0.103,0.226,0.376,0.396,0.15,0.3,0.329,0.143,0.214,0.463,95.0,95.0,96.0,98.0,96.0,108.0,0.464,0.254,2.27,-0.41,97.7,86.4,0.214,0.26,0.164,,,,,,,,,,,,,,,,,,
6,2024-08-09,744818,Fielders Choice,fielders_choice,False,660688,667755,Keibert Ruiz,José Soriano,1,3eafcdff-ed50-471a-b16f-b0ef06fc10e2,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,,,,96.0,92.0,86.0,118.0,92.0,99.0,121.0,100.0,112.0,0.146,0.081,0.055,,-2.02,0.82,0.03,,98.8,92.7,91.5,,0.356,0.622,0.103,0.226,0.376,0.396,0.15,0.3,0.329,0.143,0.214,0.463,95.0,95.0,96.0,98.0,96.0,108.0,0.464,0.254,2.27,-0.41,97.7,86.4,0.214,0.26,0.164,,,,,,,,,,,,,,,,,,
7,2024-08-09,744818,Flyout,field_out,True,695578,667755,James Wood,José Soriano,0,9a9e8e37-caea-4525-88d3-73af3ea1604a,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,,,,96.0,92.0,86.0,118.0,92.0,99.0,121.0,100.0,112.0,0.146,0.081,0.055,,-2.02,0.82,0.03,,98.8,92.7,91.5,,0.356,0.622,0.103,0.226,0.376,0.396,0.15,0.3,0.329,0.143,0.214,0.463,95.0,95.0,96.0,98.0,96.0,108.0,0.464,0.254,2.27,-0.41,97.7,86.4,0.214,0.26,0.164,,,,,,,,,,,,,,,,,,
8,2024-08-09,744818,Strikeout,strikeout,True,623912,667755,Harold Ramírez,José Soriano,0,2fdf4627-089e-4e19-b845-520f077f483b,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,,,,96.0,92.0,86.0,118.0,92.0,99.0,121.0,100.0,112.0,0.146,0.081,0.055,,-2.02,0.82,0.03,,98.8,92.7,91.5,,0.356,0.622,0.103,0.226,0.376,0.396,0.15,0.3,0.329,0.143,0.214,0.463,95.0,95.0,96.0,98.0,96.0,108.0,0.464,0.254,2.27,-0.41,97.7,86.4,0.214,0.26,0.164,,,,,,,,,,,,,,,,,,
9,2024-08-09,744818,Single,single,False,607680,680730,Kevin Pillar,Mitchell Parker,0,0eb5a983-74c8-4a0b-a326-ddc6b074e0b3,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.26,4.41,126.2,101.0,88.0,98.0,0.808,7.74,2.42,8.95,1.21,0.89,0.246,0.454,0.133,0.328,0.448,99.0,97.0,97.0,79.0,103.0,98.0,106.0,106.0,108.0,88.0,96.0,96.0,0.492,0.182,0.103,0.223,0.19,-0.23,-0.44,0.39,92.5,85.7,84.3,80.4,0.276,0.445,0.115,0.271,0.396,0.258,0.2,0.367,0.376,0.218,0.4,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
