,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-10-09,775328,Flyout,field_out,True,680757,672456,Steven Kwan,Keider Montero,0,0d62f60f-59f9-46fd-a10a-b39db563beb9,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.235,0.391,0.259,0.269,0.615,0.224,0.289,0.474,0.329,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-09,775328,Groundout,field_out,True,700932,672456,Kyle Manzardo,Keider Montero,0,9f7ad82c-a6b3-4467-97d9-acd4bdabea9d,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.235,0.391,0.259,0.269,0.615,0.224,0.289,0.474,0.329,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-09,775328,Flyout,field_out,True,608070,672456,José Ramírez,Keider Montero,0,12868b6a-d72b-4c7a-803d-f794b7718ccb,672456.0,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,0.078,0.421,0.28,0.112,0.109,-0.19,1.09,0.02,-3.94,-2.78,94.8,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.235,0.391,0.259,0.269,0.615,0.224,0.289,0.474,0.329,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-09,775328,Single,single,False,678009,502171,Parker Meadows,Alex Cobb,0,f67abdc4-648c-4538-8202-209bb77bbf11,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,5.01,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,,,,,,,83.0,105.0,104.0,,,,130.0,89.0,97.0,0.43,,,0.132,,,0.29,,-1.41,,,,93.8,,83.2,,,,,,,0.5,0.5,0.364,,,,0.25,0.417,0.059,123.0,111.0,114.0,0.438,2.81,89.2,0.2,0.267,0.2,,,,,,,,,,,,,,,,,,
4,2024-10-09,775328,Flyout,field_out,True,681481,502171,Kerry Carpenter,Alex Cobb,0,ffd80002-d6c5-43db-a05f-a504c7968248,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,5.01,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,,,,,,,83.0,105.0,104.0,,,,130.0,89.0,97.0,0.43,,,0.132,,,0.29,,-1.41,,,,93.8,,83.2,,,,,,,0.5,0.5,0.364,,,,0.25,0.417,0.059,123.0,111.0,114.0,0.438,2.81,89.2,0.2,0.267,0.2,,,,,,,,,,,,,,,,,,
5,2024-10-09,775328,Groundout,field_out,True,663837,502171,Matt Vierling,Alex Cobb,1,f9ff2607-e87d-4eb3-8b04-791823ed9232,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,5.01,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,,,,,,,83.0,105.0,104.0,,,,130.0,89.0,97.0,0.43,,,0.132,,,0.29,,-1.41,,,,93.8,,83.2,,,,,,,0.5,0.5,0.364,,,,0.25,0.417,0.059,123.0,111.0,114.0,0.438,2.81,89.2,0.2,0.267,0.2,,,,,,,,,,,,,,,,,,
6,2024-10-09,775328,Single,single,False,682985,502171,Riley Greene,Alex Cobb,1,97082619-954f-466d-ba1c-38b61da89ea4,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,5.01,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,,,,,,,83.0,105.0,104.0,,,,130.0,89.0,97.0,0.43,,,0.132,,,0.29,,-1.41,,,,93.8,,83.2,,,,,,,0.5,0.5,0.364,,,,0.25,0.417,0.059,123.0,111.0,114.0,0.438,2.81,89.2,0.2,0.267,0.2,,,,,,,,,,,,,,,,,,
7,2024-10-09,775328,Flyout,field_out,True,672761,502171,Wenceel Pérez,Alex Cobb,0,da119788-936f-4793-94c4-10fb16543dbf,502171.0,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,5.01,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,,,,,,,83.0,105.0,104.0,,,,130.0,89.0,97.0,0.43,,,0.132,,,0.29,,-1.41,,,,93.8,,83.2,,,,,,,0.5,0.5,0.364,,,,0.25,0.417,0.059,123.0,111.0,114.0,0.438,2.81,89.2,0.2,0.267,0.2,,,,,,,,,,,,,,,,,,
8,2024-10-09,775328,Single,single,False,647304,676428,Josh Naylor,Brant Hurter,0,75f21a40-0ce1-4e54-86e0-c6c76bcfc945,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,0.504,0.071,0.307,,0.118,2.29,2.47,0.03,,0.55,92.1,85.6,92.4,83.1,,0.0,0.0,0.348,,,,,,,0.188,0.313,0.212,0.234,0.319,0.098,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,,,,,,,
9,2024-10-09,775328,Single,single,False,657041,676428,Lane Thomas,Brant Hurter,1,8db7dd0f-a3de-4974-b602-b85ede2b7e20,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,2.58,2.27,45.1,102.0,90.0,95.0,0.815,7.54,1.19,6.75,0.79,1.58,0.206,0.366,0.206,0.229,0.495,58.0,95.0,83.0,55.0,102.0,88.0,89.0,107.0,94.0,111.0,98.0,103.0,,,,0.504,0.071,0.307,,0.118,2.29,2.47,0.03,,0.55,92.1,85.6,92.4,83.1,,0.0,0.0,0.348,,,,,,,0.188,0.313,0.212,0.234,0.319,0.098,,,,,,,,,,0.184,0.388,0.37,,,,,,,,,,,,,,,
