,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-28,745931,Strikeout,strikeout,True,596019,657649,Francisco Lindor,Jared Koenig,0,02a67ede-564b-4a1a-ac9f-4fa7e8343ff8,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.44,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.287,0.484,70.0,98.0,95.0,96.0,112.0,108.0,83.0,92.0,94.0,92.0,101.0,98.0,88.0,102.0,98.0,0.572,0.006,0.252,0.131,0.039,1.53,-0.39,1.13,0.27,1.61,96.8,90.3,85.5,95.0,81.1,0.231,0.299,0.175,0.254,0.424,0.186,0.2,0.2,0.442,0.143,0.143,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,745931,Single,single,False,578428,657649,Jose Iglesias,Jared Koenig,0,2bea8376-ab5a-42ad-af8c-beca13750ce0,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.44,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.287,0.484,70.0,98.0,95.0,96.0,112.0,108.0,83.0,92.0,94.0,92.0,101.0,98.0,88.0,102.0,98.0,0.572,0.006,0.252,0.131,0.039,1.53,-0.39,1.13,0.27,1.61,96.8,90.3,85.5,95.0,81.1,0.231,0.299,0.175,0.254,0.424,0.186,0.2,0.2,0.442,0.143,0.143,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,745931,Strikeout,strikeout,True,668901,657649,Mark Vientos,Jared Koenig,0,da5d7ec1-d612-4f96-9086-4fa2f9b9eacd,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.44,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.287,0.484,70.0,98.0,95.0,96.0,112.0,108.0,83.0,92.0,94.0,92.0,101.0,98.0,88.0,102.0,98.0,0.572,0.006,0.252,0.131,0.039,1.53,-0.39,1.13,0.27,1.61,96.8,90.3,85.5,95.0,81.1,0.231,0.299,0.175,0.254,0.424,0.186,0.2,0.2,0.442,0.143,0.143,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,745931,Lineout,field_out,True,607043,657649,Brandon Nimmo,Jared Koenig,0,4134a914-8336-4012-9314-a316a09d4d75,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.44,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.287,0.484,70.0,98.0,95.0,96.0,112.0,108.0,83.0,92.0,94.0,92.0,101.0,98.0,88.0,102.0,98.0,0.572,0.006,0.252,0.131,0.039,1.53,-0.39,1.13,0.27,1.61,96.8,90.3,85.5,95.0,81.1,0.231,0.299,0.175,0.254,0.424,0.186,0.2,0.2,0.442,0.143,0.143,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,745931,Single,single,False,694192,500779,Jackson Chourio,Jose Quintana,0,d9283880-844f-446d-a28b-402cde22d4db,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
5,2024-09-28,745931,Strikeout,strikeout,True,669003,500779,Garrett Mitchell,Jose Quintana,1,03a547a7-314b-4a16-af58-e768b07f4fdf,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
6,2024-09-28,745931,Strikeout,strikeout,True,661388,500779,William Contreras,Jose Quintana,0,aa38cd0b-ae98-4e75-97a1-a8f54efcb34f,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
7,2024-09-28,745931,Lineout,field_out,True,642715,500779,Willy Adames,Jose Quintana,0,c517b690-ac53-4e9b-9da6-cd411414890f,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
8,2024-09-28,745931,Field Error,field_error,False,624413,668964,Pete Alonso,Tobias Myers,1,d4066c02-e6c3-4e9a-bd92-55fb47fcc295,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
9,2024-09-28,745931,Lineout,field_out,True,516782,668964,Starling Marte,Tobias Myers,0,8a2531cf-3927-443a-a59a-b1b57d1525db,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
10,2024-09-28,745931,Lineout,field_out,True,620443,668964,Luis Torrens,Tobias Myers,0,32e5610b-7c42-4a85-9c3d-c6e6b4007682,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
11,2024-09-28,745931,Strikeout,strikeout,True,664056,668964,Harrison Bader,Tobias Myers,0,c65023d6-2222-46bd-91e2-4d022e0437a0,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
12,2024-09-28,745931,Groundout,field_out,True,656555,500779,Rhys Hoskins,Jose Quintana,0,dacce68e-f269-40cc-b23d-4927a5c09c8e,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
13,2024-09-28,745931,Strikeout,strikeout,True,596142,500779,Gary Sánchez,Jose Quintana,0,b60351c5-c487-4cef-aa02-c472e7d9d840,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
14,2024-09-28,745931,Single,single,False,686555,500779,Isaac Collins,Jose Quintana,0,16525c15-186f-4a23-855d-349e20ca42b3,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
15,2024-09-28,745931,Strikeout,strikeout,True,687401,500779,Joey Ortiz,Jose Quintana,0,0eda3b80-b6ad-4752-9ca9-bc3e5bcd67b9,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
16,2024-09-28,745931,Strikeout,strikeout,True,682668,668964,Luisangel Acuña,Tobias Myers,0,0b569429-e94c-4de6-9cf7-4fa5712e2d38,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
17,2024-09-28,745931,Groundout,field_out,True,596019,668964,Francisco Lindor,Tobias Myers,0,d11bfe58-8a54-4c6c-ab06-526309b7082a,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
18,2024-09-28,745931,Lineout,field_out,True,578428,668964,Jose Iglesias,Tobias Myers,0,6abb773d-ab1a-4bb5-8819-ca8aed2857f3,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
19,2024-09-28,745931,Groundout,field_out,True,655316,500779,Andruw Monasterio,Jose Quintana,0,6f56b9c1-b51b-433a-a8cb-5bd212b0f845,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
20,2024-09-28,745931,Strikeout,strikeout,True,694192,500779,Jackson Chourio,Jose Quintana,0,6c32e13a-0c9b-4d1c-bfd7-53a7ee032a65,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
21,2024-09-28,745931,Strikeout,strikeout,True,669003,500779,Garrett Mitchell,Jose Quintana,0,d534afed-f833-4c79-9d1d-629160992d3b,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.49,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.249,0.431,0.125,,,,0.265,0.444,0.264,0.203,0.26,0.362,0.227,0.427,0.166,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,,,,
22,2024-09-28,745931,Strikeout,strikeout,True,668901,668964,Mark Vientos,Tobias Myers,0,d2e474f2-2af8-4f58-9c97-acbbcfb7b039,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
23,2024-09-28,745931,Strikeout,strikeout,True,607043,668964,Brandon Nimmo,Tobias Myers,0,14a82b34-7b6c-4688-a3d0-1865e19919bd,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
24,2024-09-28,745931,Strikeout,strikeout,True,624413,668964,Pete Alonso,Tobias Myers,0,b457a62b-5c69-48e1-befc-3def26a2ad01,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.11,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.401,0.23,0.041,0.114,0.58,-0.75,11.28,-3.19,1.18,92.9,89.2,81.1,91.5,77.8,0.0,0.0,0.0,0.33,0.495,0.119,0.421,0.579,0.194,0.083,0.083,0.444,0.239,0.436,0.192,,,,92.0,106.0,103.0,0.21,1.43,85.5,0.198,0.255,0.248,,,,,,,,,,,,
