,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-05-01,746238,Strikeout,strikeout,True,656941,663776,Kyle Schwarber,Patrick Sandoval,0,8de24c54-52e3-4481-9b31-4db426484ce6,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.208,0.292,0.385,0.235,0.471,0.281,0.413,0.565,0.142,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
1,2024-05-01,746238,Strikeout,strikeout,True,607208,663776,Trea Turner,Patrick Sandoval,0,95d2240c-49c3-45d7-867b-56fbc2e6baa0,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.208,0.292,0.385,0.235,0.471,0.281,0.413,0.565,0.142,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
2,2024-05-01,746238,Walk,walk,False,547180,663776,Bryce Harper,Patrick Sandoval,0,a53359bd-1503-4ffd-b62d-23f6d269db8a,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.208,0.292,0.385,0.235,0.471,0.281,0.413,0.565,0.142,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
3,2024-05-01,746238,Strikeout,strikeout,True,664761,663776,Alec Bohm,Patrick Sandoval,0,7776651e-a31e-47a0-b51a-2b54362980eb,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.208,0.292,0.385,0.235,0.471,0.281,0.413,0.565,0.142,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
4,2024-05-01,746238,Groundout,field_out,True,694384,554430,Nolan Schanuel,Zack Wheeler,0,e2929c75-c229-4f58-b5ec-d40e4f522c9a,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,0.187,0.416,0.116,0.099,,0.69,2.48,1.61,-0.34,,95.1,,94.4,84.4,81.5,,,,0.14,0.2,0.327,0.173,0.24,0.149,0.219,0.391,0.294,0.179,0.333,0.357,95.0,98.0,98.0,96.0,106.0,107.0,0.104,0.078,-0.15,0.85,90.9,86.1,0.244,0.439,0.184,0.171,0.257,0.385
5,2024-05-01,746238,Strikeout,strikeout,True,666176,554430,Jo Adell,Zack Wheeler,0,3f8b001d-b47c-422c-874e-9736ee8f7812,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,0.187,0.416,0.116,0.099,,0.69,2.48,1.61,-0.34,,95.1,,94.4,84.4,81.5,,,,0.14,0.2,0.327,0.173,0.24,0.149,0.219,0.391,0.294,0.179,0.333,0.357,95.0,98.0,98.0,96.0,106.0,107.0,0.104,0.078,-0.15,0.85,90.9,86.1,0.244,0.439,0.184,0.171,0.257,0.385
6,2024-05-01,746238,Strikeout,strikeout,False,621493,554430,Taylor Ward,Zack Wheeler,1,95063225-ef38-4935-ad88-cb39bf662980,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,0.187,0.416,0.116,0.099,,0.69,2.48,1.61,-0.34,,95.1,,94.4,84.4,81.5,,,,0.14,0.2,0.327,0.173,0.24,0.149,0.219,0.391,0.294,0.179,0.333,0.357,95.0,98.0,98.0,96.0,106.0,107.0,0.104,0.078,-0.15,0.85,90.9,86.1,0.244,0.439,0.184,0.171,0.257,0.385
7,2024-05-01,746238,Single,single,False,650859,554430,Luis Rengifo,Zack Wheeler,1,7ad8cd4a-26df-4fe7-a12f-e94b930f3b37,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,0.187,0.416,0.116,0.099,,0.69,2.48,1.61,-0.34,,95.1,,94.4,84.4,81.5,,,,0.14,0.2,0.327,0.173,0.24,0.149,0.219,0.391,0.294,0.179,0.333,0.357,95.0,98.0,98.0,96.0,106.0,107.0,0.104,0.078,-0.15,0.85,90.9,86.1,0.244,0.439,0.184,0.171,0.257,0.385
8,2024-05-01,746238,Strikeout,strikeout,True,642136,554430,Matt Thaiss,Zack Wheeler,0,5a2998c7-6ed9-4053-87a7-593e5b8e5a2e,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,114.0,99.0,107.0,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,0.187,0.416,0.116,0.099,,0.69,2.48,1.61,-0.34,,95.1,,94.4,84.4,81.5,,,,0.14,0.2,0.327,0.173,0.24,0.149,0.219,0.391,0.294,0.179,0.333,0.357,95.0,98.0,98.0,96.0,106.0,107.0,0.104,0.078,-0.15,0.85,90.9,86.1,0.244,0.439,0.184,0.171,0.257,0.385
9,2024-05-01,746238,Single,single,False,592663,663776,J.T. Realmuto,Patrick Sandoval,0,e6541e04-cabb-4625-a025-29af6176bfeb,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.208,0.292,0.385,0.235,0.471,0.281,0.413,0.565,0.142,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
