,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-08-29,746914,Groundout,field_out,True,543807,676710,George Springer,Kutter Crawford,0,d6e60389-4ebb-43c8-8c41-6604d575f7e2,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-29,746914,Walk,walk,False,662139,676710,Daulton Varsho,Kutter Crawford,0,1512accc-5216-4f9c-9dce-09585ac10dff,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-29,746914,Single,single,False,665489,676710,Vladimir Guerrero Jr.,Kutter Crawford,1,f7bd5fa2-040e-48cc-942b-410aa62d1691,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-29,746914,Groundout,field_out,True,687462,676710,Spencer Horwitz,Kutter Crawford,1,95c1302b-185c-4898-921d-f9336e08ba68,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-29,746914,Flyout,field_out,True,680718,676710,Addison Barger,Kutter Crawford,0,2d9c6f5f-6048-43f7-ad9d-318af830cef6,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-29,746914,Pop Out,field_out,True,680776,670102,Jarren Duran,Bowden Francis,0,3c9c4d7f-430b-40d6-8fcd-cc77fb4bc148,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,95.0,105.0,106.0,96.0,95.0,93.0,,,,,,,106.0,105.0,110.0,0.523,,0.184,0.083,,2.2,,2.01,-3.78,,93.3,,83.9,82.5,,0.175,0.362,0.184,,,,,,,0.156,0.156,0.222,0.318,0.614,0.221,102.0,93.0,100.0,90.0,117.0,109.0,0.015,0.195,6.38,-2.19,91.7,73.6,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,
6,2024-08-29,746914,Lineout,field_out,True,681508,670102,Mickey Gasper,Bowden Francis,0,7caec713-4dc2-4531-9fb7-147b63590a3b,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,95.0,105.0,106.0,96.0,95.0,93.0,,,,,,,106.0,105.0,110.0,0.523,,0.184,0.083,,2.2,,2.01,-3.78,,93.3,,83.9,82.5,,0.175,0.362,0.184,,,,,,,0.156,0.156,0.222,0.318,0.614,0.221,102.0,93.0,100.0,90.0,117.0,109.0,0.015,0.195,6.38,-2.19,91.7,73.6,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,
7,2024-08-29,746914,Pop Out,field_out,True,641933,670102,Tyler O'Neill,Bowden Francis,0,9f2434c7-d4ee-4c3e-a39f-bdd07b5aae32,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,95.0,105.0,106.0,96.0,95.0,93.0,,,,,,,106.0,105.0,110.0,0.523,,0.184,0.083,,2.2,,2.01,-3.78,,93.3,,83.9,82.5,,0.175,0.362,0.184,,,,,,,0.156,0.156,0.222,0.318,0.614,0.221,102.0,93.0,100.0,90.0,117.0,109.0,0.015,0.195,6.38,-2.19,91.7,73.6,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,
8,2024-08-29,746914,Flyout,field_out,True,676391,676710,Ernie Clement,Kutter Crawford,0,8950235c-fcd6-4ca7-92ed-323896a1f0d3,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-29,746914,Strikeout,strikeout,True,694388,676710,Joey Loperfido,Kutter Crawford,0,39e8af5b-b266-4aae-b9cf-e065b7c16ae4,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
