,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vCH,vSL,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff
11,2024-09-06,746993,Groundout,field_out,True,650391,669358,Eloy Jiménez,Shane Baz,0,b4e11dc7-6d9d-4dda-9987-c0274f3560c9,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
12,2024-09-06,746993,Groundout,field_out,True,676609,665152,José Caballero,Dean Kremer,0,6f22f2d5-09f1-4a2e-b281-0c27c8b62f1f,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
13,2024-09-06,746993,Walk,walk,False,666163,665152,Ben Rortvedt,Dean Kremer,0,a772d63f-05dc-4ca1-a203-a5f906f57fb2,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
14,2024-09-06,746993,Strikeout,strikeout,True,670764,665152,Taylor Walls,Dean Kremer,0,e3084daf-0ba2-4569-bd3d-d20db67d3081,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
15,2024-09-06,746993,Groundout,field_out,True,650490,665152,Yandy Díaz,Dean Kremer,0,3f68592d-4c23-4734-a707-53ab7b836ddc,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
16,2024-09-06,746993,Walk,walk,False,656775,669358,Cedric Mullins,Shane Baz,0,acab7eae-23c7-40ca-b00b-9f494cd14584,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
17,2024-09-06,746993,Flyout,field_out,True,702616,669358,Jackson Holliday,Shane Baz,0,9c88cd7b-7404-4760-a325-5b55d0c7ea48,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
18,2024-09-06,746993,Double Play,double_play,True,665155,669358,Nick Maton,Shane Baz,1,4a63df10-b7d1-4bf8-ae64-cec5a5b918b5,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
19,2024-09-06,746993,Strikeout,strikeout,True,666018,665152,Jonathan Aranda,Dean Kremer,0,1c25c3dd-6501-4111-951b-7d3de18b6a9a,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
20,2024-09-06,746993,Walk,walk,False,691406,665152,Junior Caminero,Dean Kremer,0,0af5017d-316b-49bf-a519-fbbd94715dbf,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
21,2024-09-06,746993,Groundout,field_out,True,666185,665152,Dylan Carlson,Dean Kremer,1,e238f756-ca3f-48dc-8c46-6789971fc42a,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
22,2024-09-06,746993,Flyout,field_out,True,666139,665152,Josh Lowe,Dean Kremer,0,cff0b98d-80c6-4f32-a534-c559772ca7f7,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
23,2024-09-06,746993,Single,single,False,683002,669358,Gunnar Henderson,Shane Baz,0,d01f6e2e-d248-47e0-9b0a-4c08343b01f6,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
24,2024-09-06,746993,Pop Out,field_out,True,668939,669358,Adley Rutschman,Shane Baz,0,c460e2b5-2135-4c54-8f4b-ecab012b8f8d,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
25,2024-09-06,746993,Flyout,field_out,True,656811,669358,Ryan O'Hearn,Shane Baz,0,3fb7fca3-419a-4466-8b96-a4b1181f6c40,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
26,2024-09-06,746993,Strikeout,strikeout,True,623993,669358,Anthony Santander,Shane Baz,0,6f0c4cfc-fd25-4e72-bdc8-3845571a88d7,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
27,2024-09-06,746993,Walk,walk,False,676356,665152,Jonny DeLuca,Dean Kremer,0,aa5354cd-317f-4dad-b727-2585559ca852,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
28,2024-09-06,746993,Strikeout,strikeout,True,676609,665152,José Caballero,Dean Kremer,1,cd24e63c-1e40-4b8e-8b7b-35c1ec437715,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
29,2024-09-06,746993,Groundout,field_out,True,666163,665152,Ben Rortvedt,Dean Kremer,0,ccb1bcb4-eac0-408a-b1f8-2801e50725e7,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.27,4.71,111.2,100.0,87.0,98.0,0.811,8.54,3.79,7.66,1.21,0.99,0.249,0.385,0.228,0.302,0.42,90.0,99.0,96.0,89.0,99.0,97.0,79.0,105.0,97.0,99.0,103.0,99.0,71.0,98.0,98.0,0.151,0.316,0.241,0.18,0.113,-0.46,0.46,0.46,0.48,0.57,93.3,86.9,84.0,92.3,77.0,0.256,0.537,0.214,0.25,0.339,0.226,0.244,0.359,0.074,0.125,0.225,0.353,0.206,0.265,0.176,,,,,,,,,,,,,,,,,,
30,2024-09-06,746993,Walk,walk,False,681297,669358,Colton Cowser,Shane Baz,0,8a43edc5-b48b-4f7f-929d-573106691ebf,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
31,2024-09-06,746993,Flyout,field_out,True,650391,669358,Eloy Jiménez,Shane Baz,0,a106d45b-a66d-473d-b19c-e0b488f4e69f,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
32,2024-09-06,746993,Walk,walk,False,656775,669358,Cedric Mullins,Shane Baz,1,495933a3-3173-4351-b935-343579f49a2c,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
33,2024-09-06,746993,Sac Fly,sac_fly,True,702616,669358,Jackson Holliday,Shane Baz,1,61324186-52aa-4fe8-b1f8-4c2ca9b3c798,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
34,2024-09-06,746993,Strikeout,strikeout,True,665155,669358,Nick Maton,Shane Baz,0,d7a2d06d-1573-4bca-9595-2f544f93417e,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,115.0,100.0,105.0,119.0,99.0,100.0,,,,,,,,,,,0.47,,,0.171,-0.14,,,,1.3,95.7,,,,84.1,0.292,0.427,0.222,,,,,,,,,,0.191,0.255,0.276,86.0,99.0,96.0,110.0,97.0,101.0,0.257,0.101,0.52,2.93,88.4,87.5,0.167,0.375,0.22,0.111,0.111,0.297
