,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff
24,2024-09-07,746344,Grounded Into DP,grounded_into_double_play,True,673237,593958,Yainer Diaz,Eduardo Rodriguez,1,c4267534-6d0e-458c-8fc6-44de22e264cb,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
25,2024-09-07,746344,Groundout,field_out,True,608324,593958,Alex Bregman,Eduardo Rodriguez,0,fd563fe9-2561-411a-91dc-89fd1b0dfab2,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
26,2024-09-07,746344,Flyout,field_out,True,553993,579328,Eugenio Suárez,Yusei Kikuchi,0,14d6db5a-7768-4d76-a253-6a6bb7032cfb,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
27,2024-09-07,746344,Groundout,field_out,True,664983,579328,Jake McCarthy,Yusei Kikuchi,0,a7a8d8ff-9854-4bb8-bb8f-df723b782b47,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
28,2024-09-07,746344,Home Run,home_run,False,621028,579328,Kevin Newman,Yusei Kikuchi,0,e9e9b544-3f0a-40ce-b2dd-601fb256e3bb,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
29,2024-09-07,746344,Flyout,field_out,True,672695,579328,Geraldo Perdomo,Yusei Kikuchi,0,1f420934-b813-4544-8578-fdd571d9070e,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
30,2024-09-07,746344,Groundout,field_out,True,665161,593958,Jeremy Peña,Eduardo Rodriguez,0,6aad2432-eec9-44ef-9a2b-762414729673,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
31,2024-09-07,746344,Walk,walk,False,605170,593958,Victor Caratini,Eduardo Rodriguez,0,05149daa-e48a-4c9d-9a1a-7e7357ca1e6f,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
32,2024-09-07,746344,Hit By Pitch,hit_by_pitch,False,676694,593958,Jake Meyers,Eduardo Rodriguez,1,fdefeb63-6b4a-47f7-a377-c70bb62b3f93,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
33,2024-09-07,746344,Walk,walk,False,592325,593958,Ben Gamel,Eduardo Rodriguez,1,62f7e1c6-0b5e-47c3-9ea6-8149fc636ccc,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
34,2024-09-07,746344,Single,single,False,676801,593958,Chas McCormick,Eduardo Rodriguez,1,cc6b807b-5849-4859-9755-92ecffec590d,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
