,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff
0,2024-09-07,746344,Pop Out,field_out,True,606466,579328,Ketel Marte,Yusei Kikuchi,0,273a4525-e1a3-484d-8eac-aeb69fcffa8d,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
1,2024-09-07,746344,Strikeout,strikeout,True,682998,579328,Corbin Carroll,Yusei Kikuchi,0,18828106-1a00-42e3-93d5-8022ffdee4b4,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
2,2024-09-07,746344,Single,single,False,545341,579328,Randal Grichuk,Yusei Kikuchi,0,60fdba3f-44d3-4d7d-9db3-5de09f7e69ef,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
3,2024-09-07,746344,Strikeout,strikeout,True,572233,579328,Christian Walker,Yusei Kikuchi,0,2e2064d7-e54b-4b68-b6eb-af866ffcb98c,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
4,2024-09-07,746344,Flyout,field_out,True,514888,593958,Jose Altuve,Eduardo Rodriguez,0,dd0ca6c7-126b-4a88-bc12-56337e697f1c,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
5,2024-09-07,746344,Double,double,False,670541,593958,Yordan Alvarez,Eduardo Rodriguez,0,88189cd9-a40a-41f2-9110-94ee1602bfbd,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
6,2024-09-07,746344,Strikeout,strikeout,True,673237,593958,Yainer Diaz,Eduardo Rodriguez,0,33f3109a-5ccf-42b6-801d-ed47f1a214eb,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
7,2024-09-07,746344,Lineout,field_out,True,608324,593958,Alex Bregman,Eduardo Rodriguez,0,d2fdd2f8-e5d0-4732-8ed4-4c8dca0c7076,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
8,2024-09-07,746344,Single,single,False,553993,579328,Eugenio Suárez,Yusei Kikuchi,0,071eb651-a3f8-4f41-baa9-963e592fb5cc,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
9,2024-09-07,746344,Single,single,False,664983,579328,Jake McCarthy,Yusei Kikuchi,1,aa590176-f651-41d6-9e06-c67ff6119a71,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
10,2024-09-07,746344,Single,single,False,621028,579328,Kevin Newman,Yusei Kikuchi,1,fc203a09-f262-4858-9b9c-87d2ee68194c,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
11,2024-09-07,746344,Forceout,force_out,True,672695,579328,Geraldo Perdomo,Yusei Kikuchi,1,f13850f5-ede5-4d55-aa2c-9618114f3bc4,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
12,2024-09-07,746344,Sac Fly,sac_fly,True,645444,579328,Jose Herrera,Yusei Kikuchi,1,c972fe87-8bd5-4abe-aa97-1d83795006c8,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
13,2024-09-07,746344,Strikeout,strikeout,True,606466,579328,Ketel Marte,Yusei Kikuchi,0,f4bbe98b-a438-45cd-bbbf-98897bc48f5d,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
14,2024-09-07,746344,Single,single,False,665161,593958,Jeremy Peña,Eduardo Rodriguez,0,2412726d-10ed-4ce3-88ce-f4caa81641c0,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
15,2024-09-07,746344,Single,single,False,605170,593958,Victor Caratini,Eduardo Rodriguez,1,d797de63-4537-4b60-ad0b-f8ae03669ff8,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
16,2024-09-07,746344,Flyout,field_out,True,676694,593958,Jake Meyers,Eduardo Rodriguez,0,ecd73c43-d449-4a94-813b-50f61a97371f,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
17,2024-09-07,746344,Flyout,field_out,True,592325,593958,Ben Gamel,Eduardo Rodriguez,1,bb5140c6-d02c-47ab-8d47-abfc7ea07fcc,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
18,2024-09-07,746344,Forceout,force_out,True,676801,593958,Chas McCormick,Eduardo Rodriguez,1,61fedfd6-1a27-4dd2-85ec-9406ce69634e,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
19,2024-09-07,746344,Groundout,field_out,True,682998,579328,Corbin Carroll,Yusei Kikuchi,0,912fecc8-6549-4ba7-b137-beb36cf3aac6,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
20,2024-09-07,746344,Flyout,field_out,True,545341,579328,Randal Grichuk,Yusei Kikuchi,0,d43a867f-72fd-447a-b119-8906902e2687,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
21,2024-09-07,746344,Groundout,field_out,True,572233,579328,Christian Walker,Yusei Kikuchi,0,6e7503f1-7364-47bf-acf7-f9ff2b09ef3b,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,
22,2024-09-07,746344,Double,double,False,514888,593958,Jose Altuve,Eduardo Rodriguez,0,0be44456-468d-4ec2-bb96-ba2a0576970a,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
23,2024-09-07,746344,Single,single,False,670541,593958,Yordan Alvarez,Eduardo Rodriguez,1,f39a3848-fd51-47aa-b74e-2e0ed33ebba5,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.83,6.2,29.1,103.0,77.0,95.0,0.826,5.52,3.07,10.74,1.23,0.98,0.173,0.462,0.154,0.337,0.381,97.0,104.0,102.0,,,,59.0,101.0,89.0,105.0,106.0,100.0,0.426,0.074,,0.259,-0.52,-3.01,,0.63,91.8,86.8,83.8,,0.282,0.538,0.206,0.286,0.714,0.0,,,,0.237,0.395,0.254,82.0,113.0,96.0,74.0,104.0,93.0,0.089,0.153,-2.39,-3.99,88.6,91.4,0.333,0.625,0.128,0.385,0.385,0.095,,,
