,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-08,746151,Pop Out,field_out,True,665862,694813,Jazz Chisholm Jr.,Gavin Stone,0,5096186c-c8c1-4907-b0ae-0ddb262bcf85,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
1,2024-05-08,746151,Strikeout,strikeout,True,650559,694813,Bryan De La Cruz,Gavin Stone,0,ad3fb5b5-5a2b-46c1-95d1-684814962d72,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
2,2024-05-08,746151,Strikeout,strikeout,True,669394,694813,Jake Burger,Gavin Stone,0,640d9b26-cb18-420f-a693-0480401bd0f9,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
3,2024-05-08,746151,Lineout,field_out,True,605141,677960,Mookie Betts,Ryan Weathers,0,0d4fc0c8-ae9d-4bfe-9c26-f8932dd222b8,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,0.193,0.398,0.394,0.279,0.442,0.066,0.289,0.389,0.142,0.25,0.5,0.5,,,,,,,,,,,,
4,2024-05-08,746151,Strikeout,strikeout,True,660271,677960,Shohei Ohtani,Ryan Weathers,0,570ab35a-8d4e-48f0-9700-ca6ef5cd007d,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,0.193,0.398,0.394,0.279,0.442,0.066,0.289,0.389,0.142,0.25,0.5,0.5,,,,,,,,,,,,
5,2024-05-08,746151,Single,single,False,518692,677960,Freddie Freeman,Ryan Weathers,0,f075f46f-418a-4472-9793-5de4e64c8643,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,0.193,0.398,0.394,0.279,0.442,0.066,0.289,0.389,0.142,0.25,0.5,0.5,,,,,,,,,,,,
6,2024-05-08,746151,Single,single,False,606192,677960,Teoscar Hernández,Ryan Weathers,1,31b47c5d-f677-4611-968a-b1f838faa31d,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,0.193,0.398,0.394,0.279,0.442,0.066,0.289,0.389,0.142,0.25,0.5,0.5,,,,,,,,,,,,
7,2024-05-08,746151,Groundout,field_out,True,571771,677960,Enrique Hernández,Ryan Weathers,0,09697982-ccd4-4c82-a402-887725f3a5c5,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,0.193,0.398,0.394,0.279,0.442,0.066,0.289,0.389,0.142,0.25,0.5,0.5,,,,,,,,,,,,
8,2024-05-08,746151,Flyout,field_out,True,605137,694813,Josh Bell,Gavin Stone,0,84e929c1-67e9-460c-97af-2c2c9c069096,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
9,2024-05-08,746151,Lineout,field_out,True,660821,694813,Jesús Sánchez,Gavin Stone,0,58c0d73a-f69b-45b6-bcee-31dc143e77e3,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
