,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-25,746263,Groundout,field_out,True,656941,607625,Kyle Schwarber,Seth Lugo,0,55f18512-d028-47c1-8579-133e6c4e1a83,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342
1,2024-08-25,746263,Single,single,False,607208,607625,Trea Turner,Seth Lugo,0,07a22622-7a93-439c-a778-81c660d2ddf3,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342
2,2024-08-25,746263,Hit By Pitch,hit_by_pitch,False,547180,607625,Bryce Harper,Seth Lugo,1,c636812d-b5b1-43ff-a531-8abfc51835a3,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342
3,2024-08-25,746263,Grounded Into DP,grounded_into_double_play,True,664761,607625,Alec Bohm,Seth Lugo,1,1ea459d9-80a0-4753-bb58-658e505ce61e,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342
4,2024-08-25,746263,Single,single,False,672580,663465,Maikel Garcia,Kolby Allard,0,77b549a1-2622-4e0c-a8d0-3b8ceffb9658,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,,,,68.0,107.0,105.0,,,,0.045,0.373,0.205,,,0.131,0.246,-1.18,-2.43,,-18.59,,0.65,4.39,90.3,84.4,,82.2,90.3,,71.9,0.316,0.632,0.162,0.75,1.5,0.0,0.25,0.583,0.1,,,,,,,0.217,0.217,0.179,0.385,0.692,0.29,,,,,,
5,2024-08-25,746263,Single,single,False,677951,663465,Bobby Witt Jr.,Kolby Allard,1,62a82e98-0c3c-4fdd-bffe-124453096658,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,,,,68.0,107.0,105.0,,,,0.045,0.373,0.205,,,0.131,0.246,-1.18,-2.43,,-18.59,,0.65,4.39,90.3,84.4,,82.2,90.3,,71.9,0.316,0.632,0.162,0.75,1.5,0.0,0.25,0.583,0.1,,,,,,,0.217,0.217,0.179,0.385,0.692,0.29,,,,,,
6,2024-08-25,746263,Strikeout,strikeout,True,686469,663465,Vinnie Pasquantino,Kolby Allard,0,61a00619-424b-4bac-a83c-1cc9b730d6a6,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,,,,68.0,107.0,105.0,,,,0.045,0.373,0.205,,,0.131,0.246,-1.18,-2.43,,-18.59,,0.65,4.39,90.3,84.4,,82.2,90.3,,71.9,0.316,0.632,0.162,0.75,1.5,0.0,0.25,0.583,0.1,,,,,,,0.217,0.217,0.179,0.385,0.692,0.29,,,,,,
7,2024-08-25,746263,Forceout,force_out,True,521692,663465,Salvador Perez,Kolby Allard,1,1041eb49-d872-415c-9f07-2f38a135a65e,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,,,,68.0,107.0,105.0,,,,0.045,0.373,0.205,,,0.131,0.246,-1.18,-2.43,,-18.59,,0.65,4.39,90.3,84.4,,82.2,90.3,,71.9,0.316,0.632,0.162,0.75,1.5,0.0,0.25,0.583,0.1,,,,,,,0.217,0.217,0.179,0.385,0.692,0.29,,,,,,
8,2024-08-25,746263,Forceout,force_out,True,666023,663465,Freddy Fermin,Kolby Allard,1,0a6a5edf-c8a9-4944-86bb-ded62eb18532,663465.0,kolbyallard,Allard,Left,Kolby Allard,PHI,3.5,4.5,18.0,108.0,70.0,103.0,0.843,6.5,1.0,11.0,2.5,1.36,0.121,0.397,0.155,0.431,0.478,79.0,112.0,105.0,97.0,100.0,104.0,61.0,107.0,100.0,19.0,113.0,93.0,,,,68.0,107.0,105.0,,,,0.045,0.373,0.205,,,0.131,0.246,-1.18,-2.43,,-18.59,,0.65,4.39,90.3,84.4,,82.2,90.3,,71.9,0.316,0.632,0.162,0.75,1.5,0.0,0.25,0.583,0.1,,,,,,,0.217,0.217,0.179,0.385,0.692,0.29,,,,,,
9,2024-08-25,746263,Flyout,field_out,True,592206,607625,Nick Castellanos,Seth Lugo,0,3ab78a96-73bd-418b-8afd-9effc2d488b5,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,97.0,99.0,97.0,127.0,101.0,111.0,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,101.0,97.0,98.0,87.0,102.0,100.0,0.194,0.254,0.063,0.031,0.134,0.263,0.062,1.02,1.03,0.49,0.26,-0.94,1.37,1.26,92.2,90.6,85.7,87.4,92.2,85.4,79.3,0.22,0.353,0.157,0.29,0.414,0.134,0.188,0.302,0.34,0.21,0.284,0.293,0.227,0.424,0.206,0.152,0.182,0.347,0.333,0.333,0.184,0.318,0.682,0.135,0.1,0.4,0.342
