,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-14,746584,Groundout,field_out,True,676356,676282,Jonny DeLuca,Joey Cantillo,0,aaac176e-afb5-4dbf-a3d1-cae431b72f81,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.99,4.09,30.2,94.0,95.0,92.0,0.713,9.1,2.93,7.63,1.76,1.33,0.229,0.47,0.169,0.349,0.417,89.0,87.0,91.0,90.0,107.0,98.0,96.0,93.0,88.0,114.0,104.0,103.0,0.491,0.1,0.143,0.267,-1.48,2.54,2.08,0.41,92.3,77.9,82.5,76.1,0.294,0.608,0.214,0.185,0.259,0.475,0.15,0.3,0.257,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-14,746584,Strikeout,strikeout,True,691406,676282,Junior Caminero,Joey Cantillo,0,be196aea-8f58-45a9-8873-3ed8ab622db0,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.99,4.09,30.2,94.0,95.0,92.0,0.713,9.1,2.93,7.63,1.76,1.33,0.229,0.47,0.169,0.349,0.417,89.0,87.0,91.0,90.0,107.0,98.0,96.0,93.0,88.0,114.0,104.0,103.0,0.491,0.1,0.143,0.267,-1.48,2.54,2.08,0.41,92.3,77.9,82.5,76.1,0.294,0.608,0.214,0.185,0.259,0.475,0.15,0.3,0.257,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-14,746584,Flyout,field_out,True,664040,676282,Brandon Lowe,Joey Cantillo,0,918aad92-239d-46c0-9599-58be94e143bd,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.99,4.09,30.2,94.0,95.0,92.0,0.713,9.1,2.93,7.63,1.76,1.33,0.229,0.47,0.169,0.349,0.417,89.0,87.0,91.0,90.0,107.0,98.0,96.0,93.0,88.0,114.0,104.0,103.0,0.491,0.1,0.143,0.267,-1.48,2.54,2.08,0.41,92.3,77.9,82.5,76.1,0.294,0.608,0.214,0.185,0.259,0.475,0.15,0.3,0.257,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-14,746584,Flyout,field_out,True,682657,656876,Angel Martínez,Drew Rasmussen,0,0ffe754a-d55c-4b29-b73d-87bc51bb2f00,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.53,2.16,21.1,105.0,127.0,109.0,0.688,10.13,2.11,7.17,0.0,1.56,0.375,0.357,0.143,0.25,0.439,,,,,,,134.0,109.0,117.0,134.0,115.0,130.0,0.351,0.067,,,2.35,6.41,,,97.5,,85.5,,0.174,0.217,0.345,,,,,,,,,,125.0,103.0,106.0,120.0,100.0,95.0,0.311,0.271,2.02,-1.17,89.7,96.2,0.321,0.393,0.205,0.188,0.188,0.396,0.083,0.083,0.467,,,,,,,,,
4,2024-09-14,746584,Groundout,field_out,True,657041,656876,Lane Thomas,Drew Rasmussen,0,c37ad123-eb7f-4479-b93b-8139b9d3d867,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.53,2.16,21.1,105.0,127.0,109.0,0.688,10.13,2.11,7.17,0.0,1.56,0.375,0.357,0.143,0.25,0.439,,,,,,,134.0,109.0,117.0,134.0,115.0,130.0,0.351,0.067,,,2.35,6.41,,,97.5,,85.5,,0.174,0.217,0.345,,,,,,,,,,125.0,103.0,106.0,120.0,100.0,95.0,0.311,0.271,2.02,-1.17,89.7,96.2,0.321,0.393,0.205,0.188,0.188,0.396,0.083,0.083,0.467,,,,,,,,,
5,2024-09-14,746584,Lineout,field_out,True,608070,656876,José Ramírez,Drew Rasmussen,0,62895c79-bd93-4465-b3f7-c8a872106d2a,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.53,2.16,21.1,105.0,127.0,109.0,0.688,10.13,2.11,7.17,0.0,1.56,0.375,0.357,0.143,0.25,0.439,,,,,,,134.0,109.0,117.0,134.0,115.0,130.0,0.351,0.067,,,2.35,6.41,,,97.5,,85.5,,0.174,0.217,0.345,,,,,,,,,,125.0,103.0,106.0,120.0,100.0,95.0,0.311,0.271,2.02,-1.17,89.7,96.2,0.321,0.393,0.205,0.188,0.188,0.396,0.083,0.083,0.467,,,,,,,,,
6,2024-09-14,746584,Single,single,False,650490,676282,Yandy Díaz,Joey Cantillo,0,9c08de21-d16c-4ce9-b74d-1f9015f5d04c,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.99,4.09,30.2,94.0,95.0,92.0,0.713,9.1,2.93,7.63,1.76,1.33,0.229,0.47,0.169,0.349,0.417,89.0,87.0,91.0,90.0,107.0,98.0,96.0,93.0,88.0,114.0,104.0,103.0,0.491,0.1,0.143,0.267,-1.48,2.54,2.08,0.41,92.3,77.9,82.5,76.1,0.294,0.608,0.214,0.185,0.259,0.475,0.15,0.3,0.257,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-14,746584,Bunt Pop Out,field_out,True,676609,676282,José Caballero,Joey Cantillo,0,6aa48879-66a3-4111-8fb9-f1d026d7b4a7,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.99,4.09,30.2,94.0,95.0,92.0,0.713,9.1,2.93,7.63,1.76,1.33,0.229,0.47,0.169,0.349,0.417,89.0,87.0,91.0,90.0,107.0,98.0,96.0,93.0,88.0,114.0,104.0,103.0,0.491,0.1,0.143,0.267,-1.48,2.54,2.08,0.41,92.3,77.9,82.5,76.1,0.294,0.608,0.214,0.185,0.259,0.475,0.15,0.3,0.257,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-14,746584,Strikeout,strikeout,True,666139,676282,Josh Lowe,Joey Cantillo,0,0fd3242a-4f1e-4de3-8ed3-91e0ecbd84c5,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.99,4.09,30.2,94.0,95.0,92.0,0.713,9.1,2.93,7.63,1.76,1.33,0.229,0.47,0.169,0.349,0.417,89.0,87.0,91.0,90.0,107.0,98.0,96.0,93.0,88.0,114.0,104.0,103.0,0.491,0.1,0.143,0.267,-1.48,2.54,2.08,0.41,92.3,77.9,82.5,76.1,0.294,0.608,0.214,0.185,0.259,0.475,0.15,0.3,0.257,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-14,746584,Strikeout,strikeout,True,642350,676282,Jose Siri,Joey Cantillo,0,cec96c36-693a-4eff-b7c7-eec9198ccd61,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.99,4.09,30.2,94.0,95.0,92.0,0.713,9.1,2.93,7.63,1.76,1.33,0.229,0.47,0.169,0.349,0.417,89.0,87.0,91.0,90.0,107.0,98.0,96.0,93.0,88.0,114.0,104.0,103.0,0.491,0.1,0.143,0.267,-1.48,2.54,2.08,0.41,92.3,77.9,82.5,76.1,0.294,0.608,0.214,0.185,0.259,0.475,0.15,0.3,0.257,0.188,0.375,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-14,746584,Strikeout,strikeout,True,647304,656876,Josh Naylor,Drew Rasmussen,0,5080d83a-7c6b-48de-9e6a-676b166cdf55,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.53,2.16,21.1,105.0,127.0,109.0,0.688,10.13,2.11,7.17,0.0,1.56,0.375,0.357,0.143,0.25,0.439,,,,,,,134.0,109.0,117.0,134.0,115.0,130.0,0.351,0.067,,,2.35,6.41,,,97.5,,85.5,,0.174,0.217,0.345,,,,,,,,,,125.0,103.0,106.0,120.0,100.0,95.0,0.311,0.271,2.02,-1.17,89.7,96.2,0.321,0.393,0.205,0.188,0.188,0.396,0.083,0.083,0.467,,,,,,,,,
11,2024-09-14,746584,Single,single,False,681807,656876,David Fry,Drew Rasmussen,0,72024027-8ec7-413e-a246-2a176bdfdae1,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.53,2.16,21.1,105.0,127.0,109.0,0.688,10.13,2.11,7.17,0.0,1.56,0.375,0.357,0.143,0.25,0.439,,,,,,,134.0,109.0,117.0,134.0,115.0,130.0,0.351,0.067,,,2.35,6.41,,,97.5,,85.5,,0.174,0.217,0.345,,,,,,,,,,125.0,103.0,106.0,120.0,100.0,95.0,0.311,0.271,2.02,-1.17,89.7,96.2,0.321,0.393,0.205,0.188,0.188,0.396,0.083,0.083,0.467,,,,,,,,,
12,2024-09-14,746584,Strikeout,strikeout,True,665926,656876,Andrés Giménez,Drew Rasmussen,0,cf66b6ec-24f7-4150-b047-c77287380ea1,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.53,2.16,21.1,105.0,127.0,109.0,0.688,10.13,2.11,7.17,0.0,1.56,0.375,0.357,0.143,0.25,0.439,,,,,,,134.0,109.0,117.0,134.0,115.0,130.0,0.351,0.067,,,2.35,6.41,,,97.5,,85.5,,0.174,0.217,0.345,,,,,,,,,,125.0,103.0,106.0,120.0,100.0,95.0,0.311,0.271,2.02,-1.17,89.7,96.2,0.321,0.393,0.205,0.188,0.188,0.396,0.083,0.083,0.467,,,,,,,,,
