,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-21,745514,Walk,walk,False,678882,527048,Ceddanne Rafaela,Martín Pérez,0,2d382830-173b-4316-b508-1a001b112793,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
1,2024-04-21,745514,Strikeout,strikeout,True,680776,527048,Jarren Duran,Martín Pérez,0,c84e471d-3da7-4ff2-8272-13075c2978e3,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
2,2024-04-21,745514,Walk,walk,False,608701,527048,Rob Refsnyder,Martín Pérez,1,c90c37e2-4a75-43b0-9fc3-9135dc048f2f,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
3,2024-04-21,745514,Forceout,force_out,True,677800,527048,Wilyer Abreu,Martín Pérez,1,7680322a-658a-4320-a24e-01af9431af19,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
4,2024-04-21,745514,Strikeout,strikeout,True,657136,527048,Connor Wong,Martín Pérez,0,8e0f2343-4ee9-4207-a51e-66ab2d00e015,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
5,2024-04-21,745514,Double,double,False,656582,670174,Connor Joe,Josh Winckowski,0,657ff144-3262-4ac4-a5f9-f4f63e2c65f3,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,,,,58.0,106.0,93.0,99.0,101.0,97.0,98.0,100.0,92.0,0.331,0.033,0.353,,0.138,-1.24,-0.93,0.04,,-0.72,94.6,89.8,91.5,94.9,,0.305,0.475,0.177,0.3,0.333,0.102,0.289,0.467,0.243,,,,0.2,0.2,0.143,120.0,109.0,110.0,0.145,1.11,84.8,0.143,0.19,0.348,,,,,,,,,
6,2024-04-21,745514,Groundout,field_out,True,668804,670174,Bryan Reynolds,Josh Winckowski,1,8c865b29-56ae-4ea2-8a87-a64a2f4a9446,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,,,,58.0,106.0,93.0,99.0,101.0,97.0,98.0,100.0,92.0,0.331,0.033,0.353,,0.138,-1.24,-0.93,0.04,,-0.72,94.6,89.8,91.5,94.9,,0.305,0.475,0.177,0.3,0.333,0.102,0.289,0.467,0.243,,,,0.2,0.2,0.143,120.0,109.0,110.0,0.145,1.11,84.8,0.143,0.19,0.348,,,,,,,,,
7,2024-04-21,745514,Sac Fly,sac_fly,True,663647,670174,Ke'Bryan Hayes,Josh Winckowski,1,58d09db5-d805-4cee-88be-7affa5af16cb,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,,,,58.0,106.0,93.0,99.0,101.0,97.0,98.0,100.0,92.0,0.331,0.033,0.353,,0.138,-1.24,-0.93,0.04,,-0.72,94.6,89.8,91.5,94.9,,0.305,0.475,0.177,0.3,0.333,0.102,0.289,0.467,0.243,,,,0.2,0.2,0.143,120.0,109.0,110.0,0.145,1.11,84.8,0.143,0.19,0.348,,,,,,,,,
8,2024-04-21,745514,Groundout,field_out,True,669261,670174,Jack Suwinski,Josh Winckowski,0,79cf7336-2118-4e3a-a25b-f3ffc40ffbac,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,,,,58.0,106.0,93.0,99.0,101.0,97.0,98.0,100.0,92.0,0.331,0.033,0.353,,0.138,-1.24,-0.93,0.04,,-0.72,94.6,89.8,91.5,94.9,,0.305,0.475,0.177,0.3,0.333,0.102,0.289,0.467,0.243,,,,0.2,0.2,0.143,120.0,109.0,110.0,0.145,1.11,84.8,0.143,0.19,0.348,,,,,,,,,
9,2024-04-21,745514,Strikeout,strikeout,True,666915,527048,Bobby Dalbec,Martín Pérez,0,6e9153d1-dbd7-4879-882a-963a09efc2e9,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
10,2024-04-21,745514,Groundout,field_out,True,622569,527048,Pablo Reyes,Martín Pérez,0,7c696994-5ded-4093-bb6e-554aadc46200,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
11,2024-04-21,745514,Flyout,field_out,True,623168,527048,Tyler Heineman,Martín Pérez,0,7415b438-c31a-46b1-8550-a5464f9c5b0e,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.055,0.254,0.101,0.215,-5.77,-0.81,-0.23,0.23,-3.51,91.4,88.4,83.4,90.9,78.3,0.3,0.423,0.1,0.338,0.588,0.275,0.304,0.609,0.196,0.364,0.409,0.306,0.375,0.625,0.036,,,,,,,,,,,,,,,,,,
12,2024-04-21,745514,Flyout,field_out,True,457705,670174,Andrew McCutchen,Josh Winckowski,0,779ed466-7812-4994-bc33-3f040616aeec,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,,,,58.0,106.0,93.0,99.0,101.0,97.0,98.0,100.0,92.0,0.331,0.033,0.353,,0.138,-1.24,-0.93,0.04,,-0.72,94.6,89.8,91.5,94.9,,0.305,0.475,0.177,0.3,0.333,0.102,0.289,0.467,0.243,,,,0.2,0.2,0.143,120.0,109.0,110.0,0.145,1.11,84.8,0.143,0.19,0.348,,,,,,,,,
13,2024-04-21,745514,Groundout,field_out,True,642133,670174,Rowdy Tellez,Josh Winckowski,0,1928542f-ef77-4aa8-95f7-2e7245b0ebfd,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,,,,58.0,106.0,93.0,99.0,101.0,97.0,98.0,100.0,92.0,0.331,0.033,0.353,,0.138,-1.24,-0.93,0.04,,-0.72,94.6,89.8,91.5,94.9,,0.305,0.475,0.177,0.3,0.333,0.102,0.289,0.467,0.243,,,,0.2,0.2,0.143,120.0,109.0,110.0,0.145,1.11,84.8,0.143,0.19,0.348,,,,,,,,,
14,2024-04-21,745514,Lineout,field_out,True,663698,670174,Joey Bart,Josh Winckowski,0,9c6cedbf-c1ef-408d-8a70-0a72a7eb57b9,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,,,,58.0,106.0,93.0,99.0,101.0,97.0,98.0,100.0,92.0,0.331,0.033,0.353,,0.138,-1.24,-0.93,0.04,,-0.72,94.6,89.8,91.5,94.9,,0.305,0.475,0.177,0.3,0.333,0.102,0.289,0.467,0.243,,,,0.2,0.2,0.143,120.0,109.0,110.0,0.145,1.11,84.8,0.143,0.19,0.348,,,,,,,,,
