,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-09,746746,Single,single,False,680757,694363,Steven Kwan,Jared Shuster,0,4bfc315c-cbdc-4da4-a7f4-de24eeefe646,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.66,5.27,65.2,100.0,76.0,93.0,0.785,6.72,3.97,9.73,1.23,0.85,0.28,0.411,0.14,0.276,0.411,72.0,98.0,93.0,72.0,98.0,86.0,69.0,106.0,92.0,86.0,103.0,101.0,0.046,0.377,0.289,0.289,-0.5,-1.05,0.25,-1.22,92.5,84.0,91.8,86.0,0.274,0.491,0.161,0.271,0.414,0.298,0.265,0.338,0.28,0.333,0.533,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-09,746746,Strikeout,strikeout,True,681807,694363,David Fry,Jared Shuster,1,c7ddb53e-105e-48ac-993a-b13a83f690bf,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.66,5.27,65.2,100.0,76.0,93.0,0.785,6.72,3.97,9.73,1.23,0.85,0.28,0.411,0.14,0.276,0.411,72.0,98.0,93.0,72.0,98.0,86.0,69.0,106.0,92.0,86.0,103.0,101.0,0.046,0.377,0.289,0.289,-0.5,-1.05,0.25,-1.22,92.5,84.0,91.8,86.0,0.274,0.491,0.161,0.271,0.414,0.298,0.265,0.338,0.28,0.333,0.533,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-09,746746,Pop Out,field_out,True,608070,694363,José Ramírez,Jared Shuster,0,209cd4ec-9659-4258-b809-aa118fb349e3,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.66,5.27,65.2,100.0,76.0,93.0,0.785,6.72,3.97,9.73,1.23,0.85,0.28,0.411,0.14,0.276,0.411,72.0,98.0,93.0,72.0,98.0,86.0,69.0,106.0,92.0,86.0,103.0,101.0,0.046,0.377,0.289,0.289,-0.5,-1.05,0.25,-1.22,92.5,84.0,91.8,86.0,0.274,0.491,0.161,0.271,0.414,0.298,0.265,0.338,0.28,0.333,0.533,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-09,746746,Single,single,False,647304,694363,Josh Naylor,Jared Shuster,1,1f678e11-d9e7-4033-a33c-bef51f60b312,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.66,5.27,65.2,100.0,76.0,93.0,0.785,6.72,3.97,9.73,1.23,0.85,0.28,0.411,0.14,0.276,0.411,72.0,98.0,93.0,72.0,98.0,86.0,69.0,106.0,92.0,86.0,103.0,101.0,0.046,0.377,0.289,0.289,-0.5,-1.05,0.25,-1.22,92.5,84.0,91.8,86.0,0.274,0.491,0.161,0.271,0.414,0.298,0.265,0.338,0.28,0.333,0.533,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-09,746746,Double,double,False,657041,694363,Lane Thomas,Jared Shuster,1,ea02c9b4-645d-4a00-9e2f-fe3c68368ca6,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.66,5.27,65.2,100.0,76.0,93.0,0.785,6.72,3.97,9.73,1.23,0.85,0.28,0.411,0.14,0.276,0.411,72.0,98.0,93.0,72.0,98.0,86.0,69.0,106.0,92.0,86.0,103.0,101.0,0.046,0.377,0.289,0.289,-0.5,-1.05,0.25,-1.22,92.5,84.0,91.8,86.0,0.274,0.491,0.161,0.271,0.414,0.298,0.265,0.338,0.28,0.333,0.533,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-09,746746,Strikeout,strikeout,True,678877,694363,Jhonkensy Noel,Jared Shuster,0,05135f97-db07-430a-9693-a3c53c65cb96,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.66,5.27,65.2,100.0,76.0,93.0,0.785,6.72,3.97,9.73,1.23,0.85,0.28,0.411,0.14,0.276,0.411,72.0,98.0,93.0,72.0,98.0,86.0,69.0,106.0,92.0,86.0,103.0,101.0,0.046,0.377,0.289,0.289,-0.5,-1.05,0.25,-1.22,92.5,84.0,91.8,86.0,0.274,0.491,0.161,0.271,0.414,0.298,0.265,0.338,0.28,0.333,0.533,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-09,746746,Strikeout,strikeout,True,667452,676282,Corey Julks,Joey Cantillo,0,1a8452e9-c18f-495e-bb41-b6b6130097e9,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,5.96,4.4,25.2,93.0,97.0,93.0,0.742,8.77,3.16,8.06,2.1,1.21,0.25,0.431,0.167,0.361,0.423,86.0,79.0,93.0,100.0,92.0,88.0,,,,122.0,102.0,101.0,,0.487,0.104,0.253,-2.1,,1.4,0.67,92.3,78.0,,82.3,0.326,0.698,0.196,0.143,0.19,0.458,0.214,0.429,0.4,,,,87.0,110.0,99.0,0.156,2.06,76.1,0.158,0.316,0.273,,,,,,,,,,,,,,,,,,
7,2024-09-09,746746,Flyout,field_out,True,673357,676282,Luis Robert Jr.,Joey Cantillo,0,9318917c-bad2-44ef-ba1b-3e0854c9d1ef,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,5.96,4.4,25.2,93.0,97.0,93.0,0.742,8.77,3.16,8.06,2.1,1.21,0.25,0.431,0.167,0.361,0.423,86.0,79.0,93.0,100.0,92.0,88.0,,,,122.0,102.0,101.0,,0.487,0.104,0.253,-2.1,,1.4,0.67,92.3,78.0,,82.3,0.326,0.698,0.196,0.143,0.19,0.458,0.214,0.429,0.4,,,,87.0,110.0,99.0,0.156,2.06,76.1,0.158,0.316,0.273,,,,,,,,,,,,,,,,,,
8,2024-09-09,746746,Groundout,field_out,True,643217,676282,Andrew Benintendi,Joey Cantillo,0,c7487962-97f5-408e-8fb3-ccc1f65626f5,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,5.96,4.4,25.2,93.0,97.0,93.0,0.742,8.77,3.16,8.06,2.1,1.21,0.25,0.431,0.167,0.361,0.423,86.0,79.0,93.0,100.0,92.0,88.0,,,,122.0,102.0,101.0,,0.487,0.104,0.253,-2.1,,1.4,0.67,92.3,78.0,,82.3,0.326,0.698,0.196,0.143,0.19,0.458,0.214,0.429,0.4,,,,87.0,110.0,99.0,0.156,2.06,76.1,0.158,0.316,0.273,,,,,,,,,,,,,,,,,,
9,2024-09-09,746746,Groundout,field_out,True,665926,694363,Andrés Giménez,Jared Shuster,0,3cabf479-edcc-475e-ac2e-310aba18362b,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.66,5.27,65.2,100.0,76.0,93.0,0.785,6.72,3.97,9.73,1.23,0.85,0.28,0.411,0.14,0.276,0.411,72.0,98.0,93.0,72.0,98.0,86.0,69.0,106.0,92.0,86.0,103.0,101.0,0.046,0.377,0.289,0.289,-0.5,-1.05,0.25,-1.22,92.5,84.0,91.8,86.0,0.274,0.491,0.161,0.271,0.414,0.298,0.265,0.338,0.28,0.333,0.533,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
