,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,vSC (sc),Stf+ FC,Loc+ FC,Pit+ FC,FC%,SC%,wFC/C,wSC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-27,745461,Double,double,False,664023,683003,Ian Happ,Jared Jones,0,8497001d-d55e-4083-9252-163d7aa92fbe,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.88,4.03,95.0,103.0,127.0,109.0,0.717,9.66,2.84,7.48,1.33,0.94,0.232,0.39,0.161,0.346,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.499,0.358,0.073,0.07,-0.03,1.45,-1.33,-2.71,97.3,89.7,88.6,80.3,0.227,0.448,0.273,0.193,0.311,0.39,0.294,0.559,0.233,0.333,0.75,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-27,745461,Double Play,double_play,True,643565,683003,Mike Tauchman,Jared Jones,1,fe39c1d0-a076-490d-906d-01817e6ed303,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.88,4.03,95.0,103.0,127.0,109.0,0.717,9.66,2.84,7.48,1.33,0.94,0.232,0.39,0.161,0.346,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.499,0.358,0.073,0.07,-0.03,1.45,-1.33,-2.71,97.3,89.7,88.6,80.3,0.227,0.448,0.273,0.193,0.311,0.39,0.294,0.559,0.233,0.333,0.75,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-27,745461,Walk,walk,False,673548,683003,Seiya Suzuki,Jared Jones,0,821c5956-c833-42a1-ac30-6db627959fc6,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.88,4.03,95.0,103.0,127.0,109.0,0.717,9.66,2.84,7.48,1.33,0.94,0.232,0.39,0.161,0.346,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.499,0.358,0.073,0.07,-0.03,1.45,-1.33,-2.71,97.3,89.7,88.6,80.3,0.227,0.448,0.273,0.193,0.311,0.39,0.294,0.559,0.233,0.333,0.75,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-27,745461,Flyout,field_out,True,641355,683003,Cody Bellinger,Jared Jones,0,6cad61b2-ca6d-4e85-a2a4-02b0b35d1cb8,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.88,4.03,95.0,103.0,127.0,109.0,0.717,9.66,2.84,7.48,1.33,0.94,0.232,0.39,0.161,0.346,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,0.499,0.358,0.073,0.07,-0.03,1.45,-1.33,-2.71,97.3,89.7,88.6,80.3,0.227,0.448,0.273,0.193,0.311,0.39,0.294,0.559,0.233,0.333,0.75,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-27,745461,Single,single,False,643396,657006,Isiah Kiner-Falefa,Justin Steele,0,0d5bf39c-2248-43ce-a568-3639f55bbb84,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.022,0.032,0.35,1.79,2.93,0.23,91.6,86.4,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.235,0.235,0.154,0.0,0.0,0.2,62.0,104.0,96.0,0.053,2.29,91.7,0.227,0.273,0.176,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-27,745461,Single,single,False,668804,657006,Bryan Reynolds,Justin Steele,1,f2c73bdb-f51e-4bfe-9f94-4884fd0771c5,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.022,0.032,0.35,1.79,2.93,0.23,91.6,86.4,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.235,0.235,0.154,0.0,0.0,0.2,62.0,104.0,96.0,0.053,2.29,91.7,0.227,0.273,0.176,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-27,745461,Groundout,field_out,True,693304,657006,Nick Gonzales,Justin Steele,1,69a54571-c622-4353-a07f-99dcaf9080ff,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.022,0.032,0.35,1.79,2.93,0.23,91.6,86.4,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.235,0.235,0.154,0.0,0.0,0.2,62.0,104.0,96.0,0.053,2.29,91.7,0.227,0.273,0.176,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-27,745461,Sac Fly,sac_fly,True,665833,657006,Oneil Cruz,Justin Steele,1,d41e161d-89e4-4370-b4cb-5aca1c9dcf2b,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.022,0.032,0.35,1.79,2.93,0.23,91.6,86.4,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.235,0.235,0.154,0.0,0.0,0.2,62.0,104.0,96.0,0.053,2.29,91.7,0.227,0.273,0.176,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-27,745461,Walk,walk,False,656582,657006,Connor Joe,Justin Steele,0,d5640f37-bda4-4638-ba5d-d93d60eda99f,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.022,0.032,0.35,1.79,2.93,0.23,91.6,86.4,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.235,0.235,0.154,0.0,0.0,0.2,62.0,104.0,96.0,0.053,2.29,91.7,0.227,0.273,0.176,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-27,745461,Double,double,False,650559,657006,Bryan De La Cruz,Justin Steele,1,af5ce444-b846-4a30-b2ea-cfbce9b2216d,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.09,2.77,128.0,103.0,100.0,102.0,0.791,9.21,2.39,7.38,0.77,1.15,0.288,0.385,0.173,0.271,0.512,70.0,93.0,95.0,92.0,120.0,109.0,89.0,101.0,99.0,131.0,105.0,110.0,0.596,0.297,0.022,0.032,0.35,1.79,2.93,0.23,91.6,86.4,83.2,79.9,0.257,0.406,0.221,0.157,0.239,0.285,0.235,0.235,0.154,0.0,0.0,0.2,62.0,104.0,96.0,0.053,2.29,91.7,0.227,0.273,0.176,,,,,,,,,,,,,,,,,,,,,,,,
