,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-15,746080,Single,single,False,808982,665795,Jung Hoo Lee,Edward Cabrera,0,1f8c4373-5d02-455c-967a-ff28959356ba,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,122.0,107.0,112.0,0.041,0.244,0.122,0.241,0.353,-4.35,-0.84,0.24,-0.94,-0.21,96.0,92.5,96.3,88.5,84.3,0.22,0.415,0.37,0.406,0.75,0.154,0.219,0.5,0.375,0.211,0.368,0.368,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
1,2024-04-15,746080,Strikeout,strikeout,True,664774,665795,LaMonte Wade Jr.,Edward Cabrera,0,4bc32e54-67a9-4f79-b518-0b087d74e716,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,122.0,107.0,112.0,0.041,0.244,0.122,0.241,0.353,-4.35,-0.84,0.24,-0.94,-0.21,96.0,92.5,96.3,88.5,84.3,0.22,0.415,0.37,0.406,0.75,0.154,0.219,0.5,0.375,0.211,0.368,0.368,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
2,2024-04-15,746080,Strikeout,strikeout,True,624585,665795,Jorge Soler,Edward Cabrera,1,24b7cfda-6024-47aa-8fcb-9f2d50db7c02,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,122.0,107.0,112.0,0.041,0.244,0.122,0.241,0.353,-4.35,-0.84,0.24,-0.94,-0.21,96.0,92.5,96.3,88.5,84.3,0.22,0.415,0.37,0.406,0.75,0.154,0.219,0.5,0.375,0.211,0.368,0.368,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
3,2024-04-15,746080,Single,single,False,650333,690986,Luis Arraez,Kyle Harrison,0,a9643c5b-5771-40c7-b04b-61fcc80c1bd6,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,0.306,0.471,0.224,0.237,0.377,0.212,,,,0.333,0.667,0.5,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,
4,2024-04-15,746080,Groundout,field_out,True,650559,690986,Bryan De La Cruz,Kyle Harrison,1,8699a826-8bc2-4e3e-81cc-39c3dad467fd,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,0.306,0.471,0.224,0.237,0.377,0.212,,,,0.333,0.667,0.5,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,
5,2024-04-15,746080,Flyout,field_out,True,605137,690986,Josh Bell,Kyle Harrison,0,6e9b6d07-87ec-4d8c-a838-289b5a47c29b,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,0.306,0.471,0.224,0.237,0.377,0.212,,,,0.333,0.667,0.5,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,
6,2024-04-15,746080,Single,single,False,641313,690986,Tim Anderson,Kyle Harrison,1,84b5eeb9-f60d-4d46-a5b4-c15b37082a55,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,0.306,0.471,0.224,0.237,0.377,0.212,,,,0.333,0.667,0.5,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,
7,2024-04-15,746080,Flyout,field_out,True,665862,690986,Jazz Chisholm Jr.,Kyle Harrison,0,91fa5955-e0c6-400f-be7b-4f011bf601ad,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,0.306,0.471,0.224,0.237,0.377,0.212,,,,0.333,0.667,0.5,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,
8,2024-04-15,746080,Lineout,field_out,True,624424,665795,Michael Conforto,Edward Cabrera,0,1e22490a-e4cc-4129-ae07-0f536a146ddb,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,122.0,107.0,112.0,0.041,0.244,0.122,0.241,0.353,-4.35,-0.84,0.24,-0.94,-0.21,96.0,92.5,96.3,88.5,84.3,0.22,0.415,0.37,0.406,0.75,0.154,0.219,0.5,0.375,0.211,0.368,0.368,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
9,2024-04-15,746080,Strikeout,strikeout,True,656305,665795,Matt Chapman,Edward Cabrera,0,45be36d3-aa98-491f-aa69-7acf9b242cf0,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,103.0,104.0,102.0,86.0,81.0,111.0,75.0,74.0,122.0,107.0,112.0,0.041,0.244,0.122,0.241,0.353,-4.35,-0.84,0.24,-0.94,-0.21,96.0,92.5,96.3,88.5,84.3,0.22,0.415,0.37,0.406,0.75,0.154,0.219,0.5,0.375,0.211,0.368,0.368,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
