,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-03,746194,Lineout,field_out,True,596019,667755,Francisco Lindor,José Soriano,0,e3451f40-1fa0-446a-8d54-cf326078b688,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-03,746194,Groundout,field_out,True,607043,667755,Brandon Nimmo,José Soriano,0,d5ac0fbc-9662-4b88-9d4a-ac30f0297ec0,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-03,746194,Single,single,False,502110,667755,J.D. Martinez,José Soriano,0,ebaa6be6-ce52-418b-a334-54221b1164c8,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-03,746194,Walk,walk,False,624413,667755,Pete Alonso,José Soriano,1,75b3f132-e904-49aa-8b09-8790c9fd2d83,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-03,746194,Strikeout,strikeout,True,608385,667755,Jesse Winker,José Soriano,0,04532c8a-fc31-4e60-a90c-72366c78f00c,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.11,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.291,0.404,96.0,92.0,86.0,95.0,95.0,96.0,118.0,92.0,99.0,98.0,96.0,108.0,121.0,100.0,112.0,0.464,0.146,0.081,0.055,0.254,-2.02,0.82,2.27,0.03,-0.41,98.8,92.7,97.7,91.5,86.4,0.214,0.26,0.164,0.226,0.376,0.396,0.356,0.622,0.103,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-03,746194,Strikeout,strikeout,True,694384,656849,Nolan Schanuel,David Peterson,0,8ae32610-d6de-42d8-9ea2-ccf02f22a176,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,0.264,0.376,0.139,0.174,0.348,0.25,0.254,0.31,0.236,,,,0.27,0.432,0.326,94.0,87.0,92.0,85.0,100.0,99.0,0.073,0.169,0.21,0.25,84.7,79.0,0.16,0.26,0.294,,,,,,,,,,,,
6,2024-08-03,746194,Walk,walk,False,687263,656849,Zach Neto,David Peterson,0,62df6e7a-6ef7-4ef1-ab33-e8fc7446f7df,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,0.264,0.376,0.139,0.174,0.348,0.25,0.254,0.31,0.236,,,,0.27,0.432,0.326,94.0,87.0,92.0,85.0,100.0,99.0,0.073,0.169,0.21,0.25,84.7,79.0,0.16,0.26,0.294,,,,,,,,,,,,
7,2024-08-03,746194,Groundout,field_out,True,681351,656849,Logan O'Hoppe,David Peterson,1,4808d583-64c6-4776-8510-1e6b7946314c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,0.264,0.376,0.139,0.174,0.348,0.25,0.254,0.31,0.236,,,,0.27,0.432,0.326,94.0,87.0,92.0,85.0,100.0,99.0,0.073,0.169,0.21,0.25,84.7,79.0,0.16,0.26,0.294,,,,,,,,,,,,
8,2024-08-03,746194,Single,single,False,607680,656849,Kevin Pillar,David Peterson,1,c44db103-d88a-422e-93c2-7ffa8743115e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,0.264,0.376,0.139,0.174,0.348,0.25,0.254,0.31,0.236,,,,0.27,0.432,0.326,94.0,87.0,92.0,85.0,100.0,99.0,0.073,0.169,0.21,0.25,84.7,79.0,0.16,0.26,0.294,,,,,,,,,,,,
9,2024-08-03,746194,Single,single,False,621493,656849,Taylor Ward,David Peterson,1,4e505e80-d2a2-450f-85f1-0ba44767ed52,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,0.264,0.376,0.139,0.174,0.348,0.25,0.254,0.31,0.236,,,,0.27,0.432,0.326,94.0,87.0,92.0,85.0,100.0,99.0,0.073,0.169,0.21,0.25,84.7,79.0,0.16,0.26,0.294,,,,,,,,,,,,
