,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-07-06,747099,Strikeout,strikeout,True,681082,680885,Bryson Stott,Spencer Schwellenbach,0,48ec3b8f-f488-448f-b87b-3e3aef827235,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,,,,
1,2024-07-06,747099,Flyout,field_out,True,607208,680885,Trea Turner,Spencer Schwellenbach,0,bd8c1b29-bf50-4fd8-8dfa-1bc8fe6a8596,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,,,,
2,2024-07-06,747099,Groundout,field_out,True,664761,680885,Alec Bohm,Spencer Schwellenbach,0,5beb3e30-82e6-4487-a636-096e6f24a1e5,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,,,,
3,2024-07-06,747099,Double,double,False,672284,624133,Jarred Kelenic,Ranger Suárez,0,3b8755d4-ffe0-4134-8d4f-e6efa0ac5cb2,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,,,,0.319,0.19,0.125,,0.001,0.199,1.37,-1.66,,1.26,-4.76,1.5,92.0,86.6,,90.9,81.3,74.5,,,,0.208,0.299,0.184,0.308,0.615,0.125,,,,0.171,0.289,0.335,0.241,0.354,0.109,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393
4,2024-07-06,747099,Single,single,False,645277,624133,Ozzie Albies,Ranger Suárez,1,51562758-fa26-4eb1-a35f-d0d6be6d11f5,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,,,,0.319,0.19,0.125,,0.001,0.199,1.37,-1.66,,1.26,-4.76,1.5,92.0,86.6,,90.9,81.3,74.5,,,,0.208,0.299,0.184,0.308,0.615,0.125,,,,0.171,0.289,0.335,0.241,0.354,0.109,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393
5,2024-07-06,747099,Strikeout,strikeout,True,663586,624133,Austin Riley,Ranger Suárez,0,77c80206-7007-4c54-be29-91d03b16ba0c,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,,,,0.319,0.19,0.125,,0.001,0.199,1.37,-1.66,,1.26,-4.76,1.5,92.0,86.6,,90.9,81.3,74.5,,,,0.208,0.299,0.184,0.308,0.615,0.125,,,,0.171,0.289,0.335,0.241,0.354,0.109,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393
6,2024-07-06,747099,Strikeout,strikeout,True,621566,624133,Matt Olson,Ranger Suárez,0,0811f8f2-4b8c-4f1a-9f28-5fe138a9aa4c,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,,,,0.319,0.19,0.125,,0.001,0.199,1.37,-1.66,,1.26,-4.76,1.5,92.0,86.6,,90.9,81.3,74.5,,,,0.208,0.299,0.184,0.308,0.615,0.125,,,,0.171,0.289,0.335,0.241,0.354,0.109,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393
7,2024-07-06,747099,Home Run,home_run,False,542303,624133,Marcell Ozuna,Ranger Suárez,1,380e0d2b-6c01-42e2-bedb-5e9e12ef2b3a,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,,,,0.319,0.19,0.125,,0.001,0.199,1.37,-1.66,,1.26,-4.76,1.5,92.0,86.6,,90.9,81.3,74.5,,,,0.208,0.299,0.184,0.308,0.615,0.125,,,,0.171,0.289,0.335,0.241,0.354,0.109,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393
8,2024-07-06,747099,Flyout,field_out,True,669221,624133,Sean Murphy,Ranger Suárez,0,b29ef530-625d-4e0a-a94a-e8f6686eac5e,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,,,,0.319,0.19,0.125,,0.001,0.199,1.37,-1.66,,1.26,-4.76,1.5,92.0,86.6,,90.9,81.3,74.5,,,,0.208,0.299,0.184,0.308,0.615,0.125,,,,0.171,0.289,0.335,0.241,0.354,0.109,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393
9,2024-07-06,747099,Single,single,False,669016,680885,Brandon Marsh,Spencer Schwellenbach,0,5baac86e-830b-46a2-9a34-248734dcd4a2,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.237,0.316,0.223,0.333,0.528,0.189,0.267,0.567,0.224,0.129,0.29,0.44,0.238,0.286,0.314,0.267,0.4,0.12,,,,,,,,,
