,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff
0,2024-07-12,745064,Single,single,False,680757,671737,Steven Kwan,Taj Bradley,0,6153e287-3553-4624-8254-b78762c840f9,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-12,745064,Forceout,force_out,True,682657,671737,Angel Martínez,Taj Bradley,1,b0d72e2b-ce46-4a32-85aa-9e92956da7db,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-12,745064,Lineout,field_out,True,608070,671737,José Ramírez,Taj Bradley,0,c2d4ed03-3669-4b9d-9757-cf71dd2c6c0d,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-12,745064,Strikeout,strikeout,True,647304,671737,Josh Naylor,Taj Bradley,0,b039429f-f4c9-49c0-86f1-b8cc1032ba8e,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-12,745064,Groundout,field_out,True,650490,471911,Yandy Díaz,Carlos Carrasco,0,6f73d631-507a-4d88-8adb-e324c59493ec,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,63.0,94.0,85.0,,,,,,,0.243,,,0.062,-2.15,,,2.26,91.5,,,80.4,0.387,0.653,0.137,,,,,,,0.059,0.176,0.242,104.0,105.0,103.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.283,0.222,-1.29,-0.69,0.06,86.7,91.1,83.1,0.2,0.267,0.37,0.212,0.362,0.276,0.295,0.541,0.123
5,2024-07-12,745064,Walk,walk,False,664040,471911,Brandon Lowe,Carlos Carrasco,0,3cc7000e-9b97-4041-a015-5414cd7abbbc,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,63.0,94.0,85.0,,,,,,,0.243,,,0.062,-2.15,,,2.26,91.5,,,80.4,0.387,0.653,0.137,,,,,,,0.059,0.176,0.242,104.0,105.0,103.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.283,0.222,-1.29,-0.69,0.06,86.7,91.1,83.1,0.2,0.267,0.37,0.212,0.362,0.276,0.295,0.541,0.123
6,2024-07-12,745064,Strikeout,strikeout,True,668227,471911,Randy Arozarena,Carlos Carrasco,0,7fdbabe9-52b6-4dd3-beb2-0a7e8c07a978,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,63.0,94.0,85.0,,,,,,,0.243,,,0.062,-2.15,,,2.26,91.5,,,80.4,0.387,0.653,0.137,,,,,,,0.059,0.176,0.242,104.0,105.0,103.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.283,0.222,-1.29,-0.69,0.06,86.7,91.1,83.1,0.2,0.267,0.37,0.212,0.362,0.276,0.295,0.541,0.123
7,2024-07-12,745064,Pop Out,field_out,True,670623,471911,Isaac Paredes,Carlos Carrasco,0,5f24f3eb-2afb-4308-a1cf-cfa5f77ae148,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,63.0,94.0,85.0,,,,,,,0.243,,,0.062,-2.15,,,2.26,91.5,,,80.4,0.387,0.653,0.137,,,,,,,0.059,0.176,0.242,104.0,105.0,103.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.283,0.222,-1.29,-0.69,0.06,86.7,91.1,83.1,0.2,0.267,0.37,0.212,0.362,0.276,0.295,0.541,0.123
8,2024-07-12,745064,Single,single,False,678877,671737,Jhonkensy Noel,Taj Bradley,0,0e9502bc-ea1d-4139-956a-835bc384cb0c,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-12,745064,Strikeout,strikeout,True,665926,671737,Andrés Giménez,Taj Bradley,0,2f1472ad-cc9d-4313-b963-d614a0f489af,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
