,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-07-23,745878,Flyout,field_out,True,656941,680573,Kyle Schwarber,Simeon Woods Richardson,0,5bd46d96-d447-48be-9013-f2b6e8b55931,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.27,3.72,88.0,106.0,87.0,102.0,0.811,7.77,2.56,7.47,0.82,0.88,0.316,0.391,0.141,0.289,0.438,100.0,106.0,111.0,98.0,104.0,103.0,72.0,102.0,90.0,95.0,112.0,109.0,0.402,0.307,0.081,0.21,1.5,1.53,0.71,-2.46,93.1,82.9,86.7,75.5,0.246,0.285,0.206,0.176,0.277,0.248,0.263,0.561,0.188,0.25,0.5,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-23,745878,Lineout,field_out,True,607208,680573,Trea Turner,Simeon Woods Richardson,0,9e78a9ab-af4f-4524-a3b1-12ae53b4ae0f,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.27,3.72,88.0,106.0,87.0,102.0,0.811,7.77,2.56,7.47,0.82,0.88,0.316,0.391,0.141,0.289,0.438,100.0,106.0,111.0,98.0,104.0,103.0,72.0,102.0,90.0,95.0,112.0,109.0,0.402,0.307,0.081,0.21,1.5,1.53,0.71,-2.46,93.1,82.9,86.7,75.5,0.246,0.285,0.206,0.176,0.277,0.248,0.263,0.561,0.188,0.25,0.5,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-23,745878,Lineout,field_out,True,547180,680573,Bryce Harper,Simeon Woods Richardson,0,ba69a9f2-cf7e-4567-a573-9ec8cd541230,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.27,3.72,88.0,106.0,87.0,102.0,0.811,7.77,2.56,7.47,0.82,0.88,0.316,0.391,0.141,0.289,0.438,100.0,106.0,111.0,98.0,104.0,103.0,72.0,102.0,90.0,95.0,112.0,109.0,0.402,0.307,0.081,0.21,1.5,1.53,0.71,-2.46,93.1,82.9,86.7,75.5,0.246,0.285,0.206,0.176,0.277,0.248,0.263,0.561,0.188,0.25,0.5,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-23,745878,Strikeout,strikeout,True,650489,554430,Willi Castro,Zack Wheeler,0,0d601d5c-2a70-43a1-bee1-ff7b62a30fe3,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.55,2.9,123.2,104.0,105.0,108.0,0.752,9.68,2.69,6.11,0.8,1.15,0.272,0.339,0.215,0.291,0.423,,,,111.0,99.0,106.0,101.0,107.0,109.0,128.0,107.0,114.0,0.411,0.115,0.102,,0.82,1.59,-0.51,,95.1,,84.4,81.5,0.217,0.379,0.286,0.137,0.196,0.333,,,,0.19,0.357,0.348,110.0,103.0,108.0,94.0,98.0,97.0,96.0,107.0,108.0,0.186,0.106,0.08,0.1,1.21,2.5,90.9,86.0,94.4,0.167,0.231,0.149,0.227,0.409,0.178,0.158,0.237,0.384
4,2024-07-23,745878,Flyout,field_out,True,663616,554430,Trevor Larnach,Zack Wheeler,0,4df09294-9458-49b9-8fd7-533c778bfd9c,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.55,2.9,123.2,104.0,105.0,108.0,0.752,9.68,2.69,6.11,0.8,1.15,0.272,0.339,0.215,0.291,0.423,,,,111.0,99.0,106.0,101.0,107.0,109.0,128.0,107.0,114.0,0.411,0.115,0.102,,0.82,1.59,-0.51,,95.1,,84.4,81.5,0.217,0.379,0.286,0.137,0.196,0.333,,,,0.19,0.357,0.348,110.0,103.0,108.0,94.0,98.0,97.0,96.0,107.0,108.0,0.186,0.106,0.08,0.1,1.21,2.5,90.9,86.0,94.4,0.167,0.231,0.149,0.227,0.409,0.178,0.158,0.237,0.384
5,2024-07-23,745878,Strikeout,strikeout,True,467793,554430,Carlos Santana,Zack Wheeler,0,392b8cac-e7dd-4fc2-b42c-a5ae73b69bf6,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.55,2.9,123.2,104.0,105.0,108.0,0.752,9.68,2.69,6.11,0.8,1.15,0.272,0.339,0.215,0.291,0.423,,,,111.0,99.0,106.0,101.0,107.0,109.0,128.0,107.0,114.0,0.411,0.115,0.102,,0.82,1.59,-0.51,,95.1,,84.4,81.5,0.217,0.379,0.286,0.137,0.196,0.333,,,,0.19,0.357,0.348,110.0,103.0,108.0,94.0,98.0,97.0,96.0,107.0,108.0,0.186,0.106,0.08,0.1,1.21,2.5,90.9,86.0,94.4,0.167,0.231,0.149,0.227,0.409,0.178,0.158,0.237,0.384
6,2024-07-23,745878,Flyout,field_out,True,664761,680573,Alec Bohm,Simeon Woods Richardson,0,7ff37f00-4333-4111-b65f-b9fb792cdddb,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.27,3.72,88.0,106.0,87.0,102.0,0.811,7.77,2.56,7.47,0.82,0.88,0.316,0.391,0.141,0.289,0.438,100.0,106.0,111.0,98.0,104.0,103.0,72.0,102.0,90.0,95.0,112.0,109.0,0.402,0.307,0.081,0.21,1.5,1.53,0.71,-2.46,93.1,82.9,86.7,75.5,0.246,0.285,0.206,0.176,0.277,0.248,0.263,0.561,0.188,0.25,0.5,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-23,745878,Walk,walk,False,592663,680573,J.T. Realmuto,Simeon Woods Richardson,0,aaa7d6a5-f288-4a34-b30a-adaf59688546,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.27,3.72,88.0,106.0,87.0,102.0,0.811,7.77,2.56,7.47,0.82,0.88,0.316,0.391,0.141,0.289,0.438,100.0,106.0,111.0,98.0,104.0,103.0,72.0,102.0,90.0,95.0,112.0,109.0,0.402,0.307,0.081,0.21,1.5,1.53,0.71,-2.46,93.1,82.9,86.7,75.5,0.246,0.285,0.206,0.176,0.277,0.248,0.263,0.561,0.188,0.25,0.5,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-23,745878,Flyout,field_out,True,669016,680573,Brandon Marsh,Simeon Woods Richardson,0,f55048cf-90db-4225-8351-53f3ab01039f,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.27,3.72,88.0,106.0,87.0,102.0,0.811,7.77,2.56,7.47,0.82,0.88,0.316,0.391,0.141,0.289,0.438,100.0,106.0,111.0,98.0,104.0,103.0,72.0,102.0,90.0,95.0,112.0,109.0,0.402,0.307,0.081,0.21,1.5,1.53,0.71,-2.46,93.1,82.9,86.7,75.5,0.246,0.285,0.206,0.176,0.277,0.248,0.263,0.561,0.188,0.25,0.5,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-23,745878,Lineout,field_out,True,592206,680573,Nick Castellanos,Simeon Woods Richardson,0,81d81f3d-2713-46cc-9dd1-5ccd28fab41b,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.27,3.72,88.0,106.0,87.0,102.0,0.811,7.77,2.56,7.47,0.82,0.88,0.316,0.391,0.141,0.289,0.438,100.0,106.0,111.0,98.0,104.0,103.0,72.0,102.0,90.0,95.0,112.0,109.0,0.402,0.307,0.081,0.21,1.5,1.53,0.71,-2.46,93.1,82.9,86.7,75.5,0.246,0.285,0.206,0.176,0.277,0.248,0.263,0.561,0.188,0.25,0.5,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
