,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff
0,2024-09-03,746834,Lineout,field_out,True,643396,543294,Isiah Kiner-Falefa,Kyle Hendricks,0,4fb4d26a-b2f8-468c-8988-cad1f6334d26,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.51,5.14,112.0,105.0,95.0,100.0,0.831,6.11,2.97,10.77,1.61,1.37,0.23,0.41,0.209,0.291,0.399,106.0,107.0,107.0,88.0,110.0,108.0,62.0,91.0,84.0,97.0,106.0,96.0,0.362,0.124,0.133,0.381,-2.24,-0.98,0.07,-0.97,87.9,81.0,87.7,74.4,0.275,0.425,0.242,0.337,0.514,0.106,0.244,0.333,0.259,0.3,0.7,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-03,746834,Pop Out,field_out,True,668804,543294,Bryan Reynolds,Kyle Hendricks,0,f75a1ec4-a315-4a47-905d-198eb2407323,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.51,5.14,112.0,105.0,95.0,100.0,0.831,6.11,2.97,10.77,1.61,1.37,0.23,0.41,0.209,0.291,0.399,106.0,107.0,107.0,88.0,110.0,108.0,62.0,91.0,84.0,97.0,106.0,96.0,0.362,0.124,0.133,0.381,-2.24,-0.98,0.07,-0.97,87.9,81.0,87.7,74.4,0.275,0.425,0.242,0.337,0.514,0.106,0.244,0.333,0.259,0.3,0.7,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-03,746834,Groundout,field_out,True,665833,543294,Oneil Cruz,Kyle Hendricks,0,50550e54-0100-4745-a3e3-ea1ebaccf44c,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.51,5.14,112.0,105.0,95.0,100.0,0.831,6.11,2.97,10.77,1.61,1.37,0.23,0.41,0.209,0.291,0.399,106.0,107.0,107.0,88.0,110.0,108.0,62.0,91.0,84.0,97.0,106.0,96.0,0.362,0.124,0.133,0.381,-2.24,-0.98,0.07,-0.97,87.9,81.0,87.7,74.4,0.275,0.425,0.242,0.337,0.514,0.106,0.244,0.333,0.259,0.3,0.7,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-03,746834,Flyout,field_out,True,664023,694973,Ian Happ,Paul Skenes,0,e3ff342f-7e4f-421e-848d-3b394dd72b9e,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,0.283,0.394,0.114,0.048,0.58,3.49,-0.18,0.49,98.8,87.4,94.0,83.0,0.13,0.174,0.479,0.185,0.238,0.296,0.25,0.375,0.341,0.233,0.366,0.251,133.0,104.0,119.0,0.16,0.54,85.4,0.109,0.196,0.232,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-03,746834,Strikeout,strikeout,True,683737,694973,Michael Busch,Paul Skenes,0,60464474-925c-47da-9a56-4840834d4bbd,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,0.283,0.394,0.114,0.048,0.58,3.49,-0.18,0.49,98.8,87.4,94.0,83.0,0.13,0.174,0.479,0.185,0.238,0.296,0.25,0.375,0.341,0.233,0.366,0.251,133.0,104.0,119.0,0.16,0.54,85.4,0.109,0.196,0.232,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-03,746834,Single,single,False,673548,694973,Seiya Suzuki,Paul Skenes,0,d27e56e4-83ee-465c-9c6d-ee7bbff3aff7,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,0.283,0.394,0.114,0.048,0.58,3.49,-0.18,0.49,98.8,87.4,94.0,83.0,0.13,0.174,0.479,0.185,0.238,0.296,0.25,0.375,0.341,0.233,0.366,0.251,133.0,104.0,119.0,0.16,0.54,85.4,0.109,0.196,0.232,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-03,746834,Walk,walk,False,641355,694973,Cody Bellinger,Paul Skenes,1,71140f8e-5196-40a5-93fe-20c2f441236e,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,0.283,0.394,0.114,0.048,0.58,3.49,-0.18,0.49,98.8,87.4,94.0,83.0,0.13,0.174,0.479,0.185,0.238,0.296,0.25,0.375,0.341,0.233,0.366,0.251,133.0,104.0,119.0,0.16,0.54,85.4,0.109,0.196,0.232,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-03,746834,Walk,walk,False,670623,694973,Isaac Paredes,Paul Skenes,1,1d329fe3-e2af-4a73-bca9-c73d988d91cd,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,0.283,0.394,0.114,0.048,0.58,3.49,-0.18,0.49,98.8,87.4,94.0,83.0,0.13,0.174,0.479,0.185,0.238,0.296,0.25,0.375,0.341,0.233,0.366,0.251,133.0,104.0,119.0,0.16,0.54,85.4,0.109,0.196,0.232,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-03,746834,Forceout,force_out,True,663538,694973,Nico Hoerner,Paul Skenes,1,fdbc3305-6c5c-4273-9683-2362710527f0,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,0.283,0.394,0.114,0.048,0.58,3.49,-0.18,0.49,98.8,87.4,94.0,83.0,0.13,0.174,0.479,0.185,0.238,0.296,0.25,0.375,0.341,0.233,0.366,0.251,133.0,104.0,119.0,0.16,0.54,85.4,0.109,0.196,0.232,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-03,746834,Strikeout,strikeout,True,457705,543294,Andrew McCutchen,Kyle Hendricks,0,91f14fd7-f527-4d20-89f3-23c6536afcf6,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.51,5.14,112.0,105.0,95.0,100.0,0.831,6.11,2.97,10.77,1.61,1.37,0.23,0.41,0.209,0.291,0.399,106.0,107.0,107.0,88.0,110.0,108.0,62.0,91.0,84.0,97.0,106.0,96.0,0.362,0.124,0.133,0.381,-2.24,-0.98,0.07,-0.97,87.9,81.0,87.7,74.4,0.275,0.425,0.242,0.337,0.514,0.106,0.244,0.333,0.259,0.3,0.7,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
