,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-30,747167,Single,single,False,682928,669194,CJ Abrams,Ryne Nelson,0,b8ed3c27-2774-4ba4-b1aa-81f2e4f00f08,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
1,2024-07-30,747167,Grounded Into DP,grounded_into_double_play,True,660766,669194,Juan Yepez,Ryne Nelson,1,264c5e96-a4fd-44ed-add0-989c811b8275,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
2,2024-07-30,747167,Walk,walk,False,695578,669194,James Wood,Ryne Nelson,0,a9b6e652-5fd4-4235-8de2-8b249db4b2e9,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
3,2024-07-30,747167,Strikeout,strikeout,True,623912,669194,Harold Ramírez,Ryne Nelson,0,e06d4a52-ff07-43d3-9f8a-ef95107eef56,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
4,2024-07-30,747167,Groundout,field_out,True,606466,571578,Ketel Marte,Patrick Corbin,0,e09dddf9-1bed-4b3c-a8e9-38d1053dd346,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.5,5.75,147.1,101.0,76.0,95.0,0.797,6.9,2.93,10.63,1.22,1.5,0.218,0.37,0.14,0.341,0.395,88.0,96.0,96.0,65.0,90.0,85.0,55.0,98.0,84.0,87.0,97.0,96.0,77.0,106.0,99.0,0.086,0.179,0.338,0.012,0.04,-1.45,-0.37,0.28,-3.46,-5.52,91.3,85.2,81.0,79.9,70.1,0.318,0.591,0.135,0.29,0.439,0.225,0.409,0.773,0.279,0.227,0.344,0.344,0.5,2.0,0.545,,,,71.0,104.0,92.0,0.346,0.001,-1.43,4.69,91.5,63.2,0.333,0.54,0.09,,,,,,,,,
5,2024-07-30,747167,Single,single,False,672515,571578,Gabriel Moreno,Patrick Corbin,0,3301bec7-27d5-4f95-82be-31227525b69c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.5,5.75,147.1,101.0,76.0,95.0,0.797,6.9,2.93,10.63,1.22,1.5,0.218,0.37,0.14,0.341,0.395,88.0,96.0,96.0,65.0,90.0,85.0,55.0,98.0,84.0,87.0,97.0,96.0,77.0,106.0,99.0,0.086,0.179,0.338,0.012,0.04,-1.45,-0.37,0.28,-3.46,-5.52,91.3,85.2,81.0,79.9,70.1,0.318,0.591,0.135,0.29,0.439,0.225,0.409,0.773,0.279,0.227,0.344,0.344,0.5,2.0,0.545,,,,71.0,104.0,92.0,0.346,0.001,-1.43,4.69,91.5,63.2,0.333,0.54,0.09,,,,,,,,,
6,2024-07-30,747167,Strikeout,strikeout,True,666971,571578,Lourdes Gurriel Jr.,Patrick Corbin,0,7add41d0-5411-4e7b-806b-ca9055253677,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.5,5.75,147.1,101.0,76.0,95.0,0.797,6.9,2.93,10.63,1.22,1.5,0.218,0.37,0.14,0.341,0.395,88.0,96.0,96.0,65.0,90.0,85.0,55.0,98.0,84.0,87.0,97.0,96.0,77.0,106.0,99.0,0.086,0.179,0.338,0.012,0.04,-1.45,-0.37,0.28,-3.46,-5.52,91.3,85.2,81.0,79.9,70.1,0.318,0.591,0.135,0.29,0.439,0.225,0.409,0.773,0.279,0.227,0.344,0.344,0.5,2.0,0.545,,,,71.0,104.0,92.0,0.346,0.001,-1.43,4.69,91.5,63.2,0.333,0.54,0.09,,,,,,,,,
7,2024-07-30,747167,Home Run,home_run,False,553993,571578,Eugenio Suárez,Patrick Corbin,1,ac19e3ac-fe66-4ca4-95fe-d493ed25e55b,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.5,5.75,147.1,101.0,76.0,95.0,0.797,6.9,2.93,10.63,1.22,1.5,0.218,0.37,0.14,0.341,0.395,88.0,96.0,96.0,65.0,90.0,85.0,55.0,98.0,84.0,87.0,97.0,96.0,77.0,106.0,99.0,0.086,0.179,0.338,0.012,0.04,-1.45,-0.37,0.28,-3.46,-5.52,91.3,85.2,81.0,79.9,70.1,0.318,0.591,0.135,0.29,0.439,0.225,0.409,0.773,0.279,0.227,0.344,0.344,0.5,2.0,0.545,,,,71.0,104.0,92.0,0.346,0.001,-1.43,4.69,91.5,63.2,0.333,0.54,0.09,,,,,,,,,
8,2024-07-30,747167,Lineout,field_out,True,545341,571578,Randal Grichuk,Patrick Corbin,0,8bbd7acd-2b43-48fc-b5e7-8ee34c92c108,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.5,5.75,147.1,101.0,76.0,95.0,0.797,6.9,2.93,10.63,1.22,1.5,0.218,0.37,0.14,0.341,0.395,88.0,96.0,96.0,65.0,90.0,85.0,55.0,98.0,84.0,87.0,97.0,96.0,77.0,106.0,99.0,0.086,0.179,0.338,0.012,0.04,-1.45,-0.37,0.28,-3.46,-5.52,91.3,85.2,81.0,79.9,70.1,0.318,0.591,0.135,0.29,0.439,0.225,0.409,0.773,0.279,0.227,0.344,0.344,0.5,2.0,0.545,,,,71.0,104.0,92.0,0.346,0.001,-1.43,4.69,91.5,63.2,0.333,0.54,0.09,,,,,,,,,
9,2024-07-30,747167,Flyout,field_out,True,660688,669194,Keibert Ruiz,Ryne Nelson,0,8ff957bf-6461-4448-95ce-c507ed485ef5,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,77.0,105.0,95.0,0.553,0.184,0.101,0.063,0.1,0.65,-0.58,-0.98,1.49,-2.62,95.1,91.3,83.0,84.3,78.0,0.254,0.42,0.195,0.307,0.491,0.143,0.322,0.627,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
