,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-06-27,746210,Single,single,False,663837,669721,Matt Vierling,Davis Daniel,0,d9b41cf1-ac47-458c-a41c-906af7d2e3c4,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-27,746210,Strikeout,strikeout,True,690993,669721,Colt Keith,Davis Daniel,0,a6a599ce-2846-4c3e-8887-0baed67653b6,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-27,746210,Double,double,False,682985,669721,Riley Greene,Davis Daniel,1,02ebbf60-677e-4c0e-93d9-1e8441ba1ffd,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-27,746210,Groundout,field_out,True,570482,669721,Gio Urshela,Davis Daniel,0,2faaffc9-0ac6-406d-a09c-8b2fdce708d3,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-27,746210,Pop Out,field_out,True,694384,656427,Nolan Schanuel,Jack Flaherty,0,7fe30714-7b77-47fb-9ccc-93477df7d288,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.44,0.313,,0.033,0.74,0.85,,-0.51,93.6,86.0,84.9,,0.226,0.377,0.25,0.205,0.426,0.391,0.143,0.429,0.133,0.161,0.194,0.445,70.0,86.0,72.0,103.0,104.0,108.0,0.024,0.191,-7.15,2.33,90.7,77.5,0.75,1.5,0.3,,,,,,,,,
5,2024-06-27,746210,Groundout,field_out,True,650859,656427,Luis Rengifo,Jack Flaherty,0,91f37bca-d91f-46e6-b2bb-c056a7acd1a0,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.44,0.313,,0.033,0.74,0.85,,-0.51,93.6,86.0,84.9,,0.226,0.377,0.25,0.205,0.426,0.391,0.143,0.429,0.133,0.161,0.194,0.445,70.0,86.0,72.0,103.0,104.0,108.0,0.024,0.191,-7.15,2.33,90.7,77.5,0.75,1.5,0.3,,,,,,,,,
6,2024-06-27,746210,Groundout,field_out,True,621493,656427,Taylor Ward,Jack Flaherty,0,ba0ed4ea-ce57-4dca-981e-ab47a18c19a3,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,,,,96.0,106.0,104.0,95.0,105.0,107.0,0.44,0.313,,0.033,0.74,0.85,,-0.51,93.6,86.0,84.9,,0.226,0.377,0.25,0.205,0.426,0.391,0.143,0.429,0.133,0.161,0.194,0.445,70.0,86.0,72.0,103.0,104.0,108.0,0.024,0.191,-7.15,2.33,90.7,77.5,0.75,1.5,0.3,,,,,,,,,
7,2024-06-27,746210,Groundout,field_out,True,672761,669721,Wenceel Pérez,Davis Daniel,0,54915c16-ec93-4fff-a12f-0062d7fc343d,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-27,746210,Strikeout,strikeout,True,668731,669721,Akil Baddoo,Davis Daniel,0,dd670ded-b1a6-49af-8c33-064b9f3f14ca,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-27,746210,Groundout,field_out,True,669234,669721,Justyn-Henry Malloy,Davis Daniel,0,e86759fe-5b82-4f30-b475-987d509bceed,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
