,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,wFA/C,wSL/C,wKC/C,vFA,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-08,747181,Pop Out,field_out,True,672284,700270,Jarred Kelenic,Yilber Diaz,0,bde8a9a6-ab0a-4589-b3e0-0e10a77b8e0e,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-08,747181,Strikeout,strikeout,True,645277,700270,Ozzie Albies,Yilber Diaz,0,0319052a-5ec8-4084-93bb-39c63b1a94e2,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-08,747181,Home Run,home_run,False,663586,700270,Austin Riley,Yilber Diaz,0,b0b66647-4e58-4fcb-8b07-dad9750d4a31,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-08,747181,Pop Out,field_out,True,621566,700270,Matt Olson,Yilber Diaz,0,91548b8f-65e6-4379-b49d-4f0c72cdac74,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-08,747181,Groundout,field_out,True,682998,693821,Corbin Carroll,Bryce Elder,0,8a426165-3942-42b1-b0e4-2db9e54f9583,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,47.0,95.0,82.0,134.0,104.0,117.0,,,,0.138,0.295,,-4.59,-0.67,,91.2,83.4,,0.438,0.875,0.19,0.25,0.5,0.392,,,,135.0,89.0,85.0,56.0,98.0,89.0,0.433,0.133,-0.14,0.58,84.9,89.9,0.329,0.37,0.078,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-08,747181,Lineout,field_out,True,606466,693821,Ketel Marte,Bryce Elder,0,fa4a9402-0b6a-4492-b54f-5fff604635ff,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,47.0,95.0,82.0,134.0,104.0,117.0,,,,0.138,0.295,,-4.59,-0.67,,91.2,83.4,,0.438,0.875,0.19,0.25,0.5,0.392,,,,135.0,89.0,85.0,56.0,98.0,89.0,0.433,0.133,-0.14,0.58,84.9,89.9,0.329,0.37,0.078,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-08,747181,Groundout,field_out,True,592626,693821,Joc Pederson,Bryce Elder,0,aeee57f2-f4b5-4b5c-b582-99903c233489,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,47.0,95.0,82.0,134.0,104.0,117.0,,,,0.138,0.295,,-4.59,-0.67,,91.2,83.4,,0.438,0.875,0.19,0.25,0.5,0.392,,,,135.0,89.0,85.0,56.0,98.0,89.0,0.433,0.133,-0.14,0.58,84.9,89.9,0.329,0.37,0.078,0.2,0.2,0.294,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-08,747181,Groundout,field_out,True,542303,700270,Marcell Ozuna,Yilber Diaz,0,6038f863-14c8-42ec-a015-8266de5e73be,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-08,747181,Strikeout,strikeout,True,594807,700270,Adam Duvall,Yilber Diaz,0,e3310017-56d7-40d6-b358-e080c71a86cb,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-08,747181,Flyout,field_out,True,592696,700270,Eddie Rosario,Yilber Diaz,0,0efbad49-414b-4c8f-a631-6707425dad7c,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
