,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-04-08,745363,Strikeout,strikeout,True,696285,605483,Jacob Young,Blake Snell,0,1654bc0f-c217-45eb-87ad-2c4c5978d691,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-08,745363,Groundout,field_out,True,608385,605483,Jesse Winker,Blake Snell,0,ec822021-6ad4-4725-b378-274c69134ab1,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-08,745363,Single,single,False,657041,605483,Lane Thomas,Blake Snell,0,8d4f02a3-c705-4595-aa32-4bff5f5dd891,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-08,745363,Strikeout,strikeout,True,608336,605483,Joey Gallo,Blake Snell,1,eae22c09-4824-4664-87e6-d0d02c445bea,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-08,745363,Single,single,False,808982,592866,Jung Hoo Lee,Trevor Williams,0,d29ac1dc-5aa0-40f3-bf73-a9f475c9c29f,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,,,,63.0,110.0,96.0,100.0,99.0,93.0,0.349,0.346,,0.18,2.04,0.66,,0.28,89.1,82.8,78.9,,0.211,0.3,0.187,,,,0.244,0.268,0.197,0.304,0.435,0.065,91.0,100.0,94.0,0.125,1.03,87.9,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-08,745363,Lineout,field_out,True,527038,592866,Wilmer Flores,Trevor Williams,0,9ff44104-3a53-47f2-a3ea-1c2e8c3109bf,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,,,,63.0,110.0,96.0,100.0,99.0,93.0,0.349,0.346,,0.18,2.04,0.66,,0.28,89.1,82.8,78.9,,0.211,0.3,0.187,,,,0.244,0.268,0.197,0.304,0.435,0.065,91.0,100.0,94.0,0.125,1.03,87.9,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-08,745363,Double,double,False,664774,592866,LaMonte Wade Jr.,Trevor Williams,1,a2c04e4f-7906-4717-9fc5-e6efcc448376,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,,,,63.0,110.0,96.0,100.0,99.0,93.0,0.349,0.346,,0.18,2.04,0.66,,0.28,89.1,82.8,78.9,,0.211,0.3,0.187,,,,0.244,0.268,0.197,0.304,0.435,0.065,91.0,100.0,94.0,0.125,1.03,87.9,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-08,745363,Walk,walk,False,624585,592866,Jorge Soler,Trevor Williams,0,e7789f99-bc48-4be3-95ce-d0f28ae95fb6,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,,,,63.0,110.0,96.0,100.0,99.0,93.0,0.349,0.346,,0.18,2.04,0.66,,0.28,89.1,82.8,78.9,,0.211,0.3,0.187,,,,0.244,0.268,0.197,0.304,0.435,0.065,91.0,100.0,94.0,0.125,1.03,87.9,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-08,745363,Flyout,field_out,True,656305,592866,Matt Chapman,Trevor Williams,1,4fe1495a-d721-46e2-9996-5ca6c3ae762c,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,,,,63.0,110.0,96.0,100.0,99.0,93.0,0.349,0.346,,0.18,2.04,0.66,,0.28,89.1,82.8,78.9,,0.211,0.3,0.187,,,,0.244,0.268,0.197,0.304,0.435,0.065,91.0,100.0,94.0,0.125,1.03,87.9,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-08,745363,Strikeout,strikeout,True,573262,592866,Mike Yastrzemski,Trevor Williams,0,d4179782-7b5a-415b-b046-4708063af039,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,,,,63.0,110.0,96.0,100.0,99.0,93.0,0.349,0.346,,0.18,2.04,0.66,,0.28,89.1,82.8,78.9,,0.211,0.3,0.187,,,,0.244,0.268,0.197,0.304,0.435,0.065,91.0,100.0,94.0,0.125,1.03,87.9,0.25,0.4,0.184,,,,,,,,,,,,,,,,,,,,,,,,
