,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-06-01,747111,Lineout,field_out,True,647351,519242,Abraham Toro,Chris Sale,0,f43f1a14-6218-4737-ac22-80e6f1ad179c,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-01,747111,Single,single,False,609280,519242,Miguel Andujar,Chris Sale,0,5accf387-2b57-466d-97cc-66085b80dc8e,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-01,747111,Strikeout,strikeout,True,667670,519242,Brent Rooker,Chris Sale,0,6f7581c9-51f9-4205-bf9d-86d7394d3fcc,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-01,747111,Single,single,False,669127,519242,Shea Langeliers,Chris Sale,1,9f1a7ffe-d80e-4ca7-89b9-29cc1a70b4b3,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-01,747111,Double,double,False,663662,519242,Daz Cameron,Chris Sale,1,1882e363-5a33-4f4a-8312-2d9ddbf61159,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-01,747111,Groundout,field_out,True,668709,519242,JJ Bleday,Chris Sale,1,0ebef349-14da-46df-b076-3c677ac89493,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,0.147,-0.27,-0.89,2.27,4.04,94.9,87.2,94.1,78.7,0.165,0.233,0.419,0.27,0.475,0.241,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-01,747111,Groundout,field_out,True,671739,605156,Michael Harris II,Aaron Brooks,0,20a0e75f-822c-4da6-89ba-ee6fc6c6617b,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,0.243,0.28,0.325,0.134,-3.06,0.96,-0.25,-1.78,92.1,85.0,91.9,85.2,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,0.293,0.39,0.068,107.0,98.0,96.0,0.017,5.07,79.5,,,,,,,,,,,,,,,,,,
7,2024-06-01,747111,Walk,walk,False,663586,605156,Austin Riley,Aaron Brooks,0,629bfa4f-5c47-4435-aff4-bc4028f08d13,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,0.243,0.28,0.325,0.134,-3.06,0.96,-0.25,-1.78,92.1,85.0,91.9,85.2,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,0.293,0.39,0.068,107.0,98.0,96.0,0.017,5.07,79.5,,,,,,,,,,,,,,,,,,
8,2024-06-01,747111,Home Run,home_run,False,542303,605156,Marcell Ozuna,Aaron Brooks,1,8332b815-0013-4f79-985f-ad57c0fb321b,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,0.243,0.28,0.325,0.134,-3.06,0.96,-0.25,-1.78,92.1,85.0,91.9,85.2,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,0.293,0.39,0.068,107.0,98.0,96.0,0.017,5.07,79.5,,,,,,,,,,,,,,,,,,
9,2024-06-01,747111,Groundout,field_out,True,621566,605156,Matt Olson,Aaron Brooks,0,dfef9ef1-15f1-44fc-afb2-24eca48699d9,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,0.243,0.28,0.325,0.134,-3.06,0.96,-0.25,-1.78,92.1,85.0,91.9,85.2,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,0.293,0.39,0.068,107.0,98.0,96.0,0.017,5.07,79.5,,,,,,,,,,,,,,,,,,
