,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC
0,2024-08-06,746840,Flyout,field_out,True,622534,684007,Manuel Margot,Shota Imanaga,0,a62948b0-d590-4c2f-892e-10991d4d0b35,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
1,2024-08-06,746840,Strikeout,strikeout,True,467793,684007,Carlos Santana,Shota Imanaga,0,16898b87-a70e-41e9-ac05-d0ad889d2a9d,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
2,2024-08-06,746840,Strikeout,strikeout,True,668904,684007,Royce Lewis,Shota Imanaga,0,0a8bbfac-0a4d-458c-a9ee-4c053fc11d76,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
3,2024-08-06,746840,Flyout,field_out,True,664023,641154,Ian Happ,Pablo López,0,7cac39cb-8919-4a49-acfd-e5cb2467a4e4,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,,,,,,,0.073,0.405,,,0.229,0.103,,0.19,2.39,,,-2.72,-0.79,-1.61,,-0.98,94.9,,,88.6,94.4,84.3,82.2,,0.164,0.304,0.267,,,,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,,,,0.432,0.659,0.147,,,,,,
4,2024-08-06,746840,Flyout,field_out,True,683737,641154,Michael Busch,Pablo López,0,c6184285-55af-4266-9987-2429bae955d9,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,,,,,,,0.073,0.405,,,0.229,0.103,,0.19,2.39,,,-2.72,-0.79,-1.61,,-0.98,94.9,,,88.6,94.4,84.3,82.2,,0.164,0.304,0.267,,,,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,,,,0.432,0.659,0.147,,,,,,
5,2024-08-06,746840,Single,single,False,673548,641154,Seiya Suzuki,Pablo López,0,2b9ba6da-5c0f-4bcc-915c-8db757fcdd7f,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,,,,,,,0.073,0.405,,,0.229,0.103,,0.19,2.39,,,-2.72,-0.79,-1.61,,-0.98,94.9,,,88.6,94.4,84.3,82.2,,0.164,0.304,0.267,,,,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,,,,0.432,0.659,0.147,,,,,,
6,2024-08-06,746840,Single,single,False,641355,641154,Cody Bellinger,Pablo López,1,18d5b4fd-3ebd-4f17-89bd-8280aa9df4bb,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,,,,,,,0.073,0.405,,,0.229,0.103,,0.19,2.39,,,-2.72,-0.79,-1.61,,-0.98,94.9,,,88.6,94.4,84.3,82.2,,0.164,0.304,0.267,,,,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,,,,0.432,0.659,0.147,,,,,,
7,2024-08-06,746840,Home Run,home_run,False,670623,641154,Isaac Paredes,Pablo López,1,79184440-9067-4e3c-bfce-89c723d5366f,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,,,,,,,0.073,0.405,,,0.229,0.103,,0.19,2.39,,,-2.72,-0.79,-1.61,,-0.98,94.9,,,88.6,94.4,84.3,82.2,,0.164,0.304,0.267,,,,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,,,,0.432,0.659,0.147,,,,,,
8,2024-08-06,746840,Lineout,field_out,True,663538,641154,Nico Hoerner,Pablo López,0,3a313da3-1714-4fdd-8f04-3fa97f8df95d,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,,,,,,,0.073,0.405,,,0.229,0.103,,0.19,2.39,,,-2.72,-0.79,-1.61,,-0.98,94.9,,,88.6,94.4,84.3,82.2,,0.164,0.304,0.267,,,,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,,,,0.432,0.659,0.147,,,,,,
9,2024-08-06,746840,Groundout,field_out,True,669304,684007,Jose Miranda,Shota Imanaga,0,43a80692-f60f-4fd1-87f6-9539a4d9d055,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,3.08,3.55,140.1,105.0,90.0,103.0,0.746,8.98,1.41,8.14,1.41,0.75,0.218,0.437,0.169,0.293,0.439,88.0,99.0,100.0,71.0,95.0,95.0,95.0,105.0,105.0,74.0,108.0,92.0,106.0,107.0,106.0,51.0,107.0,96.0,80.0,106.0,100.0,0.01,0.535,0.006,0.307,0.072,0.038,0.0,0.032,0.52,-6.3,0.93,2.36,-0.49,-0.73,-76.62,0.13,91.7,89.8,83.0,81.7,88.5,81.8,72.7,53.9,0.23,0.452,0.177,0.228,0.317,0.42,0.278,0.306,0.36,0.19,0.238,0.257,0.444,0.556,0.0,0.333,1.333,0.143,,,,,,,,,
