,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-10-14,775306,Home Run,home_run,False,596019,518489,Francisco Lindor,Ryan Brasier,0,fa05a09a-8247-4a04-9098-0bd408bc2f9a,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.54,3.46,28.0,107.0,95.0,106.0,0.806,8.04,1.61,7.07,0.96,1.06,0.225,0.45,0.125,0.35,0.468,93.0,111.0,107.0,96.0,95.0,90.0,102.0,110.0,111.0,78.0,103.0,104.0,0.163,0.294,0.12,0.422,4.25,4.05,1.24,-2.39,94.5,90.4,94.5,85.3,0.28,0.58,0.253,0.115,0.115,0.265,0.214,0.214,0.2,0.182,0.273,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-14,775306,Lineout,field_out,True,668901,518489,Mark Vientos,Ryan Brasier,0,86840c7f-7f21-46c9-9342-c02ed0470562,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.54,3.46,28.0,107.0,95.0,106.0,0.806,8.04,1.61,7.07,0.96,1.06,0.225,0.45,0.125,0.35,0.468,93.0,111.0,107.0,96.0,95.0,90.0,102.0,110.0,111.0,78.0,103.0,104.0,0.163,0.294,0.12,0.422,4.25,4.05,1.24,-2.39,94.5,90.4,94.5,85.3,0.28,0.58,0.253,0.115,0.115,0.265,0.214,0.214,0.2,0.182,0.273,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-14,775306,Walk,walk,False,607043,518489,Brandon Nimmo,Ryan Brasier,0,9e253ba0-ab79-48df-8d66-5e63e5740415,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.54,3.46,28.0,107.0,95.0,106.0,0.806,8.04,1.61,7.07,0.96,1.06,0.225,0.45,0.125,0.35,0.468,93.0,111.0,107.0,96.0,95.0,90.0,102.0,110.0,111.0,78.0,103.0,104.0,0.163,0.294,0.12,0.422,4.25,4.05,1.24,-2.39,94.5,90.4,94.5,85.3,0.28,0.58,0.253,0.115,0.115,0.265,0.214,0.214,0.2,0.182,0.273,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-14,775306,Grounded Into DP,grounded_into_double_play,True,624413,518489,Pete Alonso,Ryan Brasier,1,887e9515-8b52-4685-a4c1-298e2857030c,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.54,3.46,28.0,107.0,95.0,106.0,0.806,8.04,1.61,7.07,0.96,1.06,0.225,0.45,0.125,0.35,0.468,93.0,111.0,107.0,96.0,95.0,90.0,102.0,110.0,111.0,78.0,103.0,104.0,0.163,0.294,0.12,0.422,4.25,4.05,1.24,-2.39,94.5,90.4,94.5,85.3,0.28,0.58,0.253,0.115,0.115,0.265,0.214,0.214,0.2,0.182,0.273,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-10-14,775306,Strikeout,strikeout,True,660271,640455,Shohei Ohtani,Sean Manaea,0,9b90bd84-00f4-4d2c-ab1f-682bdf91e75d,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,1.13,0.97,1.36,0.37,92.3,88.4,92.3,79.5,0.174,0.435,0.32,0.167,0.295,0.311,0.201,0.333,0.21,0.222,0.25,0.179,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-10-14,775306,Strikeout,strikeout,True,605141,640455,Mookie Betts,Sean Manaea,0,fed033d7-bbca-4fb9-afb7-7a3ab58113d7,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,1.13,0.97,1.36,0.37,92.3,88.4,92.3,79.5,0.174,0.435,0.32,0.167,0.295,0.311,0.201,0.333,0.21,0.222,0.25,0.179,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-10-14,775306,Walk,walk,False,606192,640455,Teoscar Hernández,Sean Manaea,0,eabd4b90-f4b8-45bf-bde0-c58e597bc74f,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,1.13,0.97,1.36,0.37,92.3,88.4,92.3,79.5,0.174,0.435,0.32,0.167,0.295,0.311,0.201,0.333,0.21,0.222,0.25,0.179,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-10-14,775306,Flyout,field_out,True,518692,640455,Freddie Freeman,Sean Manaea,0,21dda4b1-f1e6-4582-9195-dff66f87f7d1,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,1.13,0.97,1.36,0.37,92.3,88.4,92.3,79.5,0.174,0.435,0.32,0.167,0.295,0.311,0.201,0.333,0.21,0.222,0.25,0.179,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-10-14,775306,Single,single,False,516782,689017,Starling Marte,Landon Knack,0,e75672c1-b01a-49be-a7a9-274bd73d154e,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,115.0,99.0,103.0,,,,120.0,105.0,104.0,,,,,0.463,,0.23,0.2,,,1.46,93.5,,,85.1,0.183,0.296,0.278,0.228,0.526,0.203,,,,,,,73.0,91.0,90.0,0.145,-0.24,84.2,,,,0.182,0.364,0.271,77.0,92.0,89.0,0.162,-1.55,79.6,0.333,0.485,0.206,,,,,,,,,,,,,,,
9,2024-10-14,775306,Walk,walk,False,608385,689017,Jesse Winker,Landon Knack,1,6809ca69-c888-4d41-b9a5-7b4cba31b868,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,115.0,99.0,103.0,,,,120.0,105.0,104.0,,,,,0.463,,0.23,0.2,,,1.46,93.5,,,85.1,0.183,0.296,0.278,0.228,0.526,0.203,,,,,,,73.0,91.0,90.0,0.145,-0.24,84.2,,,,0.182,0.364,0.271,77.0,92.0,89.0,0.162,-1.55,79.6,0.333,0.485,0.206,,,,,,,,,,,,,,,
