,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,CU%,wFS/C,wSI/C,wCU/C,vFS,vSI,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff
0,2024-06-21,745403,Strikeout,strikeout,True,668930,656302,Brice Turang,Dylan Cease,0,468f5fa2-ad3b-4d40-a72c-88b50e72b154,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-21,745403,Strikeout,strikeout,True,661388,656302,William Contreras,Dylan Cease,0,66c1b21d-5e62-41d5-bef1-f1730e2b6ba9,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-21,745403,Groundout,field_out,True,592885,656302,Christian Yelich,Dylan Cease,0,841a3b18-84b2-4e37-a6d5-300f2f4e85b0,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-21,745403,Flyout,field_out,True,650333,607067,Luis Arraez,Colin Rea,0,caae8929-9463-4f6d-8dc1-120f7cdefdb9,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,69.0,109.0,95.0,108.0,105.0,108.0,,,,76.0,95.0,89.0,0.172,0.226,0.171,,,-0.12,-0.36,3.37,,,92.7,87.8,,82.1,,0.062,0.077,0.227,0.23,0.365,0.239,0.444,0.833,0.111,0.277,0.553,0.159,,,,107.0,106.0,103.0,85.0,101.0,95.0,78.0,98.0,100.0,0.306,0.082,0.043,-0.32,-0.27,-5.02,86.4,92.3,78.3,0.276,0.44,0.109,0.243,0.297,0.26
4,2024-06-21,745403,Groundout,field_out,True,665487,607067,Fernando Tatis Jr.,Colin Rea,0,cd977490-7400-4a8d-8ee5-74b489b923a3,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,69.0,109.0,95.0,108.0,105.0,108.0,,,,76.0,95.0,89.0,0.172,0.226,0.171,,,-0.12,-0.36,3.37,,,92.7,87.8,,82.1,,0.062,0.077,0.227,0.23,0.365,0.239,0.444,0.833,0.111,0.277,0.553,0.159,,,,107.0,106.0,103.0,85.0,101.0,95.0,78.0,98.0,100.0,0.306,0.082,0.043,-0.32,-0.27,-5.02,86.4,92.3,78.3,0.276,0.44,0.109,0.243,0.297,0.26
5,2024-06-21,745403,Groundout,field_out,True,595777,607067,Jurickson Profar,Colin Rea,0,7b6fa57d-684b-4e0b-847b-ad460b619728,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,69.0,109.0,95.0,108.0,105.0,108.0,,,,76.0,95.0,89.0,0.172,0.226,0.171,,,-0.12,-0.36,3.37,,,92.7,87.8,,82.1,,0.062,0.077,0.227,0.23,0.365,0.239,0.444,0.833,0.111,0.277,0.553,0.159,,,,107.0,106.0,103.0,85.0,101.0,95.0,78.0,98.0,100.0,0.306,0.082,0.043,-0.32,-0.27,-5.02,86.4,92.3,78.3,0.276,0.44,0.109,0.243,0.297,0.26
6,2024-06-21,745403,Strikeout,strikeout,True,642715,656302,Willy Adames,Dylan Cease,0,db3f820b-85eb-42bc-8bb7-037706074796,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-21,745403,Single,single,False,686217,656302,Sal Frelick,Dylan Cease,0,ccc26841-3248-4cee-9703-4fc1a34335bd,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-21,745403,Strikeout,strikeout,True,656555,656302,Rhys Hoskins,Dylan Cease,0,78a9c7ca-5507-4117-b25f-9421281fb875,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-21,745403,Groundout,field_out,True,672012,656302,Tyler Black,Dylan Cease,0,22866f68-a8f5-4cab-8372-6724aa22dea1,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,113.0,101.0,105.0,108.0,99.0,104.0,113.0,89.0,90.0,0.435,0.01,0.462,0.081,0.013,-0.1,-5.15,1.62,-0.64,-4.3,96.8,91.8,69.5,87.1,82.7,0.182,0.273,0.379,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-21,745403,Single,single,False,630105,607067,Jake Cronenworth,Colin Rea,0,e9ec3943-de1a-45f5-9f1a-f96deef0c9b7,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,69.0,109.0,95.0,108.0,105.0,108.0,,,,76.0,95.0,89.0,0.172,0.226,0.171,,,-0.12,-0.36,3.37,,,92.7,87.8,,82.1,,0.062,0.077,0.227,0.23,0.365,0.239,0.444,0.833,0.111,0.277,0.553,0.159,,,,107.0,106.0,103.0,85.0,101.0,95.0,78.0,98.0,100.0,0.306,0.082,0.043,-0.32,-0.27,-5.02,86.4,92.3,78.3,0.276,0.44,0.109,0.243,0.297,0.26
11,2024-06-21,745403,Single,single,False,592518,607067,Manny Machado,Colin Rea,1,6194c4b7-2ad6-48b6-bb5c-d48dff958896,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,69.0,109.0,95.0,108.0,105.0,108.0,,,,76.0,95.0,89.0,0.172,0.226,0.171,,,-0.12,-0.36,3.37,,,92.7,87.8,,82.1,,0.062,0.077,0.227,0.23,0.365,0.239,0.444,0.833,0.111,0.277,0.553,0.159,,,,107.0,106.0,103.0,85.0,101.0,95.0,78.0,98.0,100.0,0.306,0.082,0.043,-0.32,-0.27,-5.02,86.4,92.3,78.3,0.276,0.44,0.109,0.243,0.297,0.26
12,2024-06-21,745403,Forceout,force_out,True,701538,607067,Jackson Merrill,Colin Rea,1,a5306ea3-c998-4f9c-86a3-e989c1ac66b5,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,69.0,109.0,95.0,108.0,105.0,108.0,,,,76.0,95.0,89.0,0.172,0.226,0.171,,,-0.12,-0.36,3.37,,,92.7,87.8,,82.1,,0.062,0.077,0.227,0.23,0.365,0.239,0.444,0.833,0.111,0.277,0.553,0.159,,,,107.0,106.0,103.0,85.0,101.0,95.0,78.0,98.0,100.0,0.306,0.082,0.043,-0.32,-0.27,-5.02,86.4,92.3,78.3,0.276,0.44,0.109,0.243,0.297,0.26
13,2024-06-21,745403,Walk,walk,False,444482,607067,David Peralta,Colin Rea,1,92041bec-4126-4053-9c70-6eaec0db9735,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,69.0,109.0,95.0,108.0,105.0,108.0,,,,76.0,95.0,89.0,0.172,0.226,0.171,,,-0.12,-0.36,3.37,,,92.7,87.8,,82.1,,0.062,0.077,0.227,0.23,0.365,0.239,0.444,0.833,0.111,0.277,0.553,0.159,,,,107.0,106.0,103.0,85.0,101.0,95.0,78.0,98.0,100.0,0.306,0.082,0.043,-0.32,-0.27,-5.02,86.4,92.3,78.3,0.276,0.44,0.109,0.243,0.297,0.26
