,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,FO%,CU%,wFC/C,wFO/C,wCU/C,vFC,vFO,vCU,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff
0,2024-10-13,775307,Groundout,field_out,True,596019,656427,Francisco Lindor,Jack Flaherty,0,7c8ee0a0-8f1a-422b-84fe-7958e149c913,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-13,775307,Strikeout,strikeout,True,668901,656427,Mark Vientos,Jack Flaherty,0,1bfbd70d-af48-4b83-aa33-88890915059d,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-13,775307,Lineout,field_out,True,607043,656427,Brandon Nimmo,Jack Flaherty,0,cb49c0c4-6d89-45dc-afb9-a7a93849b133,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-13,775307,Groundout,field_out,True,660271,673540,Shohei Ohtani,Kodai Senga,0,e77a0c5e-c41e-4a14-81b9-abeb24d2c14f,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,,,,122.0,98.0,99.0,,,,90.0,86.0,91.0,,,,,0.397,0.11,,,5.29,,2.13,,,95.8,,,81.8,,0.0,0.0,0.313,,,,,,,,,,,,,155.0,163.0,226.0,88.0,106.0,93.0,0.151,0.329,0.014,-4.65,1.41,19.61,92.3,83.1,70.8,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,
4,2024-10-13,775307,Walk,walk,False,605141,673540,Mookie Betts,Kodai Senga,0,93bb1113-3b2f-4a1a-960d-bef1bb6592c0,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,,,,122.0,98.0,99.0,,,,90.0,86.0,91.0,,,,,0.397,0.11,,,5.29,,2.13,,,95.8,,,81.8,,0.0,0.0,0.313,,,,,,,,,,,,,155.0,163.0,226.0,88.0,106.0,93.0,0.151,0.329,0.014,-4.65,1.41,19.61,92.3,83.1,70.8,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,
5,2024-10-13,775307,Walk,walk,False,518692,673540,Freddie Freeman,Kodai Senga,1,82528440-adde-4071-94dc-424b4aba955b,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,,,,122.0,98.0,99.0,,,,90.0,86.0,91.0,,,,,0.397,0.11,,,5.29,,2.13,,,95.8,,,81.8,,0.0,0.0,0.313,,,,,,,,,,,,,155.0,163.0,226.0,88.0,106.0,93.0,0.151,0.329,0.014,-4.65,1.41,19.61,92.3,83.1,70.8,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,
6,2024-10-13,775307,Walk,walk,False,606192,673540,Teoscar Hernández,Kodai Senga,1,fe94237b-b49f-4f56-93a8-7cdd325483f9,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,,,,122.0,98.0,99.0,,,,90.0,86.0,91.0,,,,,0.397,0.11,,,5.29,,2.13,,,95.8,,,81.8,,0.0,0.0,0.313,,,,,,,,,,,,,155.0,163.0,226.0,88.0,106.0,93.0,0.151,0.329,0.014,-4.65,1.41,19.61,92.3,83.1,70.8,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,
7,2024-10-13,775307,Flyout,field_out,True,669257,673540,Will Smith,Kodai Senga,0,72ad3a7d-3312-41e5-a66e-a86a0427a960,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,,,,122.0,98.0,99.0,,,,90.0,86.0,91.0,,,,,0.397,0.11,,,5.29,,2.13,,,95.8,,,81.8,,0.0,0.0,0.313,,,,,,,,,,,,,155.0,163.0,226.0,88.0,106.0,93.0,0.151,0.329,0.014,-4.65,1.41,19.61,92.3,83.1,70.8,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,
8,2024-10-13,775307,Single,single,False,571970,673540,Max Muncy,Kodai Senga,1,0dade473-f94e-493d-a25e-6fa0f63584a3,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,,,,122.0,98.0,99.0,,,,90.0,86.0,91.0,,,,,0.397,0.11,,,5.29,,2.13,,,95.8,,,81.8,,0.0,0.0,0.313,,,,,,,,,,,,,155.0,163.0,226.0,88.0,106.0,93.0,0.151,0.329,0.014,-4.65,1.41,19.61,92.3,83.1,70.8,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,
9,2024-10-13,775307,Groundout,field_out,True,571771,673540,Enrique Hernández,Kodai Senga,1,f5b4a12d-d848-4f80-80e0-e1ce09373f10,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,,,,122.0,98.0,99.0,,,,90.0,86.0,91.0,,,,,0.397,0.11,,,5.29,,2.13,,,95.8,,,81.8,,0.0,0.0,0.313,,,,,,,,,,,,,155.0,163.0,226.0,88.0,106.0,93.0,0.151,0.329,0.014,-4.65,1.41,19.61,92.3,83.1,70.8,0.2,0.2,0.333,0.25,1.0,0.143,,,,,,,,,
