,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff
0,2024-09-03,745778,Strikeout,strikeout,True,608701,656849,Rob Refsnyder,David Peterson,0,bab0243e-758d-4859-b68c-b8cb94c8b998,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.75,4.87,98.1,98.0,94.0,96.0,0.776,7.41,3.66,8.15,0.73,1.84,0.247,0.358,0.122,0.306,0.413,95.0,88.0,92.0,85.0,103.0,101.0,69.0,103.0,94.0,103.0,96.0,94.0,115.0,99.0,104.0,0.313,0.257,0.183,0.078,0.169,-0.02,1.66,-1.44,0.34,0.29,93.2,84.7,92.0,85.3,79.1,0.264,0.372,0.147,0.244,0.293,0.284,0.273,0.429,0.322,0.17,0.264,0.274,0.192,0.346,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-03,745778,Single,single,False,680776,656849,Jarren Duran,David Peterson,0,d15bdc92-1410-4a4f-9b1a-6ce7b7c15cb3,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.75,4.87,98.1,98.0,94.0,96.0,0.776,7.41,3.66,8.15,0.73,1.84,0.247,0.358,0.122,0.306,0.413,95.0,88.0,92.0,85.0,103.0,101.0,69.0,103.0,94.0,103.0,96.0,94.0,115.0,99.0,104.0,0.313,0.257,0.183,0.078,0.169,-0.02,1.66,-1.44,0.34,0.29,93.2,84.7,92.0,85.3,79.1,0.264,0.372,0.147,0.244,0.293,0.284,0.273,0.429,0.322,0.17,0.264,0.274,0.192,0.346,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-03,745778,Strikeout,strikeout,True,641933,656849,Tyler O'Neill,David Peterson,0,39b93786-4c36-4412-82b8-c94bbd184d28,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.75,4.87,98.1,98.0,94.0,96.0,0.776,7.41,3.66,8.15,0.73,1.84,0.247,0.358,0.122,0.306,0.413,95.0,88.0,92.0,85.0,103.0,101.0,69.0,103.0,94.0,103.0,96.0,94.0,115.0,99.0,104.0,0.313,0.257,0.183,0.078,0.169,-0.02,1.66,-1.44,0.34,0.29,93.2,84.7,92.0,85.3,79.1,0.264,0.372,0.147,0.244,0.293,0.284,0.273,0.429,0.322,0.17,0.264,0.274,0.192,0.346,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-03,745778,Strikeout,strikeout,True,646240,656849,Rafael Devers,David Peterson,0,19924a93-9b8d-4ee6-8b87-4531f616545c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.75,4.87,98.1,98.0,94.0,96.0,0.776,7.41,3.66,8.15,0.73,1.84,0.247,0.358,0.122,0.306,0.413,95.0,88.0,92.0,85.0,103.0,101.0,69.0,103.0,94.0,103.0,96.0,94.0,115.0,99.0,104.0,0.313,0.257,0.183,0.078,0.169,-0.02,1.66,-1.44,0.34,0.29,93.2,84.7,92.0,85.3,79.1,0.264,0.372,0.147,0.244,0.293,0.284,0.273,0.429,0.322,0.17,0.264,0.274,0.192,0.346,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-03,745778,Strikeout,strikeout,True,596019,676710,Francisco Lindor,Kutter Crawford,0,5e55bc44-7bc4-4192-945d-2465aa148fcd,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.08,3.8,161.0,105.0,107.0,107.0,0.766,8.33,2.46,7.21,1.62,0.67,0.252,0.423,0.173,0.298,0.449,,,,,,,110.0,110.0,113.0,,,,100.0,99.0,101.0,,0.349,0.192,,,0.05,,-0.62,,,92.6,,,80.8,,,,,0.237,0.46,0.201,,,,,,,0.174,0.217,0.209,94.0,94.0,97.0,113.0,105.0,105.0,89.0,100.0,106.0,0.311,0.083,0.065,0.67,0.42,0.38,87.5,82.5,77.2,0.202,0.424,0.271,0.223,0.438,0.255,0.18,0.262,0.417
5,2024-09-03,745778,Strikeout,strikeout,True,607043,676710,Brandon Nimmo,Kutter Crawford,0,9b7252dd-a52d-4cff-b661-3a3b8a39322b,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.08,3.8,161.0,105.0,107.0,107.0,0.766,8.33,2.46,7.21,1.62,0.67,0.252,0.423,0.173,0.298,0.449,,,,,,,110.0,110.0,113.0,,,,100.0,99.0,101.0,,0.349,0.192,,,0.05,,-0.62,,,92.6,,,80.8,,,,,0.237,0.46,0.201,,,,,,,0.174,0.217,0.209,94.0,94.0,97.0,113.0,105.0,105.0,89.0,100.0,106.0,0.311,0.083,0.065,0.67,0.42,0.38,87.5,82.5,77.2,0.202,0.424,0.271,0.223,0.438,0.255,0.18,0.262,0.417
6,2024-09-03,745778,Groundout,field_out,True,668901,676710,Mark Vientos,Kutter Crawford,0,c1640bae-6be9-4d27-9e1b-0043ee2ede44,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.08,3.8,161.0,105.0,107.0,107.0,0.766,8.33,2.46,7.21,1.62,0.67,0.252,0.423,0.173,0.298,0.449,,,,,,,110.0,110.0,113.0,,,,100.0,99.0,101.0,,0.349,0.192,,,0.05,,-0.62,,,92.6,,,80.8,,,,,0.237,0.46,0.201,,,,,,,0.174,0.217,0.209,94.0,94.0,97.0,113.0,105.0,105.0,89.0,100.0,106.0,0.311,0.083,0.065,0.67,0.42,0.38,87.5,82.5,77.2,0.202,0.424,0.271,0.223,0.438,0.255,0.18,0.262,0.417
7,2024-09-03,745778,Strikeout,strikeout,True,663853,656849,Romy Gonzalez,David Peterson,0,8689b576-1ddb-4bf3-9d37-6b6eee23e7c2,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.75,4.87,98.1,98.0,94.0,96.0,0.776,7.41,3.66,8.15,0.73,1.84,0.247,0.358,0.122,0.306,0.413,95.0,88.0,92.0,85.0,103.0,101.0,69.0,103.0,94.0,103.0,96.0,94.0,115.0,99.0,104.0,0.313,0.257,0.183,0.078,0.169,-0.02,1.66,-1.44,0.34,0.29,93.2,84.7,92.0,85.3,79.1,0.264,0.372,0.147,0.244,0.293,0.284,0.273,0.429,0.322,0.17,0.264,0.274,0.192,0.346,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-03,745778,Groundout,field_out,True,807799,656849,Masataka Yoshida,David Peterson,0,e84edc9b-2bf8-44b3-9cf3-7f0c6a3e9472,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.75,4.87,98.1,98.0,94.0,96.0,0.776,7.41,3.66,8.15,0.73,1.84,0.247,0.358,0.122,0.306,0.413,95.0,88.0,92.0,85.0,103.0,101.0,69.0,103.0,94.0,103.0,96.0,94.0,115.0,99.0,104.0,0.313,0.257,0.183,0.078,0.169,-0.02,1.66,-1.44,0.34,0.29,93.2,84.7,92.0,85.3,79.1,0.264,0.372,0.147,0.244,0.293,0.284,0.273,0.429,0.322,0.17,0.264,0.274,0.192,0.346,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-03,745778,Single,single,False,643376,656849,Danny Jansen,David Peterson,0,bcf7f854-01fe-4d39-97e8-800572bf4662,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.75,4.87,98.1,98.0,94.0,96.0,0.776,7.41,3.66,8.15,0.73,1.84,0.247,0.358,0.122,0.306,0.413,95.0,88.0,92.0,85.0,103.0,101.0,69.0,103.0,94.0,103.0,96.0,94.0,115.0,99.0,104.0,0.313,0.257,0.183,0.078,0.169,-0.02,1.66,-1.44,0.34,0.29,93.2,84.7,92.0,85.3,79.1,0.264,0.372,0.147,0.244,0.293,0.284,0.273,0.429,0.322,0.17,0.264,0.274,0.192,0.346,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
