,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-03,745728,Strikeout,strikeout,True,663697,607074,Jonathan India,Carlos Rodón,0,104b0c7c-615c-412d-a19e-5d4163f9aaa4,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.353,0.647,0.255,0.333,0.4,0.35,,,,,,,,,,,,,,,,,,
1,2024-07-03,745728,Strikeout,strikeout,True,682829,607074,Elly De La Cruz,Carlos Rodón,0,00337e7f-c518-43b8-8d42-1bc9cc0f19ee,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.353,0.647,0.255,0.333,0.4,0.35,,,,,,,,,,,,,,,,,,
2,2024-07-03,745728,Flyout,field_out,True,600869,607074,Jeimer Candelario,Carlos Rodón,0,1eff64da-08f9-4bdf-b695-778ffa67997d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.353,0.647,0.255,0.333,0.4,0.35,,,,,,,,,,,,,,,,,,
3,2024-07-03,745728,Pop Out,field_out,True,683011,671096,Anthony Volpe,Andrew Abbott,0,4f4a84ed-a1f2-43d7-a3bb-f8e9b048c1fc,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,,,,0.546,,0.165,0.121,0.167,0.21,,0.44,-1.54,0.81,92.9,,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,,,,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,
4,2024-07-03,745728,Single,single,False,665742,671096,Juan Soto,Andrew Abbott,0,ec56fd17-7a12-4eb6-9db8-8968ab36f6ca,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,,,,0.546,,0.165,0.121,0.167,0.21,,0.44,-1.54,0.81,92.9,,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,,,,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,
5,2024-07-03,745728,Flyout,field_out,True,592450,671096,Aaron Judge,Andrew Abbott,0,9fa6ecb4-bd6c-4c98-9ea5-fff3eaf13cb4,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,,,,0.546,,0.165,0.121,0.167,0.21,,0.44,-1.54,0.81,92.9,,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,,,,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,
6,2024-07-03,745728,Forceout,force_out,True,605204,671096,J.D. Davis,Andrew Abbott,1,3a5d0139-6638-40df-adf7-df8b053eb89e,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,,,,0.546,,0.165,0.121,0.167,0.21,,0.44,-1.54,0.81,92.9,,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,,,,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,
7,2024-07-03,745728,Flyout,field_out,True,668715,607074,Spencer Steer,Carlos Rodón,0,51312259-8b2d-4d58-9748-d50a2fce7b34,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.353,0.647,0.255,0.333,0.4,0.35,,,,,,,,,,,,,,,,,,
8,2024-07-03,745728,Single,single,False,663886,607074,Tyler Stephenson,Carlos Rodón,0,91ec22bd-2301-4e4e-9f90-4f21b453156a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.353,0.647,0.255,0.333,0.4,0.35,,,,,,,,,,,,,,,,,,
9,2024-07-03,745728,Home Run,home_run,False,682622,607074,Noelvi Marte,Carlos Rodón,1,390fd7b5-964d-46c1-b26f-69df1f3abfd2,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,143.0,103.0,112.0,100.0,83.0,83.0,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,-1.56,-1.37,1.54,95.5,91.8,85.3,86.8,81.0,0.261,0.531,0.202,0.237,0.43,0.388,0.171,0.195,0.49,0.353,0.647,0.255,0.333,0.4,0.35,,,,,,,,,,,,,,,,,,
