,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-20,744935,Strikeout,strikeout,True,502054,621244,Tommy Pham,José Berríos,0,e997d37a-18ac-46aa-a461-121c09fecc65,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
1,2024-05-20,744935,Strikeout,strikeout,True,683734,621244,Andrew Vaughn,José Berríos,0,a67286b9-9179-426a-83f1-e19c6c91b3d7,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
2,2024-05-20,744935,Flyout,field_out,True,657757,621244,Gavin Sheets,José Berríos,0,4ed294e4-920d-4261-a97e-bdcf5f269d21,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
3,2024-05-20,744935,Lineout,field_out,True,676914,607200,Davis Schneider,Erick Fedde,0,65780acb-fcd5-4f9b-8f4a-5e27bf6dc7bc,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,78.0,104.0,97.0,0.306,0.001,0.299,,0.196,-1.85,1.18,0.74,,0.17,94.1,90.1,87.9,93.2,,0.246,0.358,0.203,,,,0.216,0.295,0.142,,,,0.242,0.387,0.258,127.0,101.0,105.0,0.198,0.47,83.7,0.184,0.382,0.26,,,,,,,,,,,,
4,2024-05-20,744935,Flyout,field_out,True,643376,607200,Danny Jansen,Erick Fedde,0,f5d74f60-fd3b-44d2-9ae5-aadff4095151,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,78.0,104.0,97.0,0.306,0.001,0.299,,0.196,-1.85,1.18,0.74,,0.17,94.1,90.1,87.9,93.2,,0.246,0.358,0.203,,,,0.216,0.295,0.142,,,,0.242,0.387,0.258,127.0,101.0,105.0,0.198,0.47,83.7,0.184,0.382,0.26,,,,,,,,,,,,
5,2024-05-20,744935,Groundout,field_out,True,665489,607200,Vladimir Guerrero Jr.,Erick Fedde,0,82514117-5470-4ee7-83da-eecb5f92fce6,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,78.0,104.0,97.0,0.306,0.001,0.299,,0.196,-1.85,1.18,0.74,,0.17,94.1,90.1,87.9,93.2,,0.246,0.358,0.203,,,,0.216,0.295,0.142,,,,0.242,0.387,0.258,127.0,101.0,105.0,0.198,0.47,83.7,0.184,0.382,0.26,,,,,,,,,,,,
6,2024-05-20,744935,Single,single,False,650391,621244,Eloy Jiménez,José Berríos,0,760e0e71-cd4e-469f-9890-29dc2f78a4ef,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
7,2024-05-20,744935,Grounded Into DP,grounded_into_double_play,True,643217,621244,Andrew Benintendi,José Berríos,1,5f8f1be1-3f9c-48bd-9aa0-a0e93af50385,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
8,2024-05-20,744935,Single,single,False,657557,621244,Paul DeJong,José Berríos,0,dfa5df69-c6d9-4d70-aa00-84f5e534f991,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
9,2024-05-20,744935,Single,single,False,686676,621244,Korey Lee,José Berríos,1,ce1dd1b9-b4a7-42ca-95d1-4167747ec43f,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
