,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-05-03,745914,Field Error,field_error,False,680776,663978,Jarren Duran,Chris Paddack,0,65613b10-089a-4e60-a1b6-d572828f9647,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-03,745914,Double,double,False,646240,663978,Rafael Devers,Chris Paddack,1,c4a3ece3-9f17-442e-b1fc-3b31938137a4,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-03,745914,Strikeout,strikeout,True,641933,663978,Tyler O'Neill,Chris Paddack,0,c684d1f9-ad9c-438b-b3db-ccc7a2812ed4,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-03,745914,Pop Out,field_out,True,677800,663978,Wilyer Abreu,Chris Paddack,0,e131d657-14fc-4609-9250-b37e7a30076f,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-03,745914,Groundout,field_out,True,643265,663978,Garrett Cooper,Chris Paddack,0,99036168-21cc-48cd-82c2-07b4d5aa2c34,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-03,745914,Strikeout,strikeout,True,666135,656557,Alex Kirilloff,Tanner Houck,0,56c9e7e1-26aa-49bb-95d4-18ee3607e5f5,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,115.0,102.0,113.0,,0.423,,,,1.85,,,,,83.1,,,,,,,,0.191,0.275,0.294,,,,96.0,103.0,97.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,-0.99,1.83,0.49,87.1,88.4,93.4,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235
6,2024-05-03,745914,Walk,walk,False,666397,656557,Edouard Julien,Tanner Houck,0,162e35bd-9d91-4d7a-b8c7-5bb92576b4f8,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,115.0,102.0,113.0,,0.423,,,,1.85,,,,,83.1,,,,,,,,0.191,0.275,0.294,,,,96.0,103.0,97.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,-0.99,1.83,0.49,87.1,88.4,93.4,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235
7,2024-05-03,745914,Strikeout,strikeout,True,680777,656557,Ryan Jeffers,Tanner Houck,1,650ed646-92b3-4f82-b4a7-8e78327759f8,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,115.0,102.0,113.0,,0.423,,,,1.85,,,,,83.1,,,,,,,,0.191,0.275,0.294,,,,96.0,103.0,97.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,-0.99,1.83,0.49,87.1,88.4,93.4,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235
8,2024-05-03,745914,Groundout,field_out,True,596146,656557,Max Kepler,Tanner Houck,0,c4c4c9e9-525e-4459-873d-bfd54930122b,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,115.0,102.0,113.0,,0.423,,,,1.85,,,,,83.1,,,,,,,,0.191,0.275,0.294,,,,96.0,103.0,97.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,-0.99,1.83,0.49,87.1,88.4,93.4,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235
9,2024-05-03,745914,Groundout,field_out,True,642086,663978,Dominic Smith,Chris Paddack,0,cb9e1ed3-3fa2-4be4-b18b-096434831d4c,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
