,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vCH,vKC,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,ST_slg,ST_whiff
0,2024-08-26,746628,Strikeout,strikeout,True,686681,680704,Michael Massey,Nick Sandlin,0,c881cfe5-d25d-4c39-94ca-c782f4f6256a,680704.0,nicksandlin,Sandlin,Right,Nick Sandlin,CLE,3.72,4.2,48.1,94.0,93.0,94.0,0.669,10.43,4.1,6.33,1.68,0.76,0.178,0.449,0.161,0.373,0.375,88.0,97.0,93.0,90.0,86.0,84.0,114.0,91.0,100.0,73.0,98.0,88.0,0.088,0.291,0.263,0.358,-0.77,3.98,-3.19,-0.54,92.6,84.5,92.4,79.3,0.236,0.455,0.408,0.268,0.512,0.187,0.078,0.196,0.487,0.286,0.619,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-26,746628,Walk,walk,False,677951,680704,Bobby Witt Jr.,Nick Sandlin,0,ed1fdccd-facd-4097-90bf-726af4f9c06d,680704.0,nicksandlin,Sandlin,Right,Nick Sandlin,CLE,3.72,4.2,48.1,94.0,93.0,94.0,0.669,10.43,4.1,6.33,1.68,0.76,0.178,0.449,0.161,0.373,0.375,88.0,97.0,93.0,90.0,86.0,84.0,114.0,91.0,100.0,73.0,98.0,88.0,0.088,0.291,0.263,0.358,-0.77,3.98,-3.19,-0.54,92.6,84.5,92.4,79.3,0.236,0.455,0.408,0.268,0.512,0.187,0.078,0.196,0.487,0.286,0.619,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-26,746628,Strikeout,strikeout,True,686469,680704,Vinnie Pasquantino,Nick Sandlin,0,9eefbc1c-7602-405f-be33-ae7f7fca8b0d,680704.0,nicksandlin,Sandlin,Right,Nick Sandlin,CLE,3.72,4.2,48.1,94.0,93.0,94.0,0.669,10.43,4.1,6.33,1.68,0.76,0.178,0.449,0.161,0.373,0.375,88.0,97.0,93.0,90.0,86.0,84.0,114.0,91.0,100.0,73.0,98.0,88.0,0.088,0.291,0.263,0.358,-0.77,3.98,-3.19,-0.54,92.6,84.5,92.4,79.3,0.236,0.455,0.408,0.268,0.512,0.187,0.078,0.196,0.487,0.286,0.619,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-26,746628,Walk,walk,False,521692,680704,Salvador Perez,Nick Sandlin,1,a5545bdd-071c-42ad-83dc-d77700b036d3,680704.0,nicksandlin,Sandlin,Right,Nick Sandlin,CLE,3.72,4.2,48.1,94.0,93.0,94.0,0.669,10.43,4.1,6.33,1.68,0.76,0.178,0.449,0.161,0.373,0.375,88.0,97.0,93.0,90.0,86.0,84.0,114.0,91.0,100.0,73.0,98.0,88.0,0.088,0.291,0.263,0.358,-0.77,3.98,-3.19,-0.54,92.6,84.5,92.4,79.3,0.236,0.455,0.408,0.268,0.512,0.187,0.078,0.196,0.487,0.286,0.619,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-26,746628,Pop Out,field_out,True,669004,680704,MJ Melendez,Nick Sandlin,0,1ec1b99b-22c9-4202-88c0-66c56bafe027,680704.0,nicksandlin,Sandlin,Right,Nick Sandlin,CLE,3.72,4.2,48.1,94.0,93.0,94.0,0.669,10.43,4.1,6.33,1.68,0.76,0.178,0.449,0.161,0.373,0.375,88.0,97.0,93.0,90.0,86.0,84.0,114.0,91.0,100.0,73.0,98.0,88.0,0.088,0.291,0.263,0.358,-0.77,3.98,-3.19,-0.54,92.6,84.5,92.4,79.3,0.236,0.455,0.408,0.268,0.512,0.187,0.078,0.196,0.487,0.286,0.619,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-26,746628,Groundout,field_out,True,680757,666142,Steven Kwan,Cole Ragans,0,87beefae-60f1-4d32-a77e-d5e562389790,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,107.0,101.0,107.0,,,,132.0,104.0,113.0,,,,,0.414,,0.125,0.74,,,-0.41,95.5,,,86.3,0.213,0.326,0.338,0.213,0.382,0.237,,,,,,,111.0,99.0,103.0,101.0,94.0,99.0,89.0,95.0,91.0,0.119,0.097,0.245,0.4,1.19,1.14,90.9,84.9,80.8,0.196,0.301,0.477,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,
6,2024-08-26,746628,Single,single,False,657041,666142,Lane Thomas,Cole Ragans,0,8a50cbc8-c75f-4bb7-bc91-e253b17a0267,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,107.0,101.0,107.0,,,,132.0,104.0,113.0,,,,,0.414,,0.125,0.74,,,-0.41,95.5,,,86.3,0.213,0.326,0.338,0.213,0.382,0.237,,,,,,,111.0,99.0,103.0,101.0,94.0,99.0,89.0,95.0,91.0,0.119,0.097,0.245,0.4,1.19,1.14,90.9,84.9,80.8,0.196,0.301,0.477,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,
7,2024-08-26,746628,Forceout,force_out,True,608070,666142,José Ramírez,Cole Ragans,1,5a075144-9887-4322-8c23-dbe8fe36036e,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,107.0,101.0,107.0,,,,132.0,104.0,113.0,,,,,0.414,,0.125,0.74,,,-0.41,95.5,,,86.3,0.213,0.326,0.338,0.213,0.382,0.237,,,,,,,111.0,99.0,103.0,101.0,94.0,99.0,89.0,95.0,91.0,0.119,0.097,0.245,0.4,1.19,1.14,90.9,84.9,80.8,0.196,0.301,0.477,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,
8,2024-08-26,746628,Walk,walk,False,681807,666142,David Fry,Cole Ragans,1,74bdd40f-f060-46ea-a952-82ceeb43fd20,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,107.0,101.0,107.0,,,,132.0,104.0,113.0,,,,,0.414,,0.125,0.74,,,-0.41,95.5,,,86.3,0.213,0.326,0.338,0.213,0.382,0.237,,,,,,,111.0,99.0,103.0,101.0,94.0,99.0,89.0,95.0,91.0,0.119,0.097,0.245,0.4,1.19,1.14,90.9,84.9,80.8,0.196,0.301,0.477,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,
9,2024-08-26,746628,Strikeout,strikeout,True,647304,666142,Josh Naylor,Cole Ragans,0,49752d5b-168a-4e1d-a0cc-24f168114d46,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,107.0,101.0,107.0,,,,132.0,104.0,113.0,,,,,0.414,,0.125,0.74,,,-0.41,95.5,,,86.3,0.213,0.326,0.338,0.213,0.382,0.237,,,,,,,111.0,99.0,103.0,101.0,94.0,99.0,89.0,95.0,91.0,0.119,0.097,0.245,0.4,1.19,1.14,90.9,84.9,80.8,0.196,0.301,0.477,0.344,0.443,0.217,0.154,0.154,0.328,,,,,,,,,
