,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-06,745221,Groundout,field_out,True,663837,622491,Matt Vierling,Luis Castillo,0,53285926-08a3-46e5-9f0c-b021e1ed9674,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-06,745221,Strikeout,strikeout,True,690993,622491,Colt Keith,Luis Castillo,0,a05ebcf0-f0eb-4374-90d4-1e840fa25525,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-06,745221,Lineout,field_out,True,672761,622491,Wenceel Pérez,Luis Castillo,0,5707dbb4-aa9c-4f35-bc38-99392cf6fba0,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-06,745221,Single,single,False,645302,672456,Victor Robles,Keider Montero,0,78300975-2cf1-4d5b-9ab0-3672fcf2e9c2,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,0.061,0.437,0.297,0.099,0.33,2.04,1.03,-3.43,94.9,85.9,94.2,83.2,0.27,0.468,0.18,0.308,0.308,0.0,0.195,0.322,0.272,0.333,0.619,0.28,96.0,100.0,110.0,0.105,-5.65,78.9,0.364,0.818,0.194,,,,,,,,,,,,,,,,,,
4,2024-08-06,745221,Grounded Into DP,grounded_into_double_play,True,668227,672456,Randy Arozarena,Keider Montero,1,0e2a0949-657d-4bee-80eb-bbea0d2febf8,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,0.061,0.437,0.297,0.099,0.33,2.04,1.03,-3.43,94.9,85.9,94.2,83.2,0.27,0.468,0.18,0.308,0.308,0.0,0.195,0.322,0.272,0.333,0.619,0.28,96.0,100.0,110.0,0.105,-5.65,78.9,0.364,0.818,0.194,,,,,,,,,,,,,,,,,,
5,2024-08-06,745221,Strikeout,strikeout,True,663728,672456,Cal Raleigh,Keider Montero,0,e57efd60-7f02-4c81-9e46-c2a6844a38b9,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,0.061,0.437,0.297,0.099,0.33,2.04,1.03,-3.43,94.9,85.9,94.2,83.2,0.27,0.468,0.18,0.308,0.308,0.0,0.195,0.322,0.272,0.333,0.619,0.28,96.0,100.0,110.0,0.105,-5.65,78.9,0.364,0.818,0.194,,,,,,,,,,,,,,,,,,
6,2024-08-06,745221,Strikeout,strikeout,True,669234,622491,Justyn-Henry Malloy,Luis Castillo,0,dcb861d1-9917-4cdb-8195-e343373ac5ca,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-06,745221,Strikeout,strikeout,True,676632,622491,Bligh Madris,Luis Castillo,0,6f103433-1008-47ce-b9b8-aa55443c843b,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-06,745221,Field Error,field_error,False,678009,622491,Parker Meadows,Luis Castillo,0,46e21483-b128-4e39-b834-811598b59bdc,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-06,745221,Lineout,field_out,True,693307,622491,Dillon Dingler,Luis Castillo,0,4cdc7a93-7bea-42ba-abf6-43ac991b82eb,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-06,745221,Strikeout,strikeout,True,457759,672456,Justin Turner,Keider Montero,0,af7e79c1-d8fb-4ccb-a015-bf0a5afee424,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,0.061,0.437,0.297,0.099,0.33,2.04,1.03,-3.43,94.9,85.9,94.2,83.2,0.27,0.468,0.18,0.308,0.308,0.0,0.195,0.322,0.272,0.333,0.619,0.28,96.0,100.0,110.0,0.105,-5.65,78.9,0.364,0.818,0.194,,,,,,,,,,,,,,,,,,
11,2024-08-06,745221,Strikeout,strikeout,True,593871,672456,Jorge Polanco,Keider Montero,0,6b2d673f-6721-41f0-9a2c-266784b7ea87,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,0.061,0.437,0.297,0.099,0.33,2.04,1.03,-3.43,94.9,85.9,94.2,83.2,0.27,0.468,0.18,0.308,0.308,0.0,0.195,0.322,0.272,0.333,0.619,0.28,96.0,100.0,110.0,0.105,-5.65,78.9,0.364,0.818,0.194,,,,,,,,,,,,,,,,,,
12,2024-08-06,745221,Strikeout,strikeout,True,670042,672456,Luke Raley,Keider Montero,0,ac62736e-e17c-4f75-8e8b-1b8dba188495,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,0.061,0.437,0.297,0.099,0.33,2.04,1.03,-3.43,94.9,85.9,94.2,83.2,0.27,0.468,0.18,0.308,0.308,0.0,0.195,0.322,0.272,0.333,0.619,0.28,96.0,100.0,110.0,0.105,-5.65,78.9,0.364,0.818,0.194,,,,,,,,,,,,,,,,,,
13,2024-08-06,745221,Strikeout,strikeout,True,656716,622491,Zach McKinstry,Luis Castillo,0,fa053e0e-c042-4cb3-91e3-2a88092a5196,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-08-06,745221,Groundout,field_out,True,595879,622491,Javier Báez,Luis Castillo,0,0a6d8d4b-9eb3-465d-a742-d44677ee8a4c,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-08-06,745221,Single,single,False,663837,622491,Matt Vierling,Luis Castillo,0,9a045d8b-d2b9-4067-a194-2b22043d5241,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-06,745221,Strikeout,strikeout,True,690993,622491,Colt Keith,Luis Castillo,0,3f3a8cae-f30d-4a65-93c7-9b9741a25360,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-06,745221,Groundout,field_out,True,571745,672456,Mitch Haniger,Keider Montero,0,4611b4b6-1757-4a4e-9a7c-f3495f1910be,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,0.061,0.437,0.297,0.099,0.33,2.04,1.03,-3.43,94.9,85.9,94.2,83.2,0.27,0.468,0.18,0.308,0.308,0.0,0.195,0.322,0.272,0.333,0.619,0.28,96.0,100.0,110.0,0.105,-5.65,78.9,0.364,0.818,0.194,,,,,,,,,,,,,,,,,,
