,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-09,746909,Double,double,False,683002,678394,Gunnar Henderson,Brayan Bello,0,015e6be1-cd18-4cbb-add0-04e5e9d65e13,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,0.272,0.9,-0.63,-0.37,0.06,95.7,87.6,95.7,86.9,0.33,0.478,0.112,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-09,746909,Lineout,field_out,True,656775,678394,Cedric Mullins,Brayan Bello,0,21050533-fb03-4b44-b398-a16a2d0070f5,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,0.272,0.9,-0.63,-0.37,0.06,95.7,87.6,95.7,86.9,0.33,0.478,0.112,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-09,746909,Single,single,False,623993,678394,Anthony Santander,Brayan Bello,1,990c63b8-34a6-43dd-b06c-ffdcbd8d35d4,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,0.272,0.9,-0.63,-0.37,0.06,95.7,87.6,95.7,86.9,0.33,0.478,0.112,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-09,746909,Walk,walk,False,656811,678394,Ryan O'Hearn,Brayan Bello,0,411e21b0-dfe5-40dd-93d8-dcb787126060,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,0.272,0.9,-0.63,-0.37,0.06,95.7,87.6,95.7,86.9,0.33,0.478,0.112,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-09,746909,Single,single,False,668939,678394,Adley Rutschman,Brayan Bello,1,be7f1a0a-68ec-4a22-a260-a839e359a874,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,0.272,0.9,-0.63,-0.37,0.06,95.7,87.6,95.7,86.9,0.33,0.478,0.112,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-09,746909,Strikeout,strikeout,True,650391,678394,Eloy Jiménez,Brayan Bello,0,878ffbe5-150b-4289-a013-20cbd0633954,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,0.272,0.9,-0.63,-0.37,0.06,95.7,87.6,95.7,86.9,0.33,0.478,0.112,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-09,746909,Strikeout,strikeout,True,681297,678394,Colton Cowser,Brayan Bello,0,79e8cc1d-fa39-4be6-96f9-10dc658a9bab,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,0.272,0.9,-0.63,-0.37,0.06,95.7,87.6,95.7,86.9,0.33,0.478,0.112,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-09,746909,Groundout,field_out,True,680776,700249,Jarren Duran,Cade Povich,0,b2b00dfd-04c7-4f39-95ce-4acfc9385385,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.91,4.37,64.0,98.0,86.0,96.0,0.791,7.31,3.94,10.41,1.55,0.85,0.214,0.448,0.19,0.281,0.448,60.0,98.0,93.0,79.0,96.0,92.0,78.0,97.0,89.0,113.0,99.0,102.0,0.08,0.393,0.125,0.104,0.3,0.34,-1.7,-1.61,92.3,86.1,91.3,82.7,0.238,0.286,0.065,0.237,0.5,0.238,,,,0.244,0.384,0.158,93.0,101.0,104.0,97.0,94.0,94.0,0.092,0.207,-3.12,-3.33,88.3,76.1,0.392,0.608,0.293,0.279,0.488,0.27,0.333,0.81,0.288,,,,,,
8,2024-09-09,746909,Single,single,False,646240,700249,Rafael Devers,Cade Povich,0,18ef1897-5a44-49a2-8334-b6ed223bcf06,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.91,4.37,64.0,98.0,86.0,96.0,0.791,7.31,3.94,10.41,1.55,0.85,0.214,0.448,0.19,0.281,0.448,60.0,98.0,93.0,79.0,96.0,92.0,78.0,97.0,89.0,113.0,99.0,102.0,0.08,0.393,0.125,0.104,0.3,0.34,-1.7,-1.61,92.3,86.1,91.3,82.7,0.238,0.286,0.065,0.237,0.5,0.238,,,,0.244,0.384,0.158,93.0,101.0,104.0,97.0,94.0,94.0,0.092,0.207,-3.12,-3.33,88.3,76.1,0.392,0.608,0.293,0.279,0.488,0.27,0.333,0.81,0.288,,,,,,
9,2024-09-09,746909,Double,double,False,608701,700249,Rob Refsnyder,Cade Povich,1,86f19a19-b111-4aee-a84c-f0c60d0faf5a,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,5.91,4.37,64.0,98.0,86.0,96.0,0.791,7.31,3.94,10.41,1.55,0.85,0.214,0.448,0.19,0.281,0.448,60.0,98.0,93.0,79.0,96.0,92.0,78.0,97.0,89.0,113.0,99.0,102.0,0.08,0.393,0.125,0.104,0.3,0.34,-1.7,-1.61,92.3,86.1,91.3,82.7,0.238,0.286,0.065,0.237,0.5,0.238,,,,0.244,0.384,0.158,93.0,101.0,104.0,97.0,94.0,94.0,0.092,0.207,-3.12,-3.33,88.3,76.1,0.392,0.608,0.293,0.279,0.488,0.27,0.333,0.81,0.288,,,,,,
