,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-05-20,746146,Strikeout,strikeout,True,682998,808967,Corbin Carroll,Yoshinobu Yamamoto,0,ffe12cd8-788e-4dec-b61b-5bca4bf58a78,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,
1,2024-05-20,746146,Single,single,False,606466,808967,Ketel Marte,Yoshinobu Yamamoto,0,a4751868-2b82-4e9e-9f89-321d3d436401,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,
2,2024-05-20,746146,Strikeout,strikeout,True,592626,808967,Joc Pederson,Yoshinobu Yamamoto,0,b2268989-f35d-4435-8d50-97e0b8d76902,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,
3,2024-05-20,746146,Strikeout,strikeout,True,572233,808967,Christian Walker,Yoshinobu Yamamoto,0,030db40f-4235-4b3a-9788-9f551918fa17,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,
4,2024-05-20,746146,Lineout,field_out,True,605141,573009,Mookie Betts,Joe Mantiply,0,8806cd9d-91e8-4cc9-b83b-321db49a4236,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.21,3.49,36.1,103.0,78.0,97.0,0.766,7.43,2.48,8.42,0.0,1.33,0.273,0.391,0.155,0.327,0.39,87.0,101.0,102.0,103.0,85.0,78.0,80.0,104.0,93.0,,,,,,,,,,0.435,0.036,,,,0.254,1.25,,,2.46,,-0.67,89.3,,,89.2,,79.5,0.0,0.0,0.6,,,,0.278,0.417,0.333,,,,,,,0.227,0.348,0.154,62.0,105.0,102.0,0.275,-0.83,81.1,0.257,0.4,0.337
5,2024-05-20,746146,Field Error,field_error,False,660271,573009,Shohei Ohtani,Joe Mantiply,0,b18d73a9-e153-42b7-ae98-bb1c8ba43817,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.21,3.49,36.1,103.0,78.0,97.0,0.766,7.43,2.48,8.42,0.0,1.33,0.273,0.391,0.155,0.327,0.39,87.0,101.0,102.0,103.0,85.0,78.0,80.0,104.0,93.0,,,,,,,,,,0.435,0.036,,,,0.254,1.25,,,2.46,,-0.67,89.3,,,89.2,,79.5,0.0,0.0,0.6,,,,0.278,0.417,0.333,,,,,,,0.227,0.348,0.154,62.0,105.0,102.0,0.275,-0.83,81.1,0.257,0.4,0.337
6,2024-05-20,746146,Grounded Into DP,grounded_into_double_play,True,518692,573009,Freddie Freeman,Joe Mantiply,1,3a37ce6b-73e3-4790-9686-72263f5503af,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.21,3.49,36.1,103.0,78.0,97.0,0.766,7.43,2.48,8.42,0.0,1.33,0.273,0.391,0.155,0.327,0.39,87.0,101.0,102.0,103.0,85.0,78.0,80.0,104.0,93.0,,,,,,,,,,0.435,0.036,,,,0.254,1.25,,,2.46,,-0.67,89.3,,,89.2,,79.5,0.0,0.0,0.6,,,,0.278,0.417,0.333,,,,,,,0.227,0.348,0.154,62.0,105.0,102.0,0.275,-0.83,81.1,0.257,0.4,0.337
7,2024-05-20,746146,Groundout,field_out,True,666971,808967,Lourdes Gurriel Jr.,Yoshinobu Yamamoto,0,58127dbe-dbc8-4c71-8bc4-487d151daa5b,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,
8,2024-05-20,746146,Flyout,field_out,True,664983,808967,Jake McCarthy,Yoshinobu Yamamoto,0,b1cfbf28-9615-438a-8b4f-7d397762449d,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,
9,2024-05-20,746146,Strikeout,strikeout,True,553993,808967,Eugenio Suárez,Yoshinobu Yamamoto,0,c9d79359-27c6-4806-a6e1-3ad555f8139b,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,
10,2024-05-20,746146,Flyout,field_out,True,669257,677944,Will Smith,Slade Cecconi,0,96775900-c2fc-4f8f-9dd7-4cbeb173a805,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,103.0,101.0,108.0,92.0,108.0,104.0,,,,114.0,103.0,105.0,,,,,,,,0.546,,,0.221,0.087,-1.16,,,,-0.57,-0.78,94.1,,,,84.8,74.7,0.317,0.54,0.155,,,,0.188,0.438,0.289,0.258,0.435,0.193,,,,,,,101.0,99.0,101.0,0.145,-0.62,81.9,0.227,0.432,0.26
11,2024-05-20,746146,Single,single,False,606192,677944,Teoscar Hernández,Slade Cecconi,0,6d2e83f0-045c-4d7c-a80f-6999bdc7edcf,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,103.0,101.0,108.0,92.0,108.0,104.0,,,,114.0,103.0,105.0,,,,,,,,0.546,,,0.221,0.087,-1.16,,,,-0.57,-0.78,94.1,,,,84.8,74.7,0.317,0.54,0.155,,,,0.188,0.438,0.289,0.258,0.435,0.193,,,,,,,101.0,99.0,101.0,0.145,-0.62,81.9,0.227,0.432,0.26
12,2024-05-20,746146,Strikeout,strikeout,True,681624,677944,Andy Pages,Slade Cecconi,0,8a34b815-7930-45de-aba9-f09444c49045,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,103.0,101.0,108.0,92.0,108.0,104.0,,,,114.0,103.0,105.0,,,,,,,,0.546,,,0.221,0.087,-1.16,,,,-0.57,-0.78,94.1,,,,84.8,74.7,0.317,0.54,0.155,,,,0.188,0.438,0.289,0.258,0.435,0.193,,,,,,,101.0,99.0,101.0,0.145,-0.62,81.9,0.227,0.432,0.26
