,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-27,744879,Strikeout,strikeout,True,669364,621244,Xavier Edwards,José Berríos,0,d3aa95e2-7be5-43af-9232-44ed3dc73a91,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.152,0.347,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,84.0,108.0,99.0,0.337,0.183,0.035,0.286,0.16,-1.26,-1.83,1.02,0.28,0.88,94.1,91.4,84.8,93.4,83.2,0.268,0.366,0.125,0.188,0.404,0.31,0.171,0.364,0.269,0.305,0.558,0.189,0.36,0.48,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-27,744879,Single,single,False,681393,621244,Connor Norby,José Berríos,0,91ed535e-a178-43fc-a873-8f2362b4391d,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.152,0.347,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,84.0,108.0,99.0,0.337,0.183,0.035,0.286,0.16,-1.26,-1.83,1.02,0.28,0.88,94.1,91.4,84.8,93.4,83.2,0.268,0.366,0.125,0.188,0.404,0.31,0.171,0.364,0.269,0.305,0.558,0.189,0.36,0.48,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-27,744879,Flyout,field_out,True,669394,621244,Jake Burger,José Berríos,0,bae8548a-3470-4a11-ba85-b450a23f219b,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.152,0.347,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,84.0,108.0,99.0,0.337,0.183,0.035,0.286,0.16,-1.26,-1.83,1.02,0.28,0.88,94.1,91.4,84.8,93.4,83.2,0.268,0.366,0.125,0.188,0.404,0.31,0.171,0.364,0.269,0.305,0.558,0.189,0.36,0.48,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-27,744879,Double,double,False,660821,621244,Jesús Sánchez,José Berríos,1,c570ec8b-011d-4780-bbce-6650e02fe17b,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.152,0.347,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,84.0,108.0,99.0,0.337,0.183,0.035,0.286,0.16,-1.26,-1.83,1.02,0.28,0.88,94.1,91.4,84.8,93.4,83.2,0.268,0.366,0.125,0.188,0.404,0.31,0.171,0.364,0.269,0.305,0.558,0.189,0.36,0.48,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-27,744879,Home Run,home_run,False,681146,621244,Jonah Bride,José Berríos,1,30de40e4-939c-46bc-8afe-d3d125ebc418,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.152,0.347,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,84.0,108.0,99.0,0.337,0.183,0.035,0.286,0.16,-1.26,-1.83,1.02,0.28,0.88,94.1,91.4,84.8,93.4,83.2,0.268,0.366,0.125,0.188,0.404,0.31,0.171,0.364,0.269,0.305,0.558,0.189,0.36,0.48,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-27,744879,Groundout,field_out,True,665052,621244,Griffin Conine,José Berríos,0,d2697e51-5472-4139-986e-5371b8b11785,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.152,0.347,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,84.0,108.0,99.0,0.337,0.183,0.035,0.286,0.16,-1.26,-1.83,1.02,0.28,0.88,94.1,91.4,84.8,93.4,83.2,0.268,0.366,0.125,0.188,0.404,0.31,0.171,0.364,0.269,0.305,0.558,0.189,0.36,0.48,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-27,744879,Flyout,field_out,True,543807,670124,George Springer,Adam Oller,0,d79590b7-6f0d-4548-bcaf-0a2e7af46966,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.31,4.49,42.1,95.0,99.0,95.0,0.803,7.65,4.68,9.14,1.49,0.86,0.271,0.357,0.132,0.318,0.404,50.0,89.0,83.0,110.0,97.0,99.0,95.0,92.0,92.0,,,,,,,,0.514,,0.407,0.07,-2.09,,,1.72,-3.63,93.7,,86.9,,84.0,,,,0.136,0.159,0.329,0.556,0.556,0.318,0.314,0.616,0.154,,,,120.0,121.0,121.0,0.008,10.03,86.2,0.208,0.292,0.176,,,,,,,,,,,,,,,,,,
7,2024-09-27,744879,Single,single,False,664770,670124,Nathan Lukes,Adam Oller,0,e3348d3e-fed0-498f-a1db-4cc63fb91399,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.31,4.49,42.1,95.0,99.0,95.0,0.803,7.65,4.68,9.14,1.49,0.86,0.271,0.357,0.132,0.318,0.404,50.0,89.0,83.0,110.0,97.0,99.0,95.0,92.0,92.0,,,,,,,,0.514,,0.407,0.07,-2.09,,,1.72,-3.63,93.7,,86.9,,84.0,,,,0.136,0.159,0.329,0.556,0.556,0.318,0.314,0.616,0.154,,,,120.0,121.0,121.0,0.008,10.03,86.2,0.208,0.292,0.176,,,,,,,,,,,,,,,,,,
8,2024-09-27,744879,Single,single,False,665489,670124,Vladimir Guerrero Jr.,Adam Oller,1,c4f6cc6e-c4d1-41fc-90c9-13a86034b554,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.31,4.49,42.1,95.0,99.0,95.0,0.803,7.65,4.68,9.14,1.49,0.86,0.271,0.357,0.132,0.318,0.404,50.0,89.0,83.0,110.0,97.0,99.0,95.0,92.0,92.0,,,,,,,,0.514,,0.407,0.07,-2.09,,,1.72,-3.63,93.7,,86.9,,84.0,,,,0.136,0.159,0.329,0.556,0.556,0.318,0.314,0.616,0.154,,,,120.0,121.0,121.0,0.008,10.03,86.2,0.208,0.292,0.176,,,,,,,,,,,,,,,,,,
9,2024-09-27,744879,Flyout,field_out,True,687462,670124,Spencer Horwitz,Adam Oller,0,dadd0222-b6c3-4b93-b780-0da4b37da1d1,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.31,4.49,42.1,95.0,99.0,95.0,0.803,7.65,4.68,9.14,1.49,0.86,0.271,0.357,0.132,0.318,0.404,50.0,89.0,83.0,110.0,97.0,99.0,95.0,92.0,92.0,,,,,,,,0.514,,0.407,0.07,-2.09,,,1.72,-3.63,93.7,,86.9,,84.0,,,,0.136,0.159,0.329,0.556,0.556,0.318,0.314,0.616,0.154,,,,120.0,121.0,121.0,0.008,10.03,86.2,0.208,0.292,0.176,,,,,,,,,,,,,,,,,,
