,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-29,745317,Strikeout,strikeout,True,660271,669062,Shohei Ohtani,Erik Miller,0,81559fb1-63bb-4a84-83b9-9ba67b0ef4a8,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-29,745317,Flyout,field_out,True,669257,669062,Will Smith,Erik Miller,0,9e13dedf-d02b-4376-a464-ed1cfba777a9,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-29,745317,Groundout,field_out,True,518692,669062,Freddie Freeman,Erik Miller,0,909e9cee-0afc-4d3a-8461-0250866d400a,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-29,745317,Double,double,False,624585,607192,Jorge Soler,Tyler Glasnow,0,b4ed0ce3-f156-4cea-9c28-854c4218e610,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,117.0,102.0,103.0,110.0,105.0,110.0,0.476,0.266,0.182,,1.01,0.56,2.05,,96.3,,90.1,83.8,0.208,0.404,0.209,,,,0.215,0.364,0.412,139.0,99.0,112.0,98.0,107.0,109.0,0.076,2.5,96.5,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,
4,2024-06-29,745317,Groundout,field_out,True,664774,607192,LaMonte Wade Jr.,Tyler Glasnow,1,9135d293-6f75-4082-a199-ec80f6c10a66,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,117.0,102.0,103.0,110.0,105.0,110.0,0.476,0.266,0.182,,1.01,0.56,2.05,,96.3,,90.1,83.8,0.208,0.404,0.209,,,,0.215,0.364,0.412,139.0,99.0,112.0,98.0,107.0,109.0,0.076,2.5,96.5,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,
5,2024-06-29,745317,Sac Fly,sac_fly,True,671218,607192,Heliot Ramos,Tyler Glasnow,1,6707d83d-9337-4e1a-b921-a3829ff96504,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,117.0,102.0,103.0,110.0,105.0,110.0,0.476,0.266,0.182,,1.01,0.56,2.05,,96.3,,90.1,83.8,0.208,0.404,0.209,,,,0.215,0.364,0.412,139.0,99.0,112.0,98.0,107.0,109.0,0.076,2.5,96.5,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,
6,2024-06-29,745317,Pop Out,field_out,True,672275,607192,Patrick Bailey,Tyler Glasnow,0,5681e3ab-4fcf-4f5d-b05a-ca8414821f6f,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,117.0,102.0,103.0,110.0,105.0,110.0,0.476,0.266,0.182,,1.01,0.56,2.05,,96.3,,90.1,83.8,0.208,0.404,0.209,,,,0.215,0.364,0.412,139.0,99.0,112.0,98.0,107.0,109.0,0.076,2.5,96.5,0.104,0.195,0.462,0.129,0.161,0.188,,,,,,,,,,,,,,,
7,2024-06-29,745317,Groundout,field_out,True,606192,675921,Teoscar Hernández,Spencer Howard,0,ab7a1057-b8c1-4e4d-93ff-3173062f7efd,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,75.0,106.0,96.0,102.0,105.0,101.0,0.513,0.263,0.063,0.161,-1.44,-2.33,-1.72,-1.96,93.9,80.2,85.4,75.7,0.349,0.508,0.201,0.222,0.389,0.323,0.394,0.606,0.338,76.0,106.0,97.0,,,,,,,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
8,2024-06-29,745317,Double,double,False,681624,675921,Andy Pages,Spencer Howard,0,78c553de-4e3a-4171-ab29-aff8a6d792e3,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,75.0,106.0,96.0,102.0,105.0,101.0,0.513,0.263,0.063,0.161,-1.44,-2.33,-1.72,-1.96,93.9,80.2,85.4,75.7,0.349,0.508,0.201,0.222,0.389,0.323,0.394,0.606,0.338,76.0,106.0,97.0,,,,,,,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
9,2024-06-29,745317,Groundout,field_out,True,518792,675921,Jason Heyward,Spencer Howard,1,9f9e696b-d283-427f-bcde-f9d51f7150ef,675921.0,spencerhoward,Howard,Right,Spencer Howard,- - -,6.33,4.96,27.0,103.0,87.0,95.0,0.781,8.33,4.67,13.33,1.0,0.85,0.34,0.351,0.149,0.383,0.466,103.0,86.0,83.0,75.0,106.0,96.0,102.0,105.0,101.0,0.513,0.263,0.063,0.161,-1.44,-2.33,-1.72,-1.96,93.9,80.2,85.4,75.7,0.349,0.508,0.201,0.222,0.389,0.323,0.394,0.606,0.338,76.0,106.0,97.0,,,,,,,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
