,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-07,745709,Lineout,field_out,True,694384,661563,Nolan Schanuel,Luis Gil,0,f4f83255-58c1-4ae6-9d95-96886358c9d0,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-07,745709,Walk,walk,False,687263,661563,Zach Neto,Luis Gil,0,50b6d08f-7f3c-4316-a2b6-3d8186ed78d7,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-07,745709,Strikeout,strikeout,True,681351,661563,Logan O'Hoppe,Luis Gil,0,18bb1beb-7fb2-4889-8a00-8865c823d88b,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-07,745709,Walk,walk,False,641432,661563,Willie Calhoun,Luis Gil,1,f7f0521f-adcc-405a-9446-1ea3c3b471fb,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-07,745709,Flyout,field_out,True,607680,661563,Kevin Pillar,Luis Gil,0,85ed7f84-2b31-47a5-9bce-f5b9fe16aec2,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-07,745709,Double,double,False,657077,669721,Alex Verdugo,Davis Daniel,0,e1acfbdf-dc3b-49ba-a244-a6fcc681067e,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.205,-1.03,-0.39,-2.84,91.5,84.6,81.8,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,94.0,89.0,85.0,0.077,2.16,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-07,745709,Groundout,field_out,True,665742,669721,Juan Soto,Davis Daniel,1,50f2e682-a3c8-4b01-937f-5c0ce68dd145,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.205,-1.03,-0.39,-2.84,91.5,84.6,81.8,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,94.0,89.0,85.0,0.077,2.16,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-07,745709,Walk,walk,False,592450,669721,Aaron Judge,Davis Daniel,0,217e0791-95d7-4726-b30e-556e44261121,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.205,-1.03,-0.39,-2.84,91.5,84.6,81.8,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,94.0,89.0,85.0,0.077,2.16,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-07,745709,Single,single,False,669224,669721,Austin Wells,Davis Daniel,1,3ce35e92-40d0-470d-81de-e8899c00fd9e,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.205,-1.03,-0.39,-2.84,91.5,84.6,81.8,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,94.0,89.0,85.0,0.077,2.16,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-07,745709,Strikeout,strikeout,True,665862,669721,Jazz Chisholm Jr.,Davis Daniel,0,b1701119-9a80-498f-b57a-d83ee5fa596f,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.205,-1.03,-0.39,-2.84,91.5,84.6,81.8,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,94.0,89.0,85.0,0.077,2.16,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-07,745709,Double,double,False,683011,669721,Anthony Volpe,Davis Daniel,1,5fab41bd-53fb-45e6-afbe-8d7afd851446,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.205,-1.03,-0.39,-2.84,91.5,84.6,81.8,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,94.0,89.0,85.0,0.077,2.16,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-07,745709,Flyout,field_out,True,663757,669721,Trent Grisham,Davis Daniel,0,bde5faa8-504a-4c3e-b8e5-9aa8483c71b0,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.205,-1.03,-0.39,-2.84,91.5,84.6,81.8,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,94.0,89.0,85.0,0.077,2.16,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-07,745709,Single,single,False,543685,661563,Anthony Rendon,Luis Gil,0,807c96f0-b2c1-475d-96dc-7e115a2c06af,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-08-07,745709,Strikeout,strikeout,True,666160,661563,Mickey Moniak,Luis Gil,0,dfb3ed8d-520d-4a07-8f31-bd77da95395c,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-08-07,745709,Strikeout,strikeout,True,592273,661563,Brandon Drury,Luis Gil,0,5f18b1ad-55bb-4992-a633-9f5c2b0c78a1,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-08-07,745709,Single,single,False,666176,661563,Jo Adell,Luis Gil,1,922a2ee5-8418-4950-b013-c8befee0e04b,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-07,745709,Lineout,field_out,True,694384,661563,Nolan Schanuel,Luis Gil,0,b60dd81f-c530-41cb-a1bf-184a83bac61d,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.39,3.6,124.2,94.0,110.0,101.0,0.743,10.4,4.76,5.99,0.87,0.83,0.245,0.435,0.176,0.317,0.398,81.0,93.0,94.0,128.0,95.0,103.0,106.0,93.0,104.0,0.499,0.237,0.264,0.23,1.66,0.43,96.8,91.7,87.9,0.201,0.375,0.283,0.159,0.278,0.321,0.182,0.273,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-07,745709,Strikeout,strikeout,True,700250,669721,Ben Rice,Davis Daniel,0,ead6f35d-4e25-47c3-96c9-8d21304b4c5b,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.205,-1.03,-0.39,-2.84,91.5,84.6,81.8,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,94.0,89.0,85.0,0.077,2.16,74.3,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
