,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-27,746671,Groundout,field_out,True,671732,596001,Lawrence Butler,Jakob Junis,0,8d6bbc58-9d3b-44d1-ad9d-1930d99a9c60,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,3.19,4.23,42.1,107.0,99.0,108.0,0.748,7.02,1.28,7.87,1.28,1.0,0.272,0.408,0.096,0.272,0.508,90.0,98.0,103.0,79.0,111.0,101.0,78.0,109.0,101.0,121.0,107.0,116.0,97.0,119.0,106.0,0.362,0.072,0.005,0.467,0.094,0.45,0.91,0.78,2.21,-4.67,92.9,89.0,86.3,92.2,82.9,0.159,0.29,0.333,0.31,0.431,0.2,0.278,0.833,0.269,0.222,0.222,0.286,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-27,746671,Flyout,field_out,True,667670,596001,Brent Rooker,Jakob Junis,0,d21c758d-f3fa-4bea-b1f2-b5dbdc9bc090,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,3.19,4.23,42.1,107.0,99.0,108.0,0.748,7.02,1.28,7.87,1.28,1.0,0.272,0.408,0.096,0.272,0.508,90.0,98.0,103.0,79.0,111.0,101.0,78.0,109.0,101.0,121.0,107.0,116.0,97.0,119.0,106.0,0.362,0.072,0.005,0.467,0.094,0.45,0.91,0.78,2.21,-4.67,92.9,89.0,86.3,92.2,82.9,0.159,0.29,0.333,0.31,0.431,0.2,0.278,0.833,0.269,0.222,0.222,0.286,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-27,746671,Flyout,field_out,True,668709,596001,JJ Bleday,Jakob Junis,0,698c04b6-aca9-4b14-993a-104fa07be22e,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,3.19,4.23,42.1,107.0,99.0,108.0,0.748,7.02,1.28,7.87,1.28,1.0,0.272,0.408,0.096,0.272,0.508,90.0,98.0,103.0,79.0,111.0,101.0,78.0,109.0,101.0,121.0,107.0,116.0,97.0,119.0,106.0,0.362,0.072,0.005,0.467,0.094,0.45,0.91,0.78,2.21,-4.67,92.9,89.0,86.3,92.2,82.9,0.159,0.29,0.333,0.31,0.431,0.2,0.278,0.833,0.269,0.222,0.222,0.286,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-27,746671,Groundout,field_out,True,663697,687765,Jonathan India,Mitch Spence,0,e4eab109-8670-441d-81e3-c2095e101341,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,,,,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,,0.395,0.341,0.015,,-0.24,-0.5,0.02,-8.95,,90.8,88.5,92.0,84.3,0.265,0.482,0.275,0.29,0.339,0.156,0.625,0.875,0.0,,,,0.265,0.464,0.183,109.0,116.0,115.0,0.109,-0.39,80.1,0.185,0.292,0.319,,,,,,,,,,,,,,,
4,2024-08-27,746671,Groundout,field_out,True,682829,687765,Elly De La Cruz,Mitch Spence,0,c24a80d0-8b6a-4098-91d7-1039258eba8b,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,,,,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,,0.395,0.341,0.015,,-0.24,-0.5,0.02,-8.95,,90.8,88.5,92.0,84.3,0.265,0.482,0.275,0.29,0.339,0.156,0.625,0.875,0.0,,,,0.265,0.464,0.183,109.0,116.0,115.0,0.109,-0.39,80.1,0.185,0.292,0.319,,,,,,,,,,,,,,,
5,2024-08-27,746671,Strikeout,strikeout,True,663886,687765,Tyler Stephenson,Mitch Spence,0,26654ac9-8771-40ae-afd3-a73510116a75,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,,,,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,,0.395,0.341,0.015,,-0.24,-0.5,0.02,-8.95,,90.8,88.5,92.0,84.3,0.265,0.482,0.275,0.29,0.339,0.156,0.625,0.875,0.0,,,,0.265,0.464,0.183,109.0,116.0,115.0,0.109,-0.39,80.1,0.185,0.292,0.319,,,,,,,,,,,,,,,
6,2024-08-27,746671,Flyout,field_out,True,669127,596001,Shea Langeliers,Jakob Junis,0,9eb3db82-c1ec-4f7d-8195-3c875909e7a5,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,3.19,4.23,42.1,107.0,99.0,108.0,0.748,7.02,1.28,7.87,1.28,1.0,0.272,0.408,0.096,0.272,0.508,90.0,98.0,103.0,79.0,111.0,101.0,78.0,109.0,101.0,121.0,107.0,116.0,97.0,119.0,106.0,0.362,0.072,0.005,0.467,0.094,0.45,0.91,0.78,2.21,-4.67,92.9,89.0,86.3,92.2,82.9,0.159,0.29,0.333,0.31,0.431,0.2,0.278,0.833,0.269,0.222,0.222,0.286,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-27,746671,Strikeout,strikeout,True,664913,596001,Seth Brown,Jakob Junis,0,47fbdb9f-3db0-4303-9753-2de8163b7b19,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,3.19,4.23,42.1,107.0,99.0,108.0,0.748,7.02,1.28,7.87,1.28,1.0,0.272,0.408,0.096,0.272,0.508,90.0,98.0,103.0,79.0,111.0,101.0,78.0,109.0,101.0,121.0,107.0,116.0,97.0,119.0,106.0,0.362,0.072,0.005,0.467,0.094,0.45,0.91,0.78,2.21,-4.67,92.9,89.0,86.3,92.2,82.9,0.159,0.29,0.333,0.31,0.431,0.2,0.278,0.833,0.269,0.222,0.222,0.286,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-27,746671,Groundout,field_out,True,663662,596001,Daz Cameron,Jakob Junis,0,747afa7f-87b0-457c-9df8-88976f1aaa97,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,3.19,4.23,42.1,107.0,99.0,108.0,0.748,7.02,1.28,7.87,1.28,1.0,0.272,0.408,0.096,0.272,0.508,90.0,98.0,103.0,79.0,111.0,101.0,78.0,109.0,101.0,121.0,107.0,116.0,97.0,119.0,106.0,0.362,0.072,0.005,0.467,0.094,0.45,0.91,0.78,2.21,-4.67,92.9,89.0,86.3,92.2,82.9,0.159,0.29,0.333,0.31,0.431,0.2,0.278,0.833,0.269,0.222,0.222,0.286,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-27,746671,Triple,triple,False,670770,687765,TJ Friedl,Mitch Spence,0,64d61b5f-78b4-4f65-916f-573e91a7db6d,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,,,,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,,0.395,0.341,0.015,,-0.24,-0.5,0.02,-8.95,,90.8,88.5,92.0,84.3,0.265,0.482,0.275,0.29,0.339,0.156,0.625,0.875,0.0,,,,0.265,0.464,0.183,109.0,116.0,115.0,0.109,-0.39,80.1,0.185,0.292,0.319,,,,,,,,,,,,,,,
