,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff
0,2024-08-30,746749,Strikeout,strikeout,True,596019,686563,Francisco Lindor,Jonathan Cannon,0,5e81cd83-ec34-42ca-be96-6760aa2efc1d,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.53,4.68,101.1,101.0,92.0,99.0,0.813,6.22,2.93,9.59,1.33,1.02,0.224,0.387,0.163,0.298,0.392,94.0,104.0,106.0,74.0,103.0,96.0,86.0,100.0,93.0,118.0,100.0,107.0,79.0,102.0,94.0,0.289,0.111,0.199,0.213,0.188,-2.03,0.24,-0.25,-1.13,-0.2,94.4,90.2,85.7,93.3,81.9,0.314,0.492,0.119,0.245,0.415,0.263,0.257,0.471,0.188,0.253,0.453,0.283,0.297,0.459,0.227,,,,,,,,,,,,,,,,,,,,,
1,2024-08-30,746749,Groundout,field_out,True,607043,686563,Brandon Nimmo,Jonathan Cannon,0,d5110936-38ea-4bf9-a8e9-432c1a78fdd6,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.53,4.68,101.1,101.0,92.0,99.0,0.813,6.22,2.93,9.59,1.33,1.02,0.224,0.387,0.163,0.298,0.392,94.0,104.0,106.0,74.0,103.0,96.0,86.0,100.0,93.0,118.0,100.0,107.0,79.0,102.0,94.0,0.289,0.111,0.199,0.213,0.188,-2.03,0.24,-0.25,-1.13,-0.2,94.4,90.2,85.7,93.3,81.9,0.314,0.492,0.119,0.245,0.415,0.263,0.257,0.471,0.188,0.253,0.453,0.283,0.297,0.459,0.227,,,,,,,,,,,,,,,,,,,,,
2,2024-08-30,746749,Single,single,False,668901,686563,Mark Vientos,Jonathan Cannon,0,1a3d552d-c749-441b-93ac-396a15081372,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.53,4.68,101.1,101.0,92.0,99.0,0.813,6.22,2.93,9.59,1.33,1.02,0.224,0.387,0.163,0.298,0.392,94.0,104.0,106.0,74.0,103.0,96.0,86.0,100.0,93.0,118.0,100.0,107.0,79.0,102.0,94.0,0.289,0.111,0.199,0.213,0.188,-2.03,0.24,-0.25,-1.13,-0.2,94.4,90.2,85.7,93.3,81.9,0.314,0.492,0.119,0.245,0.415,0.263,0.257,0.471,0.188,0.253,0.453,0.283,0.297,0.459,0.227,,,,,,,,,,,,,,,,,,,,,
3,2024-08-30,746749,Groundout,field_out,True,624413,686563,Pete Alonso,Jonathan Cannon,0,4363b78f-1864-4cff-9596-9e3af5c3149c,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.53,4.68,101.1,101.0,92.0,99.0,0.813,6.22,2.93,9.59,1.33,1.02,0.224,0.387,0.163,0.298,0.392,94.0,104.0,106.0,74.0,103.0,96.0,86.0,100.0,93.0,118.0,100.0,107.0,79.0,102.0,94.0,0.289,0.111,0.199,0.213,0.188,-2.03,0.24,-0.25,-1.13,-0.2,94.4,90.2,85.7,93.3,81.9,0.314,0.492,0.119,0.245,0.415,0.263,0.257,0.471,0.188,0.253,0.453,0.283,0.297,0.459,0.227,,,,,,,,,,,,,,,,,,,,,
4,2024-08-30,746749,Walk,walk,False,670032,656731,Nicky Lopez,Tylor Megill,0,c5277f7f-09e1-4d0f-aa08-932d7ccfcc6a,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,111.0,98.0,99.0,104.0,108.0,112.0,102.0,103.0,107.0,99.0,97.0,94.0,0.063,0.478,0.145,0.128,0.018,-0.27,-1.11,4.34,0.34,-4.36,95.6,90.2,87.2,94.2,85.0,0.125,0.125,0.237,0.5,0.5,0.111,0.359,0.564,0.235,0.25,1.0,0.2,0.247,0.392,0.27,87.0,83.0,88.0,100.0,94.0,108.0,0.086,0.082,-1.3,0.16,84.7,77.6,0.189,0.189,0.271,0.148,0.407,0.447,0.154,0.308,0.371
5,2024-08-30,746749,Groundout,field_out,True,673357,656731,Luis Robert Jr.,Tylor Megill,1,82439e59-bb1c-4e86-a995-ef59d192cce9,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,111.0,98.0,99.0,104.0,108.0,112.0,102.0,103.0,107.0,99.0,97.0,94.0,0.063,0.478,0.145,0.128,0.018,-0.27,-1.11,4.34,0.34,-4.36,95.6,90.2,87.2,94.2,85.0,0.125,0.125,0.237,0.5,0.5,0.111,0.359,0.564,0.235,0.25,1.0,0.2,0.247,0.392,0.27,87.0,83.0,88.0,100.0,94.0,108.0,0.086,0.082,-1.3,0.16,84.7,77.6,0.189,0.189,0.271,0.148,0.407,0.447,0.154,0.308,0.371
6,2024-08-30,746749,Double,double,False,643217,656731,Andrew Benintendi,Tylor Megill,1,2b6fc787-ffea-4cc6-954c-e8e8571e2a72,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,111.0,98.0,99.0,104.0,108.0,112.0,102.0,103.0,107.0,99.0,97.0,94.0,0.063,0.478,0.145,0.128,0.018,-0.27,-1.11,4.34,0.34,-4.36,95.6,90.2,87.2,94.2,85.0,0.125,0.125,0.237,0.5,0.5,0.111,0.359,0.564,0.235,0.25,1.0,0.2,0.247,0.392,0.27,87.0,83.0,88.0,100.0,94.0,108.0,0.086,0.082,-1.3,0.16,84.7,77.6,0.189,0.189,0.271,0.148,0.407,0.447,0.154,0.308,0.371
7,2024-08-30,746749,Groundout,field_out,True,683734,656731,Andrew Vaughn,Tylor Megill,0,bca094cc-ca54-413f-af48-47793bf43bd9,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,111.0,98.0,99.0,104.0,108.0,112.0,102.0,103.0,107.0,99.0,97.0,94.0,0.063,0.478,0.145,0.128,0.018,-0.27,-1.11,4.34,0.34,-4.36,95.6,90.2,87.2,94.2,85.0,0.125,0.125,0.237,0.5,0.5,0.111,0.359,0.564,0.235,0.25,1.0,0.2,0.247,0.392,0.27,87.0,83.0,88.0,100.0,94.0,108.0,0.086,0.082,-1.3,0.16,84.7,77.6,0.189,0.189,0.271,0.148,0.407,0.447,0.154,0.308,0.371
8,2024-08-30,746749,Pop Out,field_out,True,657757,656731,Gavin Sheets,Tylor Megill,0,6f61ef58-14c9-4ac8-8b06-535fe9a9fb40,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,111.0,98.0,99.0,104.0,108.0,112.0,102.0,103.0,107.0,99.0,97.0,94.0,0.063,0.478,0.145,0.128,0.018,-0.27,-1.11,4.34,0.34,-4.36,95.6,90.2,87.2,94.2,85.0,0.125,0.125,0.237,0.5,0.5,0.111,0.359,0.564,0.235,0.25,1.0,0.2,0.247,0.392,0.27,87.0,83.0,88.0,100.0,94.0,108.0,0.086,0.082,-1.3,0.16,84.7,77.6,0.189,0.189,0.271,0.148,0.407,0.447,0.154,0.308,0.371
9,2024-08-30,746749,Single,single,False,608385,686563,Jesse Winker,Jonathan Cannon,0,88a4c0e2-ddff-49f3-b64a-3398eb0a3f54,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.53,4.68,101.1,101.0,92.0,99.0,0.813,6.22,2.93,9.59,1.33,1.02,0.224,0.387,0.163,0.298,0.392,94.0,104.0,106.0,74.0,103.0,96.0,86.0,100.0,93.0,118.0,100.0,107.0,79.0,102.0,94.0,0.289,0.111,0.199,0.213,0.188,-2.03,0.24,-0.25,-1.13,-0.2,94.4,90.2,85.7,93.3,81.9,0.314,0.492,0.119,0.245,0.415,0.263,0.257,0.471,0.188,0.253,0.453,0.283,0.297,0.459,0.227,,,,,,,,,,,,,,,,,,,,,
