,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-24,745526,Flyout,field_out,True,664023,621383,Ian Happ,Tanner Banks,0,9d82ee9d-b226-4bcd-8d2c-0c102c2322c2,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.39,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,117.0,110.0,108.0,85.0,106.0,104.0,76.0,102.0,91.0,109.0,95.0,93.0,0.084,0.31,0.327,0.149,0.129,0.31,0.59,-0.07,1.27,-1.88,93.5,86.3,92.1,87.9,82.1,0.207,0.305,0.282,0.293,0.415,0.258,0.196,0.261,0.279,0.279,0.512,0.159,0.292,0.292,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-24,745526,Groundout,field_out,True,621020,621383,Dansby Swanson,Tanner Banks,0,a570f6f3-feeb-43df-8001-edbb320ee757,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.39,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,117.0,110.0,108.0,85.0,106.0,104.0,76.0,102.0,91.0,109.0,95.0,93.0,0.084,0.31,0.327,0.149,0.129,0.31,0.59,-0.07,1.27,-1.88,93.5,86.3,92.1,87.9,82.1,0.207,0.305,0.282,0.293,0.415,0.258,0.196,0.261,0.279,0.279,0.512,0.159,0.292,0.292,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-24,745526,Double,double,False,673548,621383,Seiya Suzuki,Tanner Banks,0,7010a663-63f1-466d-a8bd-a1fd18681aad,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.39,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,117.0,110.0,108.0,85.0,106.0,104.0,76.0,102.0,91.0,109.0,95.0,93.0,0.084,0.31,0.327,0.149,0.129,0.31,0.59,-0.07,1.27,-1.88,93.5,86.3,92.1,87.9,82.1,0.207,0.305,0.282,0.293,0.415,0.258,0.196,0.261,0.279,0.279,0.512,0.159,0.292,0.292,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-24,745526,Flyout,field_out,True,641355,621383,Cody Bellinger,Tanner Banks,0,7d080651-b335-4877-9f4d-e5e474bbc113,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.39,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,117.0,110.0,108.0,85.0,106.0,104.0,76.0,102.0,91.0,109.0,95.0,93.0,0.084,0.31,0.327,0.149,0.129,0.31,0.59,-0.07,1.27,-1.88,93.5,86.3,92.1,87.9,82.1,0.207,0.305,0.282,0.293,0.415,0.258,0.196,0.261,0.279,0.279,0.512,0.159,0.292,0.292,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-24,745526,Strikeout,strikeout,True,656941,657006,Kyle Schwarber,Justin Steele,0,82d3bb64-0d18-4720-9914-b7c09bfbbce2,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.72,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.221,0.16,0.243,0.282,0.0,0.0,0.2,0.222,0.222,0.172,0.292,0.458,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-24,745526,Groundout,field_out,True,607208,657006,Trea Turner,Justin Steele,0,0d1e9568-acab-4587-b8ed-8e7b0e956292,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.72,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.221,0.16,0.243,0.282,0.0,0.0,0.2,0.222,0.222,0.172,0.292,0.458,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-24,745526,Home Run,home_run,False,547180,657006,Bryce Harper,Justin Steele,0,a26c9f9c-5602-43c4-9527-d0b817763da6,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.72,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.221,0.16,0.243,0.282,0.0,0.0,0.2,0.222,0.222,0.172,0.292,0.458,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-24,745526,Flyout,field_out,True,664761,657006,Alec Bohm,Justin Steele,0,453213aa-7068-44f4-a08a-54619bc33cf0,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.72,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.221,0.16,0.243,0.282,0.0,0.0,0.2,0.222,0.222,0.172,0.292,0.458,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-24,745526,Strikeout,strikeout,True,670623,621383,Isaac Paredes,Tanner Banks,0,86ee71ec-75fa-4cc0-9585-5649824f943f,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.39,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,117.0,110.0,108.0,85.0,106.0,104.0,76.0,102.0,91.0,109.0,95.0,93.0,0.084,0.31,0.327,0.149,0.129,0.31,0.59,-0.07,1.27,-1.88,93.5,86.3,92.1,87.9,82.1,0.207,0.305,0.282,0.293,0.415,0.258,0.196,0.261,0.279,0.279,0.512,0.159,0.292,0.292,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-24,745526,Hit By Pitch,hit_by_pitch,False,683737,621383,Michael Busch,Tanner Banks,0,8aaf6fc9-a58e-4511-96a3-50f6acc6cf77,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.98,3.39,72.1,102.0,97.0,100.0,0.759,9.71,3.11,8.59,0.75,1.49,0.273,0.337,0.146,0.268,0.435,86.0,98.0,99.0,117.0,110.0,108.0,85.0,106.0,104.0,76.0,102.0,91.0,109.0,95.0,93.0,0.084,0.31,0.327,0.149,0.129,0.31,0.59,-0.07,1.27,-1.88,93.5,86.3,92.1,87.9,82.1,0.207,0.305,0.282,0.293,0.415,0.258,0.196,0.261,0.279,0.279,0.512,0.159,0.292,0.292,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
