,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-05-21,745662,Hit By Pitch,hit_by_pitch,False,453568,605156,Charlie Blackmon,Aaron Brooks,0,ab62fc1e-ddfb-4e5e-95bc-d1b95ddf8641,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,0.243,0.28,0.325,0.017,0.134,-3.06,0.96,-0.25,5.07,-1.78,92.1,85.0,91.9,85.2,79.5,0.293,0.39,0.068,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-21,745662,Strikeout,strikeout,True,678662,605156,Ezequiel Tovar,Aaron Brooks,0,ff2856d8-fac5-41c6-bbbe-cef2b161ef4e,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,0.243,0.28,0.325,0.017,0.134,-3.06,0.96,-0.25,5.07,-1.78,92.1,85.0,91.9,85.2,79.5,0.293,0.39,0.068,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-21,745662,Home Run,home_run,False,641857,605156,Ryan McMahon,Aaron Brooks,1,14027542-5405-48ec-8cc8-4a2e18aee2c9,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,0.243,0.28,0.325,0.017,0.134,-3.06,0.96,-0.25,5.07,-1.78,92.1,85.0,91.9,85.2,79.5,0.293,0.39,0.068,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-21,745662,Single,single,False,553869,605156,Elias Díaz,Aaron Brooks,0,e5bda754-a634-4999-810c-dc735af3d23c,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,0.243,0.28,0.325,0.017,0.134,-3.06,0.96,-0.25,5.07,-1.78,92.1,85.0,91.9,85.2,79.5,0.293,0.39,0.068,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-21,745662,Strikeout,strikeout,True,592178,605156,Kris Bryant,Aaron Brooks,0,10bda9c9-464a-49e0-9084-312f0b9c514b,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,0.243,0.28,0.325,0.017,0.134,-3.06,0.96,-0.25,5.07,-1.78,92.1,85.0,91.9,85.2,79.5,0.293,0.39,0.068,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-21,745662,Forceout,force_out,True,663898,605156,Brendan Rodgers,Aaron Brooks,1,61225d45-b6e3-4190-8225-715bdee6a913,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,0.243,0.28,0.325,0.017,0.134,-3.06,0.96,-0.25,5.07,-1.78,92.1,85.0,91.9,85.2,79.5,0.293,0.39,0.068,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-21,745662,Strikeout,strikeout,True,647351,615698,Abraham Toro,Cal Quantrill,0,ef272933-fb60-453e-83cd-ff3ddb95eb60,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,,,,79.0,97.0,90.0,,,,,,,0.397,,,,0.025,,-1.66,,,1.78,,84.9,93.8,,,0.322,0.573,0.2,,,,,,,0.222,0.222,0.167,96.0,101.0,104.0,80.0,99.0,95.0,115.0,95.0,98.0,0.134,0.336,0.107,-1.43,1.52,0.34,87.7,86.1,79.9,0.178,0.253,0.253,0.347,0.571,0.173,0.242,0.424,0.267
7,2024-05-21,745662,Lineout,field_out,True,668709,615698,JJ Bleday,Cal Quantrill,0,c256f382-14d5-4905-ba40-174295d7ccbf,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,,,,79.0,97.0,90.0,,,,,,,0.397,,,,0.025,,-1.66,,,1.78,,84.9,93.8,,,0.322,0.573,0.2,,,,,,,0.222,0.222,0.167,96.0,101.0,104.0,80.0,99.0,95.0,115.0,95.0,98.0,0.134,0.336,0.107,-1.43,1.52,0.34,87.7,86.1,79.9,0.178,0.253,0.253,0.347,0.571,0.173,0.242,0.424,0.267
8,2024-05-21,745662,Groundout,field_out,True,667670,615698,Brent Rooker,Cal Quantrill,0,d740ebd0-c733-46e7-8f9d-cda24efda45e,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,,,,79.0,97.0,90.0,,,,,,,0.397,,,,0.025,,-1.66,,,1.78,,84.9,93.8,,,0.322,0.573,0.2,,,,,,,0.222,0.222,0.167,96.0,101.0,104.0,80.0,99.0,95.0,115.0,95.0,98.0,0.134,0.336,0.107,-1.43,1.52,0.34,87.7,86.1,79.9,0.178,0.253,0.253,0.347,0.571,0.173,0.242,0.424,0.267
9,2024-05-21,745662,Flyout,field_out,True,595909,605156,Jake Cave,Aaron Brooks,0,6cb81952-ee1e-4f59-8430-76079b0e1faf,605156.0,aaronbrooks,Brooks,Right,Aaron Brooks,OAK,5.06,6.58,26.2,101.0,88.0,96.0,0.81,4.05,2.7,11.14,1.35,1.39,0.224,0.429,0.071,0.357,0.4,98.0,100.0,104.0,61.0,90.0,75.0,87.0,107.0,99.0,106.0,104.0,107.0,107.0,98.0,96.0,0.243,0.28,0.325,0.017,0.134,-3.06,0.96,-0.25,5.07,-1.78,92.1,85.0,91.9,85.2,79.5,0.293,0.39,0.068,0.265,0.529,0.281,0.5,0.611,0.208,0.231,0.538,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
