,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,KC%,wFA/C,wKC/C,vFA,vKC,FF_ba,FF_slg,FF_whiff,vSC (sc),SC%,wSC/C
0,2024-07-23,746524,Hit By Pitch,hit_by_pitch,False,680776,621389,Jarren Duran,Ty Blach,0,5171f546-16b1-42a5-ac6c-4377a7fb80cf,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-23,746524,Flyout,field_out,True,608701,621389,Rob Refsnyder,Ty Blach,0,07bd0320-0990-4d51-81ab-22c2a09429a5,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-23,746524,Strikeout,strikeout,True,657136,621389,Connor Wong,Ty Blach,0,0d44852f-fa58-4efa-9212-d95c30db3178,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-23,746524,Double,double,False,646240,621389,Rafael Devers,Ty Blach,1,6393eb3b-81d7-44c7-ab55-691ed1adbf19,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-23,746524,Home Run,home_run,False,641933,621389,Tyler O'Neill,Ty Blach,1,c21ddf08-5c74-450c-93cb-f5a054edf3f6,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-23,746524,Groundout,field_out,True,807799,621389,Masataka Yoshida,Ty Blach,0,07b1121f-4539-42ff-8826-43378c79a448,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-23,746524,Single,single,False,453568,681867,Charlie Blackmon,Cooper Criswell,0,efc98acb-3b37-4f94-83fc-b5b6916222a8,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,82.0,104.0,93.0,0.275,0.151,,0.274,-0.09,1.59,,0.48,86.1,84.5,89.2,,0.28,0.44,0.051,0.263,0.364,0.19,0.161,0.355,0.346,,,,112.0,97.0,100.0,0.3,-1.5,76.9,0.284,0.463,0.196,,,,,,,,,,,,,,,
7,2024-07-23,746524,Forceout,force_out,True,678662,681867,Ezequiel Tovar,Cooper Criswell,1,14678906-ab86-4e05-8b4e-b91f0ed30167,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,82.0,104.0,93.0,0.275,0.151,,0.274,-0.09,1.59,,0.48,86.1,84.5,89.2,,0.28,0.44,0.051,0.263,0.364,0.19,0.161,0.355,0.346,,,,112.0,97.0,100.0,0.3,-1.5,76.9,0.284,0.463,0.196,,,,,,,,,,,,,,,
8,2024-07-23,746524,Flyout,field_out,True,663898,681867,Brendan Rodgers,Cooper Criswell,0,68c259ab-deb3-46be-9589-14b2d8de66fc,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,82.0,104.0,93.0,0.275,0.151,,0.274,-0.09,1.59,,0.48,86.1,84.5,89.2,,0.28,0.44,0.051,0.263,0.364,0.19,0.161,0.355,0.346,,,,112.0,97.0,100.0,0.3,-1.5,76.9,0.284,0.463,0.196,,,,,,,,,,,,,,,
9,2024-07-23,746524,Forceout,force_out,True,686668,681867,Brenton Doyle,Cooper Criswell,1,73dd404c-d939-4194-ad75-3a20136aacc3,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,82.0,104.0,93.0,0.275,0.151,,0.274,-0.09,1.59,,0.48,86.1,84.5,89.2,,0.28,0.44,0.051,0.263,0.364,0.19,0.161,0.355,0.346,,,,112.0,97.0,100.0,0.3,-1.5,76.9,0.284,0.463,0.196,,,,,,,,,,,,,,,
10,2024-07-23,746524,Single,single,False,663853,621389,Romy Gonzalez,Ty Blach,0,c310fbfc-afb9-4703-92a3-8d349fb7948b,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-23,746524,Flyout,field_out,True,678882,621389,Ceddanne Rafaela,Ty Blach,0,90579f16-fa0a-4f2f-8fd3-6c18f0ae6eb7,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-07-23,746524,Walk,walk,False,642197,621389,Jamie Westbrook,Ty Blach,1,b0079fb2-ec4d-4999-a27b-5bad53652d42,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-07-23,746524,Single,single,False,680776,621389,Jarren Duran,Ty Blach,1,0160bfae-d729-4517-88da-86df7cb731e4,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-07-23,746524,Double,double,False,608701,621389,Rob Refsnyder,Ty Blach,1,002f9caf-0279-4e38-b449-0059b41dba8c,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-07-23,746524,Flyout,field_out,True,657136,621389,Connor Wong,Ty Blach,0,ffe7aeb6-f9ae-473f-ae04-9cacafc9305f,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-07-23,746524,Strikeout,strikeout,True,592178,681867,Kris Bryant,Cooper Criswell,0,ea25f090-f0ec-4346-8e26-f1e7cd666a02,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,82.0,104.0,93.0,0.275,0.151,,0.274,-0.09,1.59,,0.48,86.1,84.5,89.2,,0.28,0.44,0.051,0.263,0.364,0.19,0.161,0.355,0.346,,,,112.0,97.0,100.0,0.3,-1.5,76.9,0.284,0.463,0.196,,,,,,,,,,,,,,,
17,2024-07-23,746524,Lineout,field_out,True,553869,681867,Elias Díaz,Cooper Criswell,0,ce946a80-a230-42d3-bc83-c0ff2db67e5d,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,82.0,104.0,93.0,0.275,0.151,,0.274,-0.09,1.59,,0.48,86.1,84.5,89.2,,0.28,0.44,0.051,0.263,0.364,0.19,0.161,0.355,0.346,,,,112.0,97.0,100.0,0.3,-1.5,76.9,0.284,0.463,0.196,,,,,,,,,,,,,,,
18,2024-07-23,746524,Field Error,field_error,False,595909,681867,Jake Cave,Cooper Criswell,0,ac61522b-f2ef-4ec0-b643-ae7a8477593d,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,82.0,104.0,93.0,0.275,0.151,,0.274,-0.09,1.59,,0.48,86.1,84.5,89.2,,0.28,0.44,0.051,0.263,0.364,0.19,0.161,0.355,0.346,,,,112.0,97.0,100.0,0.3,-1.5,76.9,0.284,0.463,0.196,,,,,,,,,,,,,,,
19,2024-07-23,746524,Groundout,field_out,True,669911,681867,Michael Toglia,Cooper Criswell,0,149da312-2397-46ff-8c55-6e822e6303c3,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,82.0,104.0,93.0,0.275,0.151,,0.274,-0.09,1.59,,0.48,86.1,84.5,89.2,,0.28,0.44,0.051,0.263,0.364,0.19,0.161,0.355,0.346,,,,112.0,97.0,100.0,0.3,-1.5,76.9,0.284,0.463,0.196,,,,,,,,,,,,,,,
20,2024-07-23,746524,Groundout,field_out,True,646240,621389,Rafael Devers,Ty Blach,0,655f71a2-f6d4-4d82-bbbe-8e5279ea2926,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-07-23,746524,Home Run,home_run,False,641933,621389,Tyler O'Neill,Ty Blach,0,64ecaa4c-c5e2-4a01-b920-fc7117a90056,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-07-23,746524,Double,double,False,807799,621389,Masataka Yoshida,Ty Blach,0,4310e773-2de2-4b35-a43c-dfb8d35f83f7,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.13,6.5,61.2,102.0,72.0,90.0,0.874,4.82,2.04,12.84,1.75,1.21,0.255,0.368,0.108,0.355,0.465,71.0,98.0,89.0,38.0,95.0,92.0,79.0,105.0,90.0,79.0,106.0,88.0,0.512,0.124,0.118,0.246,-0.39,-2.0,-0.43,-3.04,83.2,80.0,89.2,79.2,0.386,0.614,0.094,0.365,0.556,0.219,0.244,0.537,0.187,0.174,0.348,0.188,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-07-23,746524,Groundout,field_out,True,663853,683627,Romy Gonzalez,Anthony Molina,1,04ac3491-c254-4a4d-986a-9cb1cd7fa0c7,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.34,5.3,38.1,100.0,85.0,97.0,0.868,4.93,4.46,11.03,0.7,1.62,0.286,0.338,0.15,0.361,0.435,94.0,91.0,92.0,116.0,106.0,109.0,,,,,,,,,0.033,0.226,,,-1.52,0.42,,84.9,,82.4,,,,0.172,0.276,0.235,,,,0.286,0.286,0.25,89.0,108.0,107.0,0.254,-0.81,88.5,0.313,0.438,0.122,76.0,99.0,93.0,0.486,0.001,-1.67,3.84,94.6,76.8,0.368,0.529,0.137,,,
24,2024-07-23,746524,Strikeout,strikeout,True,678882,683627,Ceddanne Rafaela,Anthony Molina,0,708a2856-d8d1-4690-847c-3bf6c3cefe13,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.34,5.3,38.1,100.0,85.0,97.0,0.868,4.93,4.46,11.03,0.7,1.62,0.286,0.338,0.15,0.361,0.435,94.0,91.0,92.0,116.0,106.0,109.0,,,,,,,,,0.033,0.226,,,-1.52,0.42,,84.9,,82.4,,,,0.172,0.276,0.235,,,,0.286,0.286,0.25,89.0,108.0,107.0,0.254,-0.81,88.5,0.313,0.438,0.122,76.0,99.0,93.0,0.486,0.001,-1.67,3.84,94.6,76.8,0.368,0.529,0.137,,,
