,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff
10,2024-05-14,746799,Flyout,field_out,True,643217,680730,Andrew Benintendi,Mitchell Parker,0,d19f0dfa-3965-48d1-9bb9-142722d1d02d,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
11,2024-05-14,746799,Groundout,field_out,True,621545,680730,Zach Remillard,Mitchell Parker,0,eaa7de11-5bc9-4d8e-b8d2-0f5e308ef382,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
12,2024-05-14,746799,Strikeout,strikeout,True,608385,607200,Jesse Winker,Erick Fedde,0,bcbbdbfb-6731-4028-b82d-35e831b8837d,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
13,2024-05-14,746799,Single,single,False,545121,607200,Ildemaro Vargas,Erick Fedde,0,b79de92d-31af-4774-9421-d492210da540,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
14,2024-05-14,746799,Groundout,field_out,True,696285,607200,Jacob Young,Erick Fedde,1,bc1eaef5-3bc6-4931-844c-e9ca8802eb44,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
15,2024-05-14,746799,Lineout,field_out,True,682928,607200,CJ Abrams,Erick Fedde,0,09c91d95-ff8d-4677-8286-25c7894ee5f6,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
16,2024-05-14,746799,Single,single,False,542364,680730,Rafael Ortega,Mitchell Parker,0,305dc143-0bd1-42e5-8027-ff23b209a778,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
17,2024-05-14,746799,Strikeout,strikeout,True,455117,680730,Martín Maldonado,Mitchell Parker,1,3fff4b22-efbf-444a-92a0-ebb659af0cd9,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
18,2024-05-14,746799,Lineout,field_out,True,670032,680730,Nicky Lopez,Mitchell Parker,0,94167cf8-6052-45f6-a597-1222e99dbac1,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
19,2024-05-14,746799,Walk,walk,False,502054,680730,Tommy Pham,Mitchell Parker,1,b9d35655-b478-4d58-abea-3b4d777def2b,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
20,2024-05-14,746799,Home Run,home_run,False,683734,680730,Andrew Vaughn,Mitchell Parker,1,9d955d3e-0a10-40bb-b868-2901a87029c4,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
21,2024-05-14,746799,Lineout,field_out,True,650391,680730,Eloy Jiménez,Mitchell Parker,0,3d804089-44ce-4fac-bbd7-f9b7f146827f,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
22,2024-05-14,746799,Groundout,field_out,True,702358,607200,Trey Lipscomb,Erick Fedde,0,ded2e042-31d9-4e98-a8df-0a214e134cb6,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
23,2024-05-14,746799,Double,double,False,592696,607200,Eddie Rosario,Erick Fedde,0,70ecf107-c6ac-4217-bd62-11a4cf3b6687,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
24,2024-05-14,746799,Strikeout,strikeout,True,608841,607200,Joey Meneses,Erick Fedde,0,44d34e55-0cb3-458a-9212-33f3331e0f3a,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
25,2024-05-14,746799,Pop Out,field_out,True,671277,607200,Luis García Jr.,Erick Fedde,0,40ed8365-06a4-458a-9f89-d46b06ff446c,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
26,2024-05-14,746799,Single,single,False,657557,680730,Paul DeJong,Mitchell Parker,0,97b6e66c-ec1b-4cfd-bc6a-7b6981a08e81,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
27,2024-05-14,746799,Grounded Into DP,grounded_into_double_play,True,643217,680730,Andrew Benintendi,Mitchell Parker,1,fe0906a9-72ae-4566-ac06-f0dc78bed9d7,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
28,2024-05-14,746799,Groundout,field_out,True,621545,680730,Zach Remillard,Mitchell Parker,0,f529fde9-7bd8-4960-9892-8f65109c57ac,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
29,2024-05-14,746799,Flyout,field_out,True,660688,607200,Keibert Ruiz,Erick Fedde,0,760fd119-be7e-4ef8-b447-aecf536078bf,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
30,2024-05-14,746799,Flyout,field_out,True,608385,607200,Jesse Winker,Erick Fedde,0,38b2e98b-0222-4f2f-8000-de0c00c5fc15,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
31,2024-05-14,746799,Lineout,field_out,True,545121,607200,Ildemaro Vargas,Erick Fedde,0,8850391f-fcd7-4660-9e70-3522c4ddfac0,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
32,2024-05-14,746799,Strikeout,strikeout,True,542364,680730,Rafael Ortega,Mitchell Parker,0,86ba8b57-c4cf-4e6f-a91b-b64b236c2aeb,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
33,2024-05-14,746799,Strikeout,strikeout,True,455117,680730,Martín Maldonado,Mitchell Parker,0,d7551c5b-9bf2-466c-817d-6d0a27b053e3,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
34,2024-05-14,746799,Groundout,field_out,True,670032,680730,Nicky Lopez,Mitchell Parker,0,e7220672-f339-42cd-8c8f-d5cdab8d3dd5,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,79.0,102.0,97.0,,,,106.0,106.0,110.0,,,,,0.49,,0.09,,0.85,,,-1.59,,92.6,,,,84.6,,,,,,,,,,0.243,0.514,0.35,98.0,98.0,98.0,88.0,96.0,95.0,0.173,0.246,-0.37,1.0,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361
35,2024-05-14,746799,Strikeout,strikeout,True,696285,607200,Jacob Young,Erick Fedde,0,c88bb1e9-96dc-4a62-b486-d40fa3fe8b20,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,78.0,104.0,97.0,0.306,0.001,0.299,0.198,0.196,-1.85,1.18,0.74,0.47,0.17,94.1,90.1,87.9,93.2,83.7,0.246,0.358,0.203,0.242,0.387,0.258,0.216,0.295,0.142,0.184,0.382,0.26,,,,,,,,,,,,,,,,,,,,,
