,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-09-02,745373,Strikeout,strikeout,True,678009,605397,Parker Meadows,Joe Musgrove,0,99303c30-9af3-47bb-b5f4-59fd21769a51,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.54,5.0,81.1,101.0,120.0,102.0,0.735,8.63,2.43,9.07,1.44,1.04,0.208,0.437,0.1,0.351,0.45,118.0,100.0,106.0,160.0,98.0,103.0,89.0,99.0,94.0,68.0,111.0,95.0,147.0,95.0,104.0,105.0,108.0,103.0,0.05,0.247,0.21,0.195,0.218,0.08,-1.38,1.12,0.36,0.09,-0.17,-2.17,92.8,89.9,87.1,92.6,82.0,81.5,0.274,0.521,0.235,0.319,0.444,0.243,0.2,0.417,0.302,0.204,0.333,0.345,0.321,0.571,0.426,0.35,0.45,0.154,,,,,,,,,,,,,,,,,,
1,2024-09-02,745373,Strikeout,strikeout,True,682985,605397,Riley Greene,Joe Musgrove,0,e5185f64-c01e-4234-8e50-1d9171cd6364,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.54,5.0,81.1,101.0,120.0,102.0,0.735,8.63,2.43,9.07,1.44,1.04,0.208,0.437,0.1,0.351,0.45,118.0,100.0,106.0,160.0,98.0,103.0,89.0,99.0,94.0,68.0,111.0,95.0,147.0,95.0,104.0,105.0,108.0,103.0,0.05,0.247,0.21,0.195,0.218,0.08,-1.38,1.12,0.36,0.09,-0.17,-2.17,92.8,89.9,87.1,92.6,82.0,81.5,0.274,0.521,0.235,0.319,0.444,0.243,0.2,0.417,0.302,0.204,0.333,0.345,0.321,0.571,0.426,0.35,0.45,0.154,,,,,,,,,,,,,,,,,,
2,2024-09-02,745373,Groundout,field_out,True,663837,605397,Matt Vierling,Joe Musgrove,0,b9bcaa5c-606f-436d-8445-0aaf6797e8ba,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.54,5.0,81.1,101.0,120.0,102.0,0.735,8.63,2.43,9.07,1.44,1.04,0.208,0.437,0.1,0.351,0.45,118.0,100.0,106.0,160.0,98.0,103.0,89.0,99.0,94.0,68.0,111.0,95.0,147.0,95.0,104.0,105.0,108.0,103.0,0.05,0.247,0.21,0.195,0.218,0.08,-1.38,1.12,0.36,0.09,-0.17,-2.17,92.8,89.9,87.1,92.6,82.0,81.5,0.274,0.521,0.235,0.319,0.444,0.243,0.2,0.417,0.302,0.204,0.333,0.345,0.321,0.571,0.426,0.35,0.45,0.154,,,,,,,,,,,,,,,,,,
3,2024-09-02,745373,Groundout,field_out,True,650333,663947,Luis Arraez,Tyler Holton,0,bf6775de-c595-4567-bcf5-2bbb79bbae72,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.29,2.99,82.2,104.0,84.0,100.0,0.768,6.97,1.52,5.66,0.65,1.24,0.214,0.362,0.179,0.266,0.419,62.0,104.0,101.0,106.0,90.0,98.0,80.0,102.0,92.0,78.0,105.0,97.0,113.0,97.0,105.0,86.0,106.0,101.0,0.214,0.154,0.266,0.157,0.015,0.194,4.96,2.29,1.98,2.4,2.53,-0.08,92.1,87.8,83.5,91.6,80.8,79.3,0.102,0.122,0.258,0.19,0.241,0.255,0.122,0.122,0.355,,,,0.264,0.403,0.278,0.176,0.382,0.099,,,,,,,,,,,,,,,,,,
4,2024-09-02,745373,Groundout,field_out,True,665487,663947,Fernando Tatis Jr.,Tyler Holton,0,4901bc29-14ff-4c4e-bfa4-5dd8881fb13e,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.29,2.99,82.2,104.0,84.0,100.0,0.768,6.97,1.52,5.66,0.65,1.24,0.214,0.362,0.179,0.266,0.419,62.0,104.0,101.0,106.0,90.0,98.0,80.0,102.0,92.0,78.0,105.0,97.0,113.0,97.0,105.0,86.0,106.0,101.0,0.214,0.154,0.266,0.157,0.015,0.194,4.96,2.29,1.98,2.4,2.53,-0.08,92.1,87.8,83.5,91.6,80.8,79.3,0.102,0.122,0.258,0.19,0.241,0.255,0.122,0.122,0.355,,,,0.264,0.403,0.278,0.176,0.382,0.099,,,,,,,,,,,,,,,,,,
5,2024-09-02,745373,Flyout,field_out,True,456781,663947,Donovan Solano,Tyler Holton,0,7084ad05-cbe0-46b4-b990-77317da4acea,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.29,2.99,82.2,104.0,84.0,100.0,0.768,6.97,1.52,5.66,0.65,1.24,0.214,0.362,0.179,0.266,0.419,62.0,104.0,101.0,106.0,90.0,98.0,80.0,102.0,92.0,78.0,105.0,97.0,113.0,97.0,105.0,86.0,106.0,101.0,0.214,0.154,0.266,0.157,0.015,0.194,4.96,2.29,1.98,2.4,2.53,-0.08,92.1,87.8,83.5,91.6,80.8,79.3,0.102,0.122,0.258,0.19,0.241,0.255,0.122,0.122,0.355,,,,0.264,0.403,0.278,0.176,0.382,0.099,,,,,,,,,,,,,,,,,,
6,2024-09-02,745373,Single,single,False,681481,605397,Kerry Carpenter,Joe Musgrove,0,65dbba7a-445e-43b8-9188-1af3c8fa337a,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.54,5.0,81.1,101.0,120.0,102.0,0.735,8.63,2.43,9.07,1.44,1.04,0.208,0.437,0.1,0.351,0.45,118.0,100.0,106.0,160.0,98.0,103.0,89.0,99.0,94.0,68.0,111.0,95.0,147.0,95.0,104.0,105.0,108.0,103.0,0.05,0.247,0.21,0.195,0.218,0.08,-1.38,1.12,0.36,0.09,-0.17,-2.17,92.8,89.9,87.1,92.6,82.0,81.5,0.274,0.521,0.235,0.319,0.444,0.243,0.2,0.417,0.302,0.204,0.333,0.345,0.321,0.571,0.426,0.35,0.45,0.154,,,,,,,,,,,,,,,,,,
7,2024-09-02,745373,Strikeout,strikeout,True,690993,605397,Colt Keith,Joe Musgrove,0,eb32a6ac-d1e6-4853-a988-5309ccc285b6,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.54,5.0,81.1,101.0,120.0,102.0,0.735,8.63,2.43,9.07,1.44,1.04,0.208,0.437,0.1,0.351,0.45,118.0,100.0,106.0,160.0,98.0,103.0,89.0,99.0,94.0,68.0,111.0,95.0,147.0,95.0,104.0,105.0,108.0,103.0,0.05,0.247,0.21,0.195,0.218,0.08,-1.38,1.12,0.36,0.09,-0.17,-2.17,92.8,89.9,87.1,92.6,82.0,81.5,0.274,0.521,0.235,0.319,0.444,0.243,0.2,0.417,0.302,0.204,0.333,0.345,0.321,0.571,0.426,0.35,0.45,0.154,,,,,,,,,,,,,,,,,,
8,2024-09-02,745373,Strikeout,strikeout,True,679529,605397,Spencer Torkelson,Joe Musgrove,0,156c0e1d-0aa0-4e0e-baa5-7cac5d10742f,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.54,5.0,81.1,101.0,120.0,102.0,0.735,8.63,2.43,9.07,1.44,1.04,0.208,0.437,0.1,0.351,0.45,118.0,100.0,106.0,160.0,98.0,103.0,89.0,99.0,94.0,68.0,111.0,95.0,147.0,95.0,104.0,105.0,108.0,103.0,0.05,0.247,0.21,0.195,0.218,0.08,-1.38,1.12,0.36,0.09,-0.17,-2.17,92.8,89.9,87.1,92.6,82.0,81.5,0.274,0.521,0.235,0.319,0.444,0.243,0.2,0.417,0.302,0.204,0.333,0.345,0.321,0.571,0.426,0.35,0.45,0.154,,,,,,,,,,,,,,,,,,
9,2024-09-02,745373,Flyout,field_out,True,690291,605397,Jace Jung,Joe Musgrove,0,0b39e545-6513-4b19-935f-e392ce79ff0d,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.54,5.0,81.1,101.0,120.0,102.0,0.735,8.63,2.43,9.07,1.44,1.04,0.208,0.437,0.1,0.351,0.45,118.0,100.0,106.0,160.0,98.0,103.0,89.0,99.0,94.0,68.0,111.0,95.0,147.0,95.0,104.0,105.0,108.0,103.0,0.05,0.247,0.21,0.195,0.218,0.08,-1.38,1.12,0.36,0.09,-0.17,-2.17,92.8,89.9,87.1,92.6,82.0,81.5,0.274,0.521,0.235,0.319,0.444,0.243,0.2,0.417,0.302,0.204,0.333,0.345,0.321,0.571,0.426,0.35,0.45,0.154,,,,,,,,,,,,,,,,,,
