,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-10-06,775319,Lineout,field_out,True,516782,650911,Starling Marte,Cristopher Sánchez,0,8bdc397f-4bc1-4fc5-ac39-e068db90ba41,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-10-06,775319,Groundout,field_out,True,682626,650911,Francisco Alvarez,Cristopher Sánchez,0,91c677dd-8ffa-4567-a0b6-cc5df031f39f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-10-06,775319,Strikeout,strikeout,True,681082,622663,Bryson Stott,Luis Severino,0,7e39932c-715f-4a7e-b322-2ea421894515,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
13,2024-10-06,775319,Strikeout,strikeout,True,592663,622663,J.T. Realmuto,Luis Severino,0,2c1b8a02-1647-4bd9-b996-454514973a4a,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
14,2024-10-06,775319,Pop Out,field_out,True,669016,622663,Brandon Marsh,Luis Severino,0,4f543667-eb1d-4f65-bc84-f7711864d693,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
15,2024-10-06,775319,Groundout,field_out,True,664056,650911,Harrison Bader,Cristopher Sánchez,0,6a463d4b-764d-456b-bc78-c89133387558,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-10-06,775319,Single,single,False,596019,650911,Francisco Lindor,Cristopher Sánchez,0,3d94b758-e642-41d5-bac4-5288487afc44,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-10-06,775319,Home Run,home_run,False,668901,650911,Mark Vientos,Cristopher Sánchez,1,bd0b187d-3378-4a94-92f7-1eccb0991a10,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-10-06,775319,Single,single,False,607043,650911,Brandon Nimmo,Cristopher Sánchez,0,b01915e9-f371-4f04-aeea-a4b5256cea93,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-10-06,775319,Strikeout,strikeout,True,624413,650911,Pete Alonso,Cristopher Sánchez,0,e3394ec1-80a0-4760-ba34-6249bcbe5e71,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-10-06,775319,Strikeout,strikeout,True,578428,650911,Jose Iglesias,Cristopher Sánchez,0,194907f0-bfe3-4d14-a5ef-4e5ec5c7e0fb,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-10-06,775319,Strikeout,strikeout,True,624641,622663,Edmundo Sosa,Luis Severino,0,cf751962-687d-4354-b4d4-cb903ffc4fdc,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
22,2024-10-06,775319,Single,single,False,679032,622663,Johan Rojas,Luis Severino,0,4977b1d1-bf8a-439e-ad3f-6cf2dbbb2fa3,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
23,2024-10-06,775319,Flyout,field_out,True,656941,622663,Kyle Schwarber,Luis Severino,1,6072e7e9-da9b-4d03-a309-421a0b7b70bf,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
24,2024-10-06,775319,Pop Out,field_out,True,607208,622663,Trea Turner,Luis Severino,1,65895005-6dc5-4ae4-bd38-3fd6d15e7810,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
25,2024-10-06,775319,Groundout,field_out,True,502110,650911,J.D. Martinez,Cristopher Sánchez,0,cb11c711-626d-411b-b6c8-f8f56a3f1201,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-10-06,775319,Strikeout,strikeout,True,516782,650911,Starling Marte,Cristopher Sánchez,0,ade7f9a2-1cde-4334-a7c9-6b042696bfbb,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-10-06,775319,Strikeout,strikeout,True,682626,650911,Francisco Alvarez,Cristopher Sánchez,0,6d0572ba-5ed7-41fd-99f5-22314ec325d4,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-10-06,775319,Strikeout,strikeout,True,547180,622663,Bryce Harper,Luis Severino,0,61e317c2-529a-46e5-96c7-ffdcc2dd7b64,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
29,2024-10-06,775319,Groundout,field_out,True,592206,622663,Nick Castellanos,Luis Severino,0,aaff9737-e926-4100-95d1-e0d99f8add7d,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
30,2024-10-06,775319,Single,single,False,681082,622663,Bryson Stott,Luis Severino,0,ddc1dab9-b385-4cef-8c5a-60a54122b8cb,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
31,2024-10-06,775319,Caught Stealing 2B,caught_stealing_2b,True,592663,622663,J.T. Realmuto,Luis Severino,0,658b50b8-1cc5-42f2-bcc4-42fde0892b9a,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.081,0.242,0.075,1.05,1.24,0.26,-3.63,92.6,86.1,95.6,85.6,0.278,0.414,0.122,0.358,0.66,0.186,0.263,0.342,0.284,101.0,104.0,102.0,0.355,0.15,96.2,0.243,0.392,0.218,0.139,0.238,0.386,0.2,0.3,0.26,,,,,,,,,,,,,,,,,,
32,2024-10-06,775319,Pop Out,field_out,True,664056,650911,Harrison Bader,Cristopher Sánchez,0,40aea0a3-3a46-4945-8802-f10e0b3ec82e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-10-06,775319,Groundout,field_out,True,596019,650911,Francisco Lindor,Cristopher Sánchez,0,5dac06e6-5b5f-4eb2-b54c-3a930b01788e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-10-06,775319,Walk,walk,False,668901,650911,Mark Vientos,Cristopher Sánchez,0,f540b9a0-f68b-457c-95c5-38dcea042be6,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
