,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-05-04,745100,Double,double,False,607043,641793,Brandon Nimmo,Zack Littell,0,95300253-22ac-46b6-9150-dfd4b6b6d0b4,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-04,745100,Single,single,False,516782,641793,Starling Marte,Zack Littell,1,14ab00a8-d77d-46b2-aaae-b417e2cdcc86,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-04,745100,Flyout,field_out,True,596019,641793,Francisco Lindor,Zack Littell,1,a49b8e34-ee83-48d4-b157-fbc408207ead,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-04,745100,Strikeout,strikeout,True,624413,641793,Pete Alonso,Zack Littell,0,4d2051c6-6efd-49f2-be5b-4a501fb639da,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-04,745100,Strikeout,strikeout,True,502110,641793,J.D. Martinez,Zack Littell,0,4bd741cb-2d0a-4e94-bc7d-7a293767d36c,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-04,745100,Single,single,False,650490,681035,Yandy Díaz,Christian Scott,0,7ade1b96-9e4d-438e-aa77-73f9fed18a7b,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,,,,113.0,91.0,98.0,100.0,94.0,101.0,,0.534,0.105,0.361,0.31,-1.3,,0.32,94.2,84.9,,85.1,0.25,0.393,0.213,0.2,0.467,0.158,,,,0.258,0.393,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-04,745100,Double,double,False,680700,681035,Richie Palacios,Christian Scott,1,944c31fb-377c-43a5-8480-7a5c2334cecd,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,,,,113.0,91.0,98.0,100.0,94.0,101.0,,0.534,0.105,0.361,0.31,-1.3,,0.32,94.2,84.9,,85.1,0.25,0.393,0.213,0.2,0.467,0.158,,,,0.258,0.393,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-04,745100,Single,single,False,670623,681035,Isaac Paredes,Christian Scott,1,207ba4d3-ba1d-4e0f-b78d-8dda318181a9,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,,,,113.0,91.0,98.0,100.0,94.0,101.0,,0.534,0.105,0.361,0.31,-1.3,,0.32,94.2,84.9,,85.1,0.25,0.393,0.213,0.2,0.467,0.158,,,,0.258,0.393,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-04,745100,Strikeout,strikeout,True,668227,681035,Randy Arozarena,Christian Scott,0,f3d58ec4-4382-447c-b028-f8b72e636b26,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,,,,113.0,91.0,98.0,100.0,94.0,101.0,,0.534,0.105,0.361,0.31,-1.3,,0.32,94.2,84.9,,85.1,0.25,0.393,0.213,0.2,0.467,0.158,,,,0.258,0.393,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-04,745100,Grounded Into DP,grounded_into_double_play,True,623912,681035,Harold Ramírez,Christian Scott,1,3b29d0a7-adf5-458f-b88d-379407c15797,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,,,,113.0,91.0,98.0,100.0,94.0,101.0,,0.534,0.105,0.361,0.31,-1.3,,0.32,94.2,84.9,,85.1,0.25,0.393,0.213,0.2,0.467,0.158,,,,0.258,0.393,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
