,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff
0,2024-09-04,744887,Home Run,home_run,False,656941,670102,Kyle Schwarber,Bowden Francis,0,e1232bf4-9353-451e-813a-4f0bdea0fb07,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.72,3.62,84.2,102.0,98.0,104.0,0.795,8.61,2.02,6.91,1.59,0.79,0.236,0.498,0.18,0.326,0.466,99.0,93.0,99.0,95.0,105.0,106.0,79.0,116.0,108.0,97.0,93.0,92.0,108.0,104.0,111.0,0.02,0.514,0.192,0.086,0.187,1.75,1.52,7.87,-2.47,-2.04,93.2,83.9,91.3,82.3,73.6,0.186,0.395,0.188,0.174,0.174,0.235,0.311,0.6,0.225,0.316,0.737,0.442,0.143,0.143,0.1,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-04,744887,Flyout,field_out,True,607208,670102,Trea Turner,Bowden Francis,0,36f26210-8d23-4e7b-90b2-c1e367598006,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.72,3.62,84.2,102.0,98.0,104.0,0.795,8.61,2.02,6.91,1.59,0.79,0.236,0.498,0.18,0.326,0.466,99.0,93.0,99.0,95.0,105.0,106.0,79.0,116.0,108.0,97.0,93.0,92.0,108.0,104.0,111.0,0.02,0.514,0.192,0.086,0.187,1.75,1.52,7.87,-2.47,-2.04,93.2,83.9,91.3,82.3,73.6,0.186,0.395,0.188,0.174,0.174,0.235,0.311,0.6,0.225,0.316,0.737,0.442,0.143,0.143,0.1,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-04,744887,Hit By Pitch,hit_by_pitch,False,547180,670102,Bryce Harper,Bowden Francis,0,1e271ee9-1ba9-4ce0-b01d-764e42f8f34b,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.72,3.62,84.2,102.0,98.0,104.0,0.795,8.61,2.02,6.91,1.59,0.79,0.236,0.498,0.18,0.326,0.466,99.0,93.0,99.0,95.0,105.0,106.0,79.0,116.0,108.0,97.0,93.0,92.0,108.0,104.0,111.0,0.02,0.514,0.192,0.086,0.187,1.75,1.52,7.87,-2.47,-2.04,93.2,83.9,91.3,82.3,73.6,0.186,0.395,0.188,0.174,0.174,0.235,0.311,0.6,0.225,0.316,0.737,0.442,0.143,0.143,0.1,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-04,744887,Single,single,False,592206,670102,Nick Castellanos,Bowden Francis,1,b138d633-718a-4a3d-830b-6a42289e1fe0,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.72,3.62,84.2,102.0,98.0,104.0,0.795,8.61,2.02,6.91,1.59,0.79,0.236,0.498,0.18,0.326,0.466,99.0,93.0,99.0,95.0,105.0,106.0,79.0,116.0,108.0,97.0,93.0,92.0,108.0,104.0,111.0,0.02,0.514,0.192,0.086,0.187,1.75,1.52,7.87,-2.47,-2.04,93.2,83.9,91.3,82.3,73.6,0.186,0.395,0.188,0.174,0.174,0.235,0.311,0.6,0.225,0.316,0.737,0.442,0.143,0.143,0.1,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-04,744887,Pop Out,field_out,True,681082,670102,Bryson Stott,Bowden Francis,0,7947bcc3-82fa-467a-9fdf-71f7f8f3aaec,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.72,3.62,84.2,102.0,98.0,104.0,0.795,8.61,2.02,6.91,1.59,0.79,0.236,0.498,0.18,0.326,0.466,99.0,93.0,99.0,95.0,105.0,106.0,79.0,116.0,108.0,97.0,93.0,92.0,108.0,104.0,111.0,0.02,0.514,0.192,0.086,0.187,1.75,1.52,7.87,-2.47,-2.04,93.2,83.9,91.3,82.3,73.6,0.186,0.395,0.188,0.174,0.174,0.235,0.311,0.6,0.225,0.316,0.737,0.442,0.143,0.143,0.1,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-04,744887,Strikeout,strikeout,True,592663,670102,J.T. Realmuto,Bowden Francis,0,40c86e7c-9f1c-4221-b282-8917341e050d,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.72,3.62,84.2,102.0,98.0,104.0,0.795,8.61,2.02,6.91,1.59,0.79,0.236,0.498,0.18,0.326,0.466,99.0,93.0,99.0,95.0,105.0,106.0,79.0,116.0,108.0,97.0,93.0,92.0,108.0,104.0,111.0,0.02,0.514,0.192,0.086,0.187,1.75,1.52,7.87,-2.47,-2.04,93.2,83.9,91.3,82.3,73.6,0.186,0.395,0.188,0.174,0.174,0.235,0.311,0.6,0.225,0.316,0.737,0.442,0.143,0.143,0.1,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-04,744887,Flyout,field_out,True,543807,650911,George Springer,Cristopher Sánchez,0,cfb4ee6e-b9ae-4df7-b583-1da3105c9aa4,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,,,,,,,94.0,100.0,98.0,100.0,101.0,103.0,,,,0.47,,,0.171,,,,-0.45,0.44,,,,94.5,84.4,,,,,,,,,,,0.23,0.37,0.307,0.351,0.478,0.124,94.0,106.0,115.0,86.0,52.0,74.0,0.001,0.358,2.6,1.62,86.5,85.1,0.18,0.226,0.345,,,,,,,,,
7,2024-09-04,744887,Double,double,False,662139,650911,Daulton Varsho,Cristopher Sánchez,0,06ede0a2-001d-421d-bd5c-84389f672ef9,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,,,,,,,94.0,100.0,98.0,100.0,101.0,103.0,,,,0.47,,,0.171,,,,-0.45,0.44,,,,94.5,84.4,,,,,,,,,,,0.23,0.37,0.307,0.351,0.478,0.124,94.0,106.0,115.0,86.0,52.0,74.0,0.001,0.358,2.6,1.62,86.5,85.1,0.18,0.226,0.345,,,,,,,,,
8,2024-09-04,744887,Double,double,False,665489,650911,Vladimir Guerrero Jr.,Cristopher Sánchez,1,1b63e700-5551-4f03-b1af-8d9e0a883ce0,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,,,,,,,94.0,100.0,98.0,100.0,101.0,103.0,,,,0.47,,,0.171,,,,-0.45,0.44,,,,94.5,84.4,,,,,,,,,,,0.23,0.37,0.307,0.351,0.478,0.124,94.0,106.0,115.0,86.0,52.0,74.0,0.001,0.358,2.6,1.62,86.5,85.1,0.18,0.226,0.345,,,,,,,,,
9,2024-09-04,744887,Double,double,False,672386,650911,Alejandro Kirk,Cristopher Sánchez,1,3d373d1d-890e-4c8a-bd17-1c3a920c328f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,,,,,,,94.0,100.0,98.0,100.0,101.0,103.0,,,,0.47,,,0.171,,,,-0.45,0.44,,,,94.5,84.4,,,,,,,,,,,0.23,0.37,0.307,0.351,0.478,0.124,94.0,106.0,115.0,86.0,52.0,74.0,0.001,0.358,2.6,1.62,86.5,85.1,0.18,0.226,0.345,,,,,,,,,
