,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FS%,wFS/C,vFS
0,2024-07-10,746934,Flyout,field_out,True,668709,601713,JJ Bleday,Nick Pivetta,0,5f97c7ad-f489-4c14-b319-3e3aa6da77b1,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
1,2024-07-10,746934,Groundout,field_out,True,609280,601713,Miguel Andujar,Nick Pivetta,0,bbfe974d-0172-4347-98bb-e91417a3f5d0,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
2,2024-07-10,746934,Flyout,field_out,True,667670,601713,Brent Rooker,Nick Pivetta,0,d517af6f-dc3c-474d-b423-9645485e6320,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
3,2024-07-10,746934,Single,single,False,680776,676664,Jarren Duran,JP Sears,0,b24ba1a1-0de0-430b-bad8-0a7c2e284456,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
4,2024-07-10,746934,Strikeout,strikeout,True,608701,676664,Rob Refsnyder,JP Sears,1,fef1b3c1-4cf9-4b9e-b42d-e633ef7e929e,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
5,2024-07-10,746934,Walk,walk,False,641933,676664,Tyler O'Neill,JP Sears,0,55f199d6-b3fe-42e6-b8d3-20cbf551fdf3,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
6,2024-07-10,746934,Strikeout,strikeout,True,646240,676664,Rafael Devers,JP Sears,0,762b3c88-5710-4da4-8f68-187dde969f33,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
7,2024-07-10,746934,Walk,walk,False,657136,676664,Connor Wong,JP Sears,1,687a4e90-136f-4065-8fe1-dff6cae72a01,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
8,2024-07-10,746934,Groundout,field_out,True,663853,676664,Romy Gonzalez,JP Sears,0,d32b1a90-a394-46fe-bc53-be8d5a60101a,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
9,2024-07-10,746934,Groundout,field_out,True,669127,601713,Shea Langeliers,Nick Pivetta,0,cc60ce3d-29ad-420a-9b4a-0019040e2ef2,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
10,2024-07-10,746934,Single,single,False,671732,601713,Lawrence Butler,Nick Pivetta,0,18c17012-e790-4ec0-8900-bc9ef4b8e561,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
11,2024-07-10,746934,Pop Out,field_out,True,680869,601713,Zack Gelof,Nick Pivetta,0,30ebccee-af57-4133-9dd7-e1a8127604e7,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
12,2024-07-10,746934,Strikeout,strikeout,True,663527,601713,Tyler Nevin,Nick Pivetta,1,41f7bc94-bcef-461c-a403-f3230e569814,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
13,2024-07-10,746934,Strikeout,strikeout,True,807799,676664,Masataka Yoshida,JP Sears,0,0b4fd8a4-4a9b-47de-8c3d-5b4201af25ec,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
14,2024-07-10,746934,Groundout,field_out,True,642197,676664,Jamie Westbrook,JP Sears,0,d1654485-b07f-4cee-a436-34d483e0425e,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
15,2024-07-10,746934,Strikeout,strikeout,True,678882,676664,Ceddanne Rafaela,JP Sears,0,3ac8bfd3-3d73-47dc-94d5-60b1e251ed44,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,,,,81.0,100.0,95.0,119.0,101.0,107.0,,,,0.321,,0.382,,-1.73,,0.08,,92.2,,78.9,,0.25,0.556,0.258,0.242,0.636,0.257,,,,,,,91.0,95.0,85.0,95.0,99.0,85.0,0.116,0.182,0.67,0.69,84.3,90.1,0.304,0.354,0.219,0.298,0.447,0.132,,,
16,2024-07-10,746934,Flyout,field_out,True,695391,601713,Brett Harris,Nick Pivetta,0,a78a4afb-c1c6-49ec-b506-486433d253a8,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
17,2024-07-10,746934,Single,single,False,680474,601713,Max Schuemann,Nick Pivetta,0,7f50619c-ebde-4009-9953-da87c018aa56,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
18,2024-07-10,746934,Strikeout,strikeout,True,668709,601713,JJ Bleday,Nick Pivetta,0,1caf4829-a089-4c26-a339-11a705dac83c,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
19,2024-07-10,746934,Single,single,False,609280,601713,Miguel Andujar,Nick Pivetta,1,7dc7ac71-7c44-456b-a42f-7a8c0b46906a,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
