,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff
10,2024-06-30,745072,Home Run,home_run,False,670623,571578,Isaac Paredes,Patrick Corbin,0,8b4b3e86-d8df-4d28-8ef9-a653cb3b23a4,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
11,2024-06-30,745072,Flyout,field_out,True,642350,571578,Jose Siri,Patrick Corbin,0,a2ce0639-2969-4987-a125-8c0f2ca07277,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
12,2024-06-30,745072,Single,single,False,676356,571578,Jonny DeLuca,Patrick Corbin,0,a623b66d-d25a-48ab-8fc4-999bde2216c0,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
13,2024-06-30,745072,Home Run,home_run,False,676609,571578,José Caballero,Patrick Corbin,1,383cf035-bbad-4d72-8e0b-e613e1de5639,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
14,2024-06-30,745072,Single,single,False,670764,571578,Taylor Walls,Patrick Corbin,0,3ccfa9d0-43f2-4e21-935c-1c7d741b2493,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
15,2024-06-30,745072,Strikeout Double Play,strikeout_double_play,True,656577,571578,Alex Jackson,Patrick Corbin,1,09cd1474-4755-427d-a985-4e6ddadb3d8c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
16,2024-06-30,745072,Strikeout,strikeout,True,686452,671737,Drew Millas,Taj Bradley,0,4083537c-ff77-4638-880c-2ff21fa8f228,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-06-30,745072,Single,single,False,696285,671737,Jacob Young,Taj Bradley,0,4f66eb38-aa4c-42fd-98c0-e504a00b8ff7,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-06-30,745072,Single,single,False,682928,671737,CJ Abrams,Taj Bradley,1,b20ec388-178d-4ec8-b900-28b70e98f028,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-06-30,745072,Strikeout,strikeout,True,657041,671737,Lane Thomas,Taj Bradley,1,2f5b3e0e-0002-4dc4-9ff0-33fed3f0d567,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-06-30,745072,Groundout,field_out,True,608385,671737,Jesse Winker,Taj Bradley,0,34129fd3-9a0a-4013-9692-53794d3153fa,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-06-30,745072,Flyout,field_out,True,650490,571578,Yandy Díaz,Patrick Corbin,0,fd05182f-cdd1-45bf-a8d9-9e3f307e3ea1,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
22,2024-06-30,745072,Groundout,field_out,True,668227,571578,Randy Arozarena,Patrick Corbin,0,1d2a189f-9e80-4ce7-9b2b-17048743adbb,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
23,2024-06-30,745072,Strikeout,strikeout,True,642708,571578,Amed Rosario,Patrick Corbin,0,a1a7c26a-4df5-484d-9939-760b6bacc7b2,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
24,2024-06-30,745072,Groundout,field_out,True,623912,671737,Harold Ramírez,Taj Bradley,0,00442d19-4c53-441b-aa27-1a6fcdb98b0b,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-06-30,745072,Pop Out,field_out,True,671277,671737,Luis García Jr.,Taj Bradley,0,a2d6f1a8-078d-489a-9ee0-39cac5b56778,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-06-30,745072,Strikeout,strikeout,True,608841,671737,Joey Meneses,Taj Bradley,0,bcab6f8c-6f0a-41e4-b55e-80199d17ac83,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-06-30,745072,Triple,triple,False,670623,571578,Isaac Paredes,Patrick Corbin,0,985bc7ca-95fa-4e70-af8c-b332b7528cd3,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
28,2024-06-30,745072,Sac Fly,sac_fly,True,642350,571578,Jose Siri,Patrick Corbin,1,6d48a987-2f48-492a-831c-14c4595dbfa5,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
29,2024-06-30,745072,Flyout,field_out,True,676356,571578,Jonny DeLuca,Patrick Corbin,0,289db148-1489-41a0-a047-395efb352c7c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
30,2024-06-30,745072,Strikeout,strikeout,True,676609,571578,José Caballero,Patrick Corbin,0,d1ac7767-5221-41e5-b8ca-88f15aca6316,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
31,2024-06-30,745072,Lineout,field_out,True,545121,671737,Ildemaro Vargas,Taj Bradley,0,8916596b-1574-45ca-bdb4-70160abd4e41,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-06-30,745072,Strikeout,strikeout,True,686452,671737,Drew Millas,Taj Bradley,0,f732a5df-6cc0-43f1-83e0-e15c2be2ca9f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-06-30,745072,Strikeout,strikeout,True,696285,671737,Jacob Young,Taj Bradley,0,72187b8c-aba4-4b1d-bca0-584e20581143,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-06-30,745072,Groundout,field_out,True,670764,571578,Taylor Walls,Patrick Corbin,0,c77b4ae1-4449-4e19-84f9-e6cc7152d72b,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,,,,54.0,97.0,83.0,79.0,106.0,99.0,,,,0.103,0.179,,,-1.09,0.23,,,91.3,84.5,,,0.324,0.541,0.117,,,,0.253,0.38,0.236,,,,88.0,95.0,96.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.316,0.05,-1.8,0.02,-4.62,81.2,91.4,79.7,0.326,0.578,0.089,0.25,0.384,0.352,0.4,0.65,0.275
