,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,wFA/C,wFC/C,wCU/C,vFA,vFC,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS%,wFS/C,vFS
0,2024-04-30,745673,Strikeout,strikeout,True,663647,622072,Ke'Bryan Hayes,Alex Wood,0,501f41f9-fb6e-4eae-9367-1095975f0803,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-30,745673,Groundout,field_out,True,668804,622072,Bryan Reynolds,Alex Wood,0,f7b0572b-a2e1-4ef5-b41d-7dcc249df432,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-30,745673,Home Run,home_run,False,656582,622072,Connor Joe,Alex Wood,0,c9e306a3-b110-400a-9e1b-d539e4833478,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-30,745673,Walk,walk,False,457705,622072,Andrew McCutchen,Alex Wood,0,9ca3dc2f-da39-4ca2-9013-9ae9e0fd9888,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-30,745673,Strikeout,strikeout,True,658668,622072,Edward Olivares,Alex Wood,0,cd165446-046c-451c-8411-612fbf64ef0b,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-30,745673,Strikeout,strikeout,True,671732,656605,Lawrence Butler,Mitch Keller,0,8277a242-740a-4ec1-9701-b4e4b847879e,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.245,0.01,0.17,-0.49,-11.3,90.2,93.7,85.0,0.243,0.369,0.107,0.311,0.533,0.247,0.75,1.25,0.0,114.0,98.0,106.0,89.0,103.0,96.0,96.0,98.0,97.0,0.297,0.132,0.093,-0.08,0.01,0.77,94.6,90.6,78.5,0.277,0.42,0.249,0.23,0.475,0.197,0.217,0.391,0.333,,,
6,2024-04-30,745673,Hit By Pitch,hit_by_pitch,False,663527,656605,Tyler Nevin,Mitch Keller,0,be51173b-adce-4b03-b0ce-f00ff2520c8a,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.245,0.01,0.17,-0.49,-11.3,90.2,93.7,85.0,0.243,0.369,0.107,0.311,0.533,0.247,0.75,1.25,0.0,114.0,98.0,106.0,89.0,103.0,96.0,96.0,98.0,97.0,0.297,0.132,0.093,-0.08,0.01,0.77,94.6,90.6,78.5,0.277,0.42,0.249,0.23,0.475,0.197,0.217,0.391,0.333,,,
7,2024-04-30,745673,Lineout,field_out,True,668709,656605,JJ Bleday,Mitch Keller,0,aaaeba13-89ed-4b33-9f48-f37a2cbb1f26,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.245,0.01,0.17,-0.49,-11.3,90.2,93.7,85.0,0.243,0.369,0.107,0.311,0.533,0.247,0.75,1.25,0.0,114.0,98.0,106.0,89.0,103.0,96.0,96.0,98.0,97.0,0.297,0.132,0.093,-0.08,0.01,0.77,94.6,90.6,78.5,0.277,0.42,0.249,0.23,0.475,0.197,0.217,0.391,0.333,,,
8,2024-04-30,745673,Walk,walk,False,667670,656605,Brent Rooker,Mitch Keller,1,b2c68e80-18bf-41b5-b415-9f8de1f99c5e,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.245,0.01,0.17,-0.49,-11.3,90.2,93.7,85.0,0.243,0.369,0.107,0.311,0.533,0.247,0.75,1.25,0.0,114.0,98.0,106.0,89.0,103.0,96.0,96.0,98.0,97.0,0.297,0.132,0.093,-0.08,0.01,0.77,94.6,90.6,78.5,0.277,0.42,0.249,0.23,0.475,0.197,0.217,0.391,0.333,,,
9,2024-04-30,745673,Groundout,field_out,True,664913,656605,Seth Brown,Mitch Keller,0,6a19c206-5ca2-4aa7-886c-c2ccd86b6913,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.245,0.01,0.17,-0.49,-11.3,90.2,93.7,85.0,0.243,0.369,0.107,0.311,0.533,0.247,0.75,1.25,0.0,114.0,98.0,106.0,89.0,103.0,96.0,96.0,98.0,97.0,0.297,0.132,0.093,-0.08,0.01,0.77,94.6,90.6,78.5,0.277,0.42,0.249,0.23,0.475,0.197,0.217,0.391,0.333,,,
10,2024-04-30,745673,Walk,walk,False,663698,622072,Joey Bart,Alex Wood,0,56bc2bc8-473f-43f6-a6c1-13a52c5bf068,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-30,745673,Strikeout,strikeout,True,669707,622072,Jared Triolo,Alex Wood,0,50e2e8f6-d568-41ff-9a48-7fb984e2507a,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-30,745673,Single,single,False,572191,622072,Michael A. Taylor,Alex Wood,1,8ca84301-2f78-45eb-9c78-5c94aebdae32,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,83.0,100.0,94.0,74.0,94.0,91.0,0.462,0.315,0.224,-1.94,-0.4,-2.72,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
