,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-04-02,746009,Groundout,field_out,True,666397,596001,Edouard Julien,Jakob Junis,0,4347f949-d10b-469c-9021-c42b5bf4b3cf,596001.0,jakobjunis,Junis,Right,Jakob Junis,MIL,2.84,4.99,19.0,106.0,94.0,104.0,0.738,7.58,1.89,7.11,1.42,1.0,0.208,0.453,0.132,0.302,0.513,82.0,96.0,94.0,77.0,133.0,119.0,75.0,108.0,97.0,116.0,105.0,112.0,97.0,119.0,106.0,0.395,0.049,0.011,0.441,0.103,3.85,0.71,2.69,-0.16,-1.46,92.9,89.0,85.9,92.1,82.5,0.226,0.452,0.314,0.217,0.304,0.264,0.222,0.556,0.357,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
1,2024-04-02,746009,Groundout,field_out,True,666135,596001,Alex Kirilloff,Jakob Junis,0,904097df-f088-45bc-b765-2c2f11e441d2,596001.0,jakobjunis,Junis,Right,Jakob Junis,MIL,2.84,4.99,19.0,106.0,94.0,104.0,0.738,7.58,1.89,7.11,1.42,1.0,0.208,0.453,0.132,0.302,0.513,82.0,96.0,94.0,77.0,133.0,119.0,75.0,108.0,97.0,116.0,105.0,112.0,97.0,119.0,106.0,0.395,0.049,0.011,0.441,0.103,3.85,0.71,2.69,-0.16,-1.46,92.9,89.0,85.9,92.1,82.5,0.226,0.452,0.314,0.217,0.304,0.264,0.222,0.556,0.357,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
2,2024-04-02,746009,Lineout,field_out,True,621439,596001,Byron Buxton,Jakob Junis,0,dd430dae-47c3-4828-b45c-045bd4e59bc9,596001.0,jakobjunis,Junis,Right,Jakob Junis,MIL,2.84,4.99,19.0,106.0,94.0,104.0,0.738,7.58,1.89,7.11,1.42,1.0,0.208,0.453,0.132,0.302,0.513,82.0,96.0,94.0,77.0,133.0,119.0,75.0,108.0,97.0,116.0,105.0,112.0,97.0,119.0,106.0,0.395,0.049,0.011,0.441,0.103,3.85,0.71,2.69,-0.16,-1.46,92.9,89.0,85.9,92.1,82.5,0.226,0.452,0.314,0.217,0.304,0.264,0.222,0.556,0.357,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
3,2024-04-02,746009,Strikeout,strikeout,True,686217,686973,Sal Frelick,Louie Varland,0,d1c70b96-99e4-4a48-9173-23aa7903f80d,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,0.081,-0.1,-5.23,-2.37,,0.8,95.7,89.6,88.3,93.1,,,,,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,100.0,82.0,91.0,0.225,0.55,84.5,0.294,0.588,0.177,0.222,0.222,0.347,,,,,,
4,2024-04-02,746009,Walk,walk,False,661388,686973,William Contreras,Louie Varland,0,cf42f931-e4a6-44c8-9d51-0ff23153a8b0,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,0.081,-0.1,-5.23,-2.37,,0.8,95.7,89.6,88.3,93.1,,,,,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,100.0,82.0,91.0,0.225,0.55,84.5,0.294,0.588,0.177,0.222,0.222,0.347,,,,,,
5,2024-04-02,746009,Groundout,field_out,True,592885,686973,Christian Yelich,Louie Varland,1,3faf15cc-8905-48cf-adde-fb9dbe7efe85,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,0.081,-0.1,-5.23,-2.37,,0.8,95.7,89.6,88.3,93.1,,,,,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,100.0,82.0,91.0,0.225,0.55,84.5,0.294,0.588,0.177,0.222,0.222,0.347,,,,,,
6,2024-04-02,746009,Groundout,field_out,True,642715,686973,Willy Adames,Louie Varland,0,dd8e25e6-c78b-40e4-bd01-55fea6141980,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,,,,90.0,84.0,88.0,0.045,0.361,0.289,,0.081,-0.1,-5.23,-2.37,,0.8,95.7,89.6,88.3,93.1,,,,,0.5,0.5,0.077,0.2,0.2,0.077,0.351,0.649,0.217,100.0,82.0,91.0,0.225,0.55,84.5,0.294,0.588,0.177,0.222,0.222,0.347,,,,,,
7,2024-04-02,746009,Single,single,False,596146,596001,Max Kepler,Jakob Junis,0,63bf295a-676a-4e14-8bd1-d9e253210e8f,596001.0,jakobjunis,Junis,Right,Jakob Junis,MIL,2.84,4.99,19.0,106.0,94.0,104.0,0.738,7.58,1.89,7.11,1.42,1.0,0.208,0.453,0.132,0.302,0.513,82.0,96.0,94.0,77.0,133.0,119.0,75.0,108.0,97.0,116.0,105.0,112.0,97.0,119.0,106.0,0.395,0.049,0.011,0.441,0.103,3.85,0.71,2.69,-0.16,-1.46,92.9,89.0,85.9,92.1,82.5,0.226,0.452,0.314,0.217,0.304,0.264,0.222,0.556,0.357,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
8,2024-04-02,746009,Strikeout,strikeout,True,621043,596001,Carlos Correa,Jakob Junis,0,14aba5df-7ad4-4400-ba3c-a4f2c47c3c64,596001.0,jakobjunis,Junis,Right,Jakob Junis,MIL,2.84,4.99,19.0,106.0,94.0,104.0,0.738,7.58,1.89,7.11,1.42,1.0,0.208,0.453,0.132,0.302,0.513,82.0,96.0,94.0,77.0,133.0,119.0,75.0,108.0,97.0,116.0,105.0,112.0,97.0,119.0,106.0,0.395,0.049,0.011,0.441,0.103,3.85,0.71,2.69,-0.16,-1.46,92.9,89.0,85.9,92.1,82.5,0.226,0.452,0.314,0.217,0.304,0.264,0.222,0.556,0.357,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
9,2024-04-02,746009,Strikeout,strikeout,True,670242,596001,Matt Wallner,Jakob Junis,0,cfda7982-0f09-4b30-984d-769d7913b014,596001.0,jakobjunis,Junis,Right,Jakob Junis,MIL,2.84,4.99,19.0,106.0,94.0,104.0,0.738,7.58,1.89,7.11,1.42,1.0,0.208,0.453,0.132,0.302,0.513,82.0,96.0,94.0,77.0,133.0,119.0,75.0,108.0,97.0,116.0,105.0,112.0,97.0,119.0,106.0,0.395,0.049,0.011,0.441,0.103,3.85,0.71,2.69,-0.16,-1.46,92.9,89.0,85.9,92.1,82.5,0.226,0.452,0.314,0.217,0.304,0.264,0.222,0.556,0.357,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,
