,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-19,746864,Strikeout,strikeout,True,689172,543294,Brett Wisely,Kyle Hendricks,0,06fe42ad-a7fb-44f0-8196-026a0cb6c508,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-19,746864,Walk,walk,False,671218,543294,Heliot Ramos,Kyle Hendricks,0,7bb24d18-69b0-4f08-98ef-97375a46356e,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-19,746864,Strikeout,strikeout,True,672275,543294,Patrick Bailey,Kyle Hendricks,0,ae78d646-e561-4916-b107-7e2c26445962,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-19,746864,Strikeout,strikeout,True,656305,543294,Matt Chapman,Kyle Hendricks,0,d477026d-b857-4a08-b1ea-b92ec5478ec8,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-19,746864,Strikeout,strikeout,True,663538,669062,Nico Hoerner,Erik Miller,0,126ad2ad-4e52-4767-9532-6ea0494b5321,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,,,,,0.474,0.001,0.35,0.26,,3.88,1.88,96.8,85.1,,81.1,0.159,0.238,0.31,,,,,,,0.219,0.406,0.293,130.0,99.0,109.0,0.175,-1.79,82.6,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-19,746864,Walk,walk,False,673548,669062,Seiya Suzuki,Erik Miller,0,9330e7db-2943-4c06-905b-868227e6f34a,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,,,,,0.474,0.001,0.35,0.26,,3.88,1.88,96.8,85.1,,81.1,0.159,0.238,0.31,,,,,,,0.219,0.406,0.293,130.0,99.0,109.0,0.175,-1.79,82.6,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-19,746864,Lineout,field_out,True,641355,669062,Cody Bellinger,Erik Miller,0,f9c54241-72fe-4f6c-9b90-7d657e749265,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,,,,,0.474,0.001,0.35,0.26,,3.88,1.88,96.8,85.1,,81.1,0.159,0.238,0.31,,,,,,,0.219,0.406,0.293,130.0,99.0,109.0,0.175,-1.79,82.6,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-19,746864,Strikeout,strikeout,True,666624,669062,Christopher Morel,Erik Miller,0,8ac18c29-c0b4-4319-ad35-50081333576e,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,,,,,0.474,0.001,0.35,0.26,,3.88,1.88,96.8,85.1,,81.1,0.159,0.238,0.31,,,,,,,0.219,0.406,0.293,130.0,99.0,109.0,0.175,-1.79,82.6,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-19,746864,Strikeout,strikeout,True,624424,543294,Michael Conforto,Kyle Hendricks,0,a4b2b74e-188f-4a23-b8da-f1daadc75d9f,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-19,746864,Groundout,field_out,True,624585,543294,Jorge Soler,Kyle Hendricks,0,fdd96d4f-0101-4eee-b687-be8af4812bae,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,98.0,106.0,98.0,0.365,0.119,0.127,0.39,-3.58,-0.85,1.57,-1.24,87.8,80.9,87.8,74.3,0.278,0.421,0.244,0.357,0.504,0.101,0.12,0.24,0.381,0.4,1.067,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
