,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff
0,2024-09-22,745608,Single,single,False,650402,683155,Gleyber Torres,Joey Estes,0,01be11ec-8ac2-4c1a-affc-ad21112ee0d3,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.99,4.5,122.2,106.0,91.0,104.0,0.834,6.6,1.83,9.17,1.61,0.44,0.258,0.419,0.174,0.301,0.48,78.0,92.0,93.0,79.0,106.0,99.0,60.0,97.0,84.0,113.0,113.0,117.0,111.0,89.0,91.0,0.028,0.517,0.007,0.335,0.112,0.14,-13.8,-3.22,-0.19,-2.15,92.4,86.4,84.8,90.8,79.6,0.253,0.466,0.17,0.218,0.37,0.217,0.262,0.452,0.231,0.35,0.675,0.212,0.333,0.733,0.111,,,,,,,,,,,,,,,,,,
1,2024-09-22,745608,Flyout,field_out,True,665742,683155,Juan Soto,Joey Estes,0,9e7dab34-cb37-4a76-9c58-6ab614c90806,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.99,4.5,122.2,106.0,91.0,104.0,0.834,6.6,1.83,9.17,1.61,0.44,0.258,0.419,0.174,0.301,0.48,78.0,92.0,93.0,79.0,106.0,99.0,60.0,97.0,84.0,113.0,113.0,117.0,111.0,89.0,91.0,0.028,0.517,0.007,0.335,0.112,0.14,-13.8,-3.22,-0.19,-2.15,92.4,86.4,84.8,90.8,79.6,0.253,0.466,0.17,0.218,0.37,0.217,0.262,0.452,0.231,0.35,0.675,0.212,0.333,0.733,0.111,,,,,,,,,,,,,,,,,,
2,2024-09-22,745608,Flyout,field_out,True,592450,683155,Aaron Judge,Joey Estes,0,7864279d-a046-4e75-b4fe-001c40780a42,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.99,4.5,122.2,106.0,91.0,104.0,0.834,6.6,1.83,9.17,1.61,0.44,0.258,0.419,0.174,0.301,0.48,78.0,92.0,93.0,79.0,106.0,99.0,60.0,97.0,84.0,113.0,113.0,117.0,111.0,89.0,91.0,0.028,0.517,0.007,0.335,0.112,0.14,-13.8,-3.22,-0.19,-2.15,92.4,86.4,84.8,90.8,79.6,0.253,0.466,0.17,0.218,0.37,0.217,0.262,0.452,0.231,0.35,0.675,0.212,0.333,0.733,0.111,,,,,,,,,,,,,,,,,,
3,2024-09-22,745608,Pop Out,field_out,True,669224,683155,Austin Wells,Joey Estes,0,d9a3bc6c-2a47-4d5b-b45c-5cada63a5a2e,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.99,4.5,122.2,106.0,91.0,104.0,0.834,6.6,1.83,9.17,1.61,0.44,0.258,0.419,0.174,0.301,0.48,78.0,92.0,93.0,79.0,106.0,99.0,60.0,97.0,84.0,113.0,113.0,117.0,111.0,89.0,91.0,0.028,0.517,0.007,0.335,0.112,0.14,-13.8,-3.22,-0.19,-2.15,92.4,86.4,84.8,90.8,79.6,0.253,0.466,0.17,0.218,0.37,0.217,0.262,0.452,0.231,0.35,0.675,0.212,0.333,0.733,0.111,,,,,,,,,,,,,,,,,,
4,2024-09-22,745608,Groundout,field_out,True,671732,661563,Lawrence Butler,Luis Gil,0,a8550c77-9ebb-4b7b-9fdf-c65fb5967ecc,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.27,3.73,146.0,94.0,110.0,100.0,0.743,10.23,4.68,6.04,0.86,0.81,0.26,0.428,0.169,0.32,0.399,80.0,93.0,93.0,128.0,95.0,101.0,,,,108.0,94.0,105.0,,,,,0.491,,0.256,0.253,0.15,,,1.4,0.65,96.6,,91.6,,87.6,0.205,0.378,0.284,,,,0.172,0.301,0.316,0.164,0.245,0.273,,,,,,,,,,,,,,,,,,,,,
5,2024-09-22,745608,Strikeout,strikeout,True,667670,661563,Brent Rooker,Luis Gil,0,e6b4dac3-1b99-40fd-811e-63a2ddec0d1e,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.27,3.73,146.0,94.0,110.0,100.0,0.743,10.23,4.68,6.04,0.86,0.81,0.26,0.428,0.169,0.32,0.399,80.0,93.0,93.0,128.0,95.0,101.0,,,,108.0,94.0,105.0,,,,,0.491,,0.256,0.253,0.15,,,1.4,0.65,96.6,,91.6,,87.6,0.205,0.378,0.284,,,,0.172,0.301,0.316,0.164,0.245,0.273,,,,,,,,,,,,,,,,,,,,,
6,2024-09-22,745608,Walk,walk,False,668709,661563,JJ Bleday,Luis Gil,0,66ed5e8c-79a1-45d2-b824-7922561a8927,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.27,3.73,146.0,94.0,110.0,100.0,0.743,10.23,4.68,6.04,0.86,0.81,0.26,0.428,0.169,0.32,0.399,80.0,93.0,93.0,128.0,95.0,101.0,,,,108.0,94.0,105.0,,,,,0.491,,0.256,0.253,0.15,,,1.4,0.65,96.6,,91.6,,87.6,0.205,0.378,0.284,,,,0.172,0.301,0.316,0.164,0.245,0.273,,,,,,,,,,,,,,,,,,,,,
7,2024-09-22,745608,Walk,walk,False,669127,661563,Shea Langeliers,Luis Gil,1,9aecf8e5-4e8d-4cf6-9640-3651ebe202bf,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.27,3.73,146.0,94.0,110.0,100.0,0.743,10.23,4.68,6.04,0.86,0.81,0.26,0.428,0.169,0.32,0.399,80.0,93.0,93.0,128.0,95.0,101.0,,,,108.0,94.0,105.0,,,,,0.491,,0.256,0.253,0.15,,,1.4,0.65,96.6,,91.6,,87.6,0.205,0.378,0.284,,,,0.172,0.301,0.316,0.164,0.245,0.273,,,,,,,,,,,,,,,,,,,,,
8,2024-09-22,745608,Double,double,False,691016,661563,Tyler Soderstrom,Luis Gil,1,83061834-9c0d-4520-9f12-ec95a188788c,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.27,3.73,146.0,94.0,110.0,100.0,0.743,10.23,4.68,6.04,0.86,0.81,0.26,0.428,0.169,0.32,0.399,80.0,93.0,93.0,128.0,95.0,101.0,,,,108.0,94.0,105.0,,,,,0.491,,0.256,0.253,0.15,,,1.4,0.65,96.6,,91.6,,87.6,0.205,0.378,0.284,,,,0.172,0.301,0.316,0.164,0.245,0.273,,,,,,,,,,,,,,,,,,,,,
9,2024-09-22,745608,Lineout,field_out,True,680869,661563,Zack Gelof,Luis Gil,0,d74ce767-fac6-4461-96fe-7c42a590b523,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.27,3.73,146.0,94.0,110.0,100.0,0.743,10.23,4.68,6.04,0.86,0.81,0.26,0.428,0.169,0.32,0.399,80.0,93.0,93.0,128.0,95.0,101.0,,,,108.0,94.0,105.0,,,,,0.491,,0.256,0.253,0.15,,,1.4,0.65,96.6,,91.6,,87.6,0.205,0.378,0.284,,,,0.172,0.301,0.316,0.164,0.245,0.273,,,,,,,,,,,,,,,,,,,,,
