,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-05,744861,Strikeout,strikeout,True,543807,669022,George Springer,MacKenzie Gore,0,34dfedf5-3a7b-42f0-b4f1-d5720740856d,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-05,744861,Single,single,False,665489,669022,Vladimir Guerrero Jr.,MacKenzie Gore,0,698bd2e0-30bf-47f8-83b5-e131f3f632c4,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-05,744861,Strikeout,strikeout,True,457759,669022,Justin Turner,MacKenzie Gore,0,fb5917de-4616-44ae-aefa-77b42a83d1c2,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-05,744861,Forceout,force_out,True,666182,669022,Bo Bichette,MacKenzie Gore,1,3fad8a7a-b7f1-4d57-974a-9785e7e334de,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-05,744861,Field Error,field_error,False,696285,666201,Jacob Young,Alek Manoah,0,c668ec70-0b20-466f-a16d-f544b124c651,666201.0,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.04,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,81.0,98.0,102.0,,,,89.0,92.0,87.0,94.0,100.0,99.0,0.275,0.305,,0.148,-0.2,-0.39,,-1.22,93.4,87.5,81.0,,0.143,0.19,0.341,,,,0.219,0.438,0.3,0.267,0.867,0.297,77.0,92.0,83.0,0.272,1.91,93.5,0.136,0.136,0.191,,,,,,,,,,,,,,,,,,
5,2024-05-05,744861,Strikeout,strikeout,True,682928,666201,CJ Abrams,Alek Manoah,0,99dd98e4-1f92-4eb0-8e05-f580f944789b,666201.0,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.04,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,81.0,98.0,102.0,,,,89.0,92.0,87.0,94.0,100.0,99.0,0.275,0.305,,0.148,-0.2,-0.39,,-1.22,93.4,87.5,81.0,,0.143,0.19,0.341,,,,0.219,0.438,0.3,0.267,0.867,0.297,77.0,92.0,83.0,0.272,1.91,93.5,0.136,0.136,0.191,,,,,,,,,,,,,,,,,,
6,2024-05-05,744861,Single,single,False,671277,666201,Luis García Jr.,Alek Manoah,1,66ac81d8-f152-4a76-b806-b6c0481bb4ea,666201.0,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.04,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,81.0,98.0,102.0,,,,89.0,92.0,87.0,94.0,100.0,99.0,0.275,0.305,,0.148,-0.2,-0.39,,-1.22,93.4,87.5,81.0,,0.143,0.19,0.341,,,,0.219,0.438,0.3,0.267,0.867,0.297,77.0,92.0,83.0,0.272,1.91,93.5,0.136,0.136,0.191,,,,,,,,,,,,,,,,,,
7,2024-05-05,744861,Strikeout,strikeout,True,669222,666201,Nick Senzel,Alek Manoah,1,8e85333c-8bc3-4a9c-b41a-79570c309e31,666201.0,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.04,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,81.0,98.0,102.0,,,,89.0,92.0,87.0,94.0,100.0,99.0,0.275,0.305,,0.148,-0.2,-0.39,,-1.22,93.4,87.5,81.0,,0.143,0.19,0.341,,,,0.219,0.438,0.3,0.267,0.867,0.297,77.0,92.0,83.0,0.272,1.91,93.5,0.136,0.136,0.191,,,,,,,,,,,,,,,,,,
8,2024-05-05,744861,Walk,walk,False,608385,666201,Jesse Winker,Alek Manoah,0,42955d61-811b-447a-8e9b-af167b0b67a3,666201.0,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.04,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,81.0,98.0,102.0,,,,89.0,92.0,87.0,94.0,100.0,99.0,0.275,0.305,,0.148,-0.2,-0.39,,-1.22,93.4,87.5,81.0,,0.143,0.19,0.341,,,,0.219,0.438,0.3,0.267,0.867,0.297,77.0,92.0,83.0,0.272,1.91,93.5,0.136,0.136,0.191,,,,,,,,,,,,,,,,,,
9,2024-05-05,744861,Walk,walk,False,608841,666201,Joey Meneses,Alek Manoah,1,3a890112-9cf5-4125-b5dd-ac8041411467,666201.0,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.04,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,81.0,98.0,102.0,,,,89.0,92.0,87.0,94.0,100.0,99.0,0.275,0.305,,0.148,-0.2,-0.39,,-1.22,93.4,87.5,81.0,,0.143,0.19,0.341,,,,0.219,0.438,0.3,0.267,0.867,0.297,77.0,92.0,83.0,0.272,1.91,93.5,0.136,0.136,0.191,,,,,,,,,,,,,,,,,,
