,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS
0,2024-08-23,746024,Single,single,False,664023,676974,Ian Happ,Max Meyer,0,92888954-942d-42bb-9bd8-547e3880dde2,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-23,746024,Groundout,field_out,True,683737,676974,Michael Busch,Max Meyer,1,2e427af7-f78a-45f7-b2b0-3f4d833c3cea,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-23,746024,Groundout,field_out,True,673548,676974,Seiya Suzuki,Max Meyer,1,6edc1db6-d737-4eb7-a651-e415643ecf02,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-23,746024,Lineout,field_out,True,641355,676974,Cody Bellinger,Max Meyer,0,b1a5ba8f-cb91-4fdc-97ab-022cdca5377f,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-23,746024,Single,single,False,669364,543294,Xavier Edwards,Kyle Hendricks,0,aed791bc-f27d-461f-80cb-5341ee80093d,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,61.0,91.0,84.0,97.0,106.0,97.0,,,,0.367,0.121,,0.379,-2.68,-1.07,,-1.17,87.9,80.9,87.7,,,,,0.36,0.84,0.138,0.277,0.441,0.244,90.0,110.0,108.0,0.132,0.28,74.4,0.339,0.526,0.103,0.22,0.317,0.288,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-23,746024,Pop Out,field_out,True,669394,543294,Jake Burger,Kyle Hendricks,1,ffbe031c-c0e2-4065-a675-bb0d4a7ade32,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,61.0,91.0,84.0,97.0,106.0,97.0,,,,0.367,0.121,,0.379,-2.68,-1.07,,-1.17,87.9,80.9,87.7,,,,,0.36,0.84,0.138,0.277,0.441,0.244,90.0,110.0,108.0,0.132,0.28,74.4,0.339,0.526,0.103,0.22,0.317,0.288,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-23,746024,Lineout,field_out,True,660821,543294,Jesús Sánchez,Kyle Hendricks,0,f2d25a60-0b2e-42cd-8561-9158bd680c11,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,61.0,91.0,84.0,97.0,106.0,97.0,,,,0.367,0.121,,0.379,-2.68,-1.07,,-1.17,87.9,80.9,87.7,,,,,0.36,0.84,0.138,0.277,0.441,0.244,90.0,110.0,108.0,0.132,0.28,74.4,0.339,0.526,0.103,0.22,0.317,0.288,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-23,746024,Pop Out,field_out,True,681146,543294,Jonah Bride,Kyle Hendricks,0,a285684c-0820-47c4-9f48-3cacf2d395b9,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,61.0,91.0,84.0,97.0,106.0,97.0,,,,0.367,0.121,,0.379,-2.68,-1.07,,-1.17,87.9,80.9,87.7,,,,,0.36,0.84,0.138,0.277,0.441,0.244,90.0,110.0,108.0,0.132,0.28,74.4,0.339,0.526,0.103,0.22,0.317,0.288,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-23,746024,Groundout,field_out,True,670623,676974,Isaac Paredes,Max Meyer,0,84f20d77-fa40-40f7-81fa-7652e7acb956,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-23,746024,Flyout,field_out,True,663538,676974,Nico Hoerner,Max Meyer,0,789b0d77-72a1-4f96-9879-04f54dd2d823,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.44,4.94,51.1,99.0,98.0,101.0,0.78,7.19,3.16,9.29,2.1,1.45,0.175,0.494,0.156,0.35,0.418,81.0,88.0,88.0,84.0,98.0,95.0,81.0,90.0,78.0,121.0,104.0,115.0,0.018,0.398,0.402,0.182,-1.8,-1.39,-0.08,-1.83,94.1,86.8,92.6,88.2,0.242,0.473,0.36,0.31,0.595,0.127,0.2,0.56,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
