,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-20,746349,Double,double,False,680776,669854,Jarren Duran,Ronel Blanco,0,f3742a05-7097-4df9-899b-43e3ff9a82d8,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-20,746349,Double,double,False,677800,669854,Wilyer Abreu,Ronel Blanco,1,58fd0494-f3b8-4a3e-844d-4892e481d20d,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-20,746349,Home Run,home_run,False,671213,669854,Triston Casas,Ronel Blanco,1,5f311d93-f647-4b96-9f0c-016640b9f6a6,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-20,746349,Pop Out,field_out,True,646240,669854,Rafael Devers,Ronel Blanco,0,a987cce9-9bcb-4a83-bd93-1183394300ae,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-20,746349,Walk,walk,False,641933,669854,Tyler O'Neill,Ronel Blanco,0,cbc0b072-44e0-43a2-a7fd-a34315110bc9,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-20,746349,Pop Out,field_out,True,807799,669854,Masataka Yoshida,Ronel Blanco,0,5155e1d7-6961-4ab1-86e7-79908c25df6a,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-20,746349,Strikeout,strikeout,True,643376,669854,Danny Jansen,Ronel Blanco,0,47003ce7-9046-49e1-a36e-2c7670fff617,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-20,746349,Single,single,False,514888,601713,Jose Altuve,Nick Pivetta,0,25dff32d-cd01-4025-b477-571c38fd155e,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,,,,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,0.482,0.299,0.152,,0.84,0.31,-0.68,,94.0,,82.8,80.2,0.217,0.478,0.327,0.24,0.407,0.212,,,,0.195,0.512,0.212,107.0,99.0,84.0,0.067,-5.11,88.3,0.2,0.408,0.362,0.387,0.903,0.215,,,,,,,,,,,,,,,,,,,,,
8,2024-08-20,746349,Walk,walk,False,670541,601713,Yordan Alvarez,Nick Pivetta,1,14a2b5f5-580e-4c29-a3a7-8d161964635e,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,,,,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,0.482,0.299,0.152,,0.84,0.31,-0.68,,94.0,,82.8,80.2,0.217,0.478,0.327,0.24,0.407,0.212,,,,0.195,0.512,0.212,107.0,99.0,84.0,0.067,-5.11,88.3,0.2,0.408,0.362,0.387,0.903,0.215,,,,,,,,,,,,,,,,,,,,,
9,2024-08-20,746349,Lineout,field_out,True,673237,601713,Yainer Diaz,Nick Pivetta,0,15cfd963-5fb8-4914-a36e-a0c2c254ca37,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,,,,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,0.482,0.299,0.152,,0.84,0.31,-0.68,,94.0,,82.8,80.2,0.217,0.478,0.327,0.24,0.407,0.212,,,,0.195,0.512,0.212,107.0,99.0,84.0,0.067,-5.11,88.3,0.2,0.408,0.362,0.387,0.903,0.215,,,,,,,,,,,,,,,,,,,,,
10,2024-08-20,746349,Sac Fly,sac_fly,True,665161,601713,Jeremy Peña,Nick Pivetta,1,569d0b2f-1a91-4225-9666-b3f5cbce2bdf,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,,,,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,0.482,0.299,0.152,,0.84,0.31,-0.68,,94.0,,82.8,80.2,0.217,0.478,0.327,0.24,0.407,0.212,,,,0.195,0.512,0.212,107.0,99.0,84.0,0.067,-5.11,88.3,0.2,0.408,0.362,0.387,0.903,0.215,,,,,,,,,,,,,,,,,,,,,
