,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
0,2024-04-23,745516,Strikeout,strikeout,True,694192,663559,Jackson Chourio,Bailey Falter,0,e57953d4-a2b9-495b-8f92-546b9b5a43a2,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
1,2024-04-23,745516,Walk,walk,False,661388,663559,William Contreras,Bailey Falter,0,dff1737b-3431-4a35-b77e-17da331ef92c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
2,2024-04-23,745516,Strikeout,strikeout,True,642715,663559,Willy Adames,Bailey Falter,0,e55ff9cc-5074-4c88-929c-0250f5cf456e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
3,2024-04-23,745516,Pop Out,field_out,True,656555,663559,Rhys Hoskins,Bailey Falter,0,007bddff-9293-4074-b96f-a544fecc8775,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
4,2024-04-23,745516,Home Run,home_run,False,457705,668964,Andrew McCutchen,Tobias Myers,0,585623af-4b48-438a-92af-fc36389a122c,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,,,,0.007,0.4,,0.192,0.051,1.01,,13.69,2.07,-3.98,92.7,,91.2,85.4,77.7,0.207,0.413,0.174,0.0,0.0,0.0,0.18,0.2,0.324,0.5,0.7,0.1,,,,108.0,81.0,87.0,96.0,101.0,91.0,0.229,0.12,-1.06,0.93,89.4,81.2,0.333,0.509,0.152,0.091,0.091,0.431
5,2024-04-23,745516,Flyout,field_out,True,668804,668964,Bryan Reynolds,Tobias Myers,0,bdcbc583-b1f9-4d26-ba23-779dfd3ea479,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,,,,0.007,0.4,,0.192,0.051,1.01,,13.69,2.07,-3.98,92.7,,91.2,85.4,77.7,0.207,0.413,0.174,0.0,0.0,0.0,0.18,0.2,0.324,0.5,0.7,0.1,,,,108.0,81.0,87.0,96.0,101.0,91.0,0.229,0.12,-1.06,0.93,89.4,81.2,0.333,0.509,0.152,0.091,0.091,0.431
6,2024-04-23,745516,Strikeout,strikeout,True,663647,668964,Ke'Bryan Hayes,Tobias Myers,0,70d92e37-b61c-46b2-86e2-39dd85ad1600,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,,,,0.007,0.4,,0.192,0.051,1.01,,13.69,2.07,-3.98,92.7,,91.2,85.4,77.7,0.207,0.413,0.174,0.0,0.0,0.0,0.18,0.2,0.324,0.5,0.7,0.1,,,,108.0,81.0,87.0,96.0,101.0,91.0,0.229,0.12,-1.06,0.93,89.4,81.2,0.333,0.509,0.152,0.091,0.091,0.431
7,2024-04-23,745516,Groundout,field_out,True,642133,668964,Rowdy Tellez,Tobias Myers,0,0b98588f-9d02-4e3b-a2d2-35afc92295ea,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,,,,0.007,0.4,,0.192,0.051,1.01,,13.69,2.07,-3.98,92.7,,91.2,85.4,77.7,0.207,0.413,0.174,0.0,0.0,0.0,0.18,0.2,0.324,0.5,0.7,0.1,,,,108.0,81.0,87.0,96.0,101.0,91.0,0.229,0.12,-1.06,0.93,89.4,81.2,0.333,0.509,0.152,0.091,0.091,0.431
8,2024-04-23,745516,Strikeout,strikeout,True,663368,663559,Blake Perkins,Bailey Falter,0,1fce3680-d53a-42d1-bd3f-efd5be284773,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
9,2024-04-23,745516,Groundout,field_out,True,687401,663559,Joey Ortiz,Bailey Falter,0,fe460c6e-084f-4410-b2f8-ce5a702656b1,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
