,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-12,745079,Lineout,field_out,True,666624,650644,Christopher Morel,Aaron Civale,0,f1b907e3-f275-4c85-885a-24e5212c6b90,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
1,2024-06-12,745079,Single,single,False,683737,650644,Michael Busch,Aaron Civale,0,db559caf-f337-4b0f-acdf-113a47db54d5,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
2,2024-06-12,745079,Lineout,field_out,True,641355,650644,Cody Bellinger,Aaron Civale,0,2ee3f672-d68b-4c09-8eaa-524f92ee1315,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
3,2024-06-12,745079,Single,single,False,673548,650644,Seiya Suzuki,Aaron Civale,1,ef054980-025c-4c71-bfaa-dbe1ca40d8bb,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
4,2024-06-12,745079,Walk,walk,False,664023,650644,Ian Happ,Aaron Civale,0,150f1e41-80f6-4e49-a892-f7d67f95b312,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
5,2024-06-12,745079,Forceout,force_out,True,663538,650644,Nico Hoerner,Aaron Civale,1,ec1abab7-6fd0-4237-b106-81a2e539a724,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
6,2024-06-12,745079,Groundout,field_out,True,650490,665871,Yandy Díaz,Javier Assad,0,3ccd0ff1-0525-4371-a4d3-fb489a93371b,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,98.0,97.0,94.0,,,,0.37,0.185,0.202,,0.096,0.11,-0.69,-1.88,,1.32,-3.1,0.3,91.9,87.9,,91.7,80.2,76.7,0.333,0.737,0.174,0.213,0.309,0.097,0.261,0.609,0.318,0.163,0.245,0.31,0.326,0.478,0.238,,,,79.0,90.0,86.0,0.037,-1.03,84.3,0.25,0.25,0.091,,,,,,
7,2024-06-12,745079,Groundout,field_out,True,664040,665871,Brandon Lowe,Javier Assad,0,834cb112-ab3e-46ee-a37e-c4bdb084d8c4,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,98.0,97.0,94.0,,,,0.37,0.185,0.202,,0.096,0.11,-0.69,-1.88,,1.32,-3.1,0.3,91.9,87.9,,91.7,80.2,76.7,0.333,0.737,0.174,0.213,0.309,0.097,0.261,0.609,0.318,0.163,0.245,0.31,0.326,0.478,0.238,,,,79.0,90.0,86.0,0.037,-1.03,84.3,0.25,0.25,0.091,,,,,,
8,2024-06-12,745079,Groundout,field_out,True,670623,665871,Isaac Paredes,Javier Assad,0,8cc2d582-492a-4617-8ff3-6a33ec147822,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,98.0,97.0,94.0,,,,0.37,0.185,0.202,,0.096,0.11,-0.69,-1.88,,1.32,-3.1,0.3,91.9,87.9,,91.7,80.2,76.7,0.333,0.737,0.174,0.213,0.309,0.097,0.261,0.609,0.318,0.163,0.245,0.31,0.326,0.478,0.238,,,,79.0,90.0,86.0,0.037,-1.03,84.3,0.25,0.25,0.091,,,,,,
9,2024-06-12,745079,Pop Out,field_out,True,621020,650644,Dansby Swanson,Aaron Civale,0,b57d8218-e72d-4547-9cc7-682efc4709cc,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
10,2024-06-12,745079,Strikeout,strikeout,True,691718,650644,Pete Crow-Armstrong,Aaron Civale,0,4d227540-15ad-4216-9ced-219fa1281b00,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
11,2024-06-12,745079,Strikeout,strikeout,True,665804,650644,Miguel Amaya,Aaron Civale,0,dd6fb437-112e-4de8-b5a4-cb580cf1fbb5,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,103.0,102.0,108.0,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,72.0,93.0,99.0,0.224,0.091,0.315,0.021,0.18,0.169,-3.64,-0.11,-3.76,0.25,0.36,-0.89,91.9,88.1,85.9,92.7,80.3,77.2,0.294,0.454,0.231,0.23,0.46,0.169,0.239,0.398,0.288,0.226,0.419,0.3,0.391,0.739,0.125,0.417,0.5,0.313,,,,,,,,,,,,,,,
